lead_h,station_id,station_effect_c,n_common_cases,n_daily_blocks,latitude,longitude,altitude_m,era5_grid_elevation_m,delta_z_m,abs_delta_z_m,coast_stratum
24,c17m213e06,0.2175694940035351,719,361,39.296389,-1.134444,355.0,692.0764473450203,-337.07644734502026,337.07644734502026,interior_gt25km
24,c17m213e07,-0.42809953353136465,699,351,39.469106,-1.012952,708.0,640.1137223201514,67.8862776798486,67.8862776798486,interior_gt25km
24,c17m213e10,-0.19434810297226135,720,362,39.46573,-1.086122,645.0,664.2893629286232,-19.289362928623177,19.289362928623177,interior_gt25km
24,c17m249e01,-0.1191441170645623,667,337,39.6694444,-1.25944417,813.0,853.7945040623991,-40.79450406239914,40.79450406239914,interior_gt25km
24,c18m111e01,-0.033349062850670186,687,347,39.4778,-0.7211,293.0,384.5513025225687,-91.55130252256868,91.55130252256868,interior_gt25km
24,c18m111e03,0.05571438245050864,710,363,39.4364925,-0.57001,167.0,246.15983656388292,-79.15983656388295,79.15983656388295,coast_0_25km
24,c19m044e02,-0.01995354299081853,724,363,38.9291697,-1.10236464,671.0,744.3199848232512,-73.31998482325116,73.31998482325116,interior_gt25km
24,c19m099e02,-0.056031442521955244,696,350,39.307525,-0.96,665.0,605.9696113789596,59.0303886210404,59.0303886210404,interior_gt25km
24,c20m017e05,-0.05387202697028626,697,361,39.1339,-0.376654,120.0,150.96405006630272,-30.96405006630272,30.96405006630272,coast_0_25km
24,c20m017e06,0.00821492740428964,718,360,39.0997,-0.3704,88.0,171.30686737074967,-83.30686737074967,83.30686737074967,coast_0_25km
24,c20m017e08,0.018424893970521716,720,362,39.147864,-0.482521,20.0,202.6433298780348,-182.6433298780348,182.6433298780348,coast_0_25km
24,c20m017e12,0.0013318847913792453,721,362,39.115728,-0.354397,130.0,150.7205131541632,-20.7205131541632,20.7205131541632,coast_0_25km
24,c20m084e01,0.011097804538218847,720,361,39.066874,-0.56801,42.0,325.44687076283475,-283.44687076283475,283.44687076283475,interior_gt25km
24,c20m172e01,-0.08482272014355852,725,363,39.38,-0.54,225.0,207.04085174347856,17.959148256521445,17.959148256521445,coast_0_25km
24,c20m203e01,0.07467918532434381,686,345,39.0877,-0.4763,39.0,241.8756391236331,-202.8756391236331,202.8756391236331,coast_0_25km
24,c20m248e02,-0.056549718978040286,720,362,39.3914,-0.668389,255.0,323.1933656416928,-68.19336564169282,68.19336564169282,interior_gt25km
24,c22m071e01,-0.2515410521628154,723,363,39.085818,-0.866032,519.0,563.7553187398123,-44.75531873981231,44.75531873981231,interior_gt25km
24,c22m107e02,0.06511205777337004,702,352,39.027862,-0.668753,235.0,429.95516058269584,-194.95516058269584,194.95516058269584,interior_gt25km
24,c22m118e01,0.03178794608461033,714,359,38.977333,-0.695444,287.0,480.9635393398946,-193.96353933989465,193.96353933989465,interior_gt25km
24,c22m118e02,-0.4214420823446112,723,363,38.957432,-0.825617,751.0,580.8196729373649,170.18032706263511,170.18032706263511,interior_gt25km
24,c22m118e05,-0.34905469178861304,724,363,38.925155,-0.884222,740.0,628.2162153787283,111.7837846212717,111.7837846212717,interior_gt25km
24,c22m167e01,-0.15021143067055887,709,356,39.237431,-0.772816,350.0,404.5820283222677,-54.58202832226772,54.58202832226772,interior_gt25km
24,c23m081e03,-0.013102648855814358,708,355,38.970928,-0.579297,172.0,403.30480867881846,-231.3048086788185,231.3048086788185,interior_gt25km
24,c23m128e02,-0.22426336198865315,709,361,38.796944,-0.883056,596.0,660.2323449810907,-64.2323449810907,64.2323449810907,interior_gt25km
24,c23m145e11,-0.05078676291868589,675,340,38.9913889,-0.51611111,96.0,339.0459952119531,-243.04599521195308,243.04599521195308,interior_gt25km
24,c24m004e01,-0.37048637649658933,711,359,38.8213,-0.5489,434.0,517.5265666168817,-83.52656661688172,83.52656661688172,interior_gt25km
24,c24m006e01,-0.15645660654403293,687,344,38.835596,-0.524349,330.0,493.811226856813,-163.811226856813,163.811226856813,interior_gt25km
24,c24m043e01,-0.1485770949206261,660,331,38.883069,-0.346689,250.0,344.7252162733988,-94.72521627339876,94.72521627339876,coast_0_25km
24,c24m047e02,-0.12145910852633957,680,343,38.86026,-0.47462,278.0,443.40718959356025,-165.40718959356025,165.40718959356025,interior_gt25km
24,c24m072e02,-0.6807205262295919,715,358,38.7529,-0.5507,888.0,580.0050029889521,307.9949970110479,307.9949970110479,interior_gt25km
24,c24m072e04,-0.5437757836892205,659,345,38.762484,-0.618339,645.0,591.3367426996789,53.66325730032111,53.66325730032111,interior_gt25km
24,c24m072e05,-0.6277654383268172,718,360,38.7315305,-0.6112848,801.0,589.606062946791,211.39393705320904,211.39393705320904,interior_gt25km
24,c24m124e01,-0.12204070270213008,725,363,38.779812,-0.80137,625.0,638.0447539061267,-13.044753906126743,13.044753906126743,interior_gt25km
24,c24m124e03,-0.23271230223472428,682,352,38.784214,-0.786708,628.0,631.3318084197062,-3.331808419706249,3.331808419706249,interior_gt25km
24,c24m173e01,0.022294469781195203,725,363,38.88881,-0.49649989,182.0,427.7586242912136,-245.7586242912136,245.7586242912136,interior_gt25km
24,c24m175e01,-0.21202441353237245,715,358,38.891119,-0.338889,280.0,332.00268482441555,-52.00268482441555,52.00268482441555,coast_0_25km
24,c24m183e01,-0.09507870776858096,720,361,38.911711,-0.546555,256.0,434.2243305677591,-178.22433056775907,178.22433056775907,interior_gt25km
24,c24m184e02,-0.16979455736011917,725,363,38.8172,-0.6074,385.0,544.7800064456201,-159.78000644562007,159.78000644562007,interior_gt25km
24,c24m184e03,-0.1381768353666849,691,349,38.84,-0.6092,383.0,527.531047720161,-144.53104772016104,144.53104772016104,interior_gt25km
24,c24m184e07,-0.2568606836367088,665,355,38.822222,-0.596111,372.0,536.1504278563904,-164.15042785639037,164.15042785639037,interior_gt25km
24,c24m184e18,-0.14362769601976,687,348,38.837778,-0.614167,400.0,531.4809407505561,-131.4809407505561,131.4809407505561,interior_gt25km
24,c24m184e19,-0.09693244628476216,725,363,38.8044095,-0.6143529,405.0,557.531525094865,-152.53152509486495,152.53152509486495,interior_gt25km
24,c24m196e01,-0.08686070885773878,725,363,38.983004,-0.338385,347.0,239.24808819732547,107.75191180267451,107.75191180267451,coast_0_25km
24,c24m200e03,-0.019767352585357667,719,361,38.902784,-0.42036,226.0,368.5935452389783,-142.5935452389783,142.5935452389783,interior_gt25km
24,c25m046e01,-0.08166415588992593,693,358,39.005,-0.2901,379.0,189.90823154440668,189.09176845559327,189.09176845559327,coast_0_25km
24,c25m046e03,-0.11081122067581128,668,344,39.0241667,-0.30833333,326.0,187.44495010383423,138.55504989616577,138.55504989616577,coast_0_25km
24,c25m131e12,0.033087759185358556,725,363,38.968833,-0.181056,21.0,159.8911544159725,-138.8911544159725,138.8911544159725,coast_0_25km
24,c25m187e01,-0.030127597270247497,725,363,38.956048,-0.247297,86.0,212.20357874170816,-126.20357874170816,126.20357874170816,coast_0_25km
24,c25m255e04,-0.02228170451543854,688,363,38.887498,-0.208018,100.0,258.0698369730197,-158.06983697301968,158.06983697301968,coast_0_25km
24,c25m255e05,-0.5337240405382576,712,363,38.85987,-0.22217,515.0,294.34770370857177,220.65229629142823,220.65229629142823,coast_0_25km
24,c26m003e06,-0.391001940693793,656,335,38.7987602,-0.5367903,565.0,533.5148237269799,31.4851762730201,31.4851762730201,interior_gt25km
24,c26m028e03,-0.1758270112018422,698,353,38.8211,-0.3781,401.0,425.6262624368824,-24.62626243688237,24.62626243688237,interior_gt25km
24,c26m056e09,-0.21991042803627514,672,337,38.735901,-0.436583,455.0,524.5415362436261,-69.54153624362607,69.54153624362607,interior_gt25km
24,c26m067e01,-0.9113019075140694,723,362,38.7349,-0.2682,778.0,426.0842809383702,351.9157190616298,351.9157190616298,coast_0_25km
24,c26m092e07,-0.2255666565604022,725,363,38.791125,-0.465747,465.0,507.47365073016255,-42.47365073016255,42.47365073016255,interior_gt25km
