lead_h,station_id,station_effect_c,n_common_cases,n_daily_blocks,latitude,longitude,altitude_m,era5_grid_elevation_m,delta_z_m,abs_delta_z_m,coast_stratum
24,c28m023e02,-0.20310524050244871,708,357,38.7,-0.7672,601.0,616.7135047391332,-15.713504739133214,15.713504739133214,interior_gt25km
24,c28m116e03,-0.07433137541032986,725,363,38.519934,-0.913363,505.0,570.9213715745584,-65.9213715745584,65.9213715745584,interior_gt25km
24,c28m140e10,-0.08946185835794485,708,362,38.625,-0.865556,498.0,607.4850778712733,-109.48507787127336,109.48507787127336,interior_gt25km
24,c28m140e11,-0.10910152173349785,645,338,38.614051,-0.880788,489.0,606.5100886199859,-117.51008861998594,117.51008861998594,interior_gt25km
24,c28m140e16,-0.05906865949399842,713,363,38.634831,-0.864625,524.0,611.9479750854158,-87.9479750854158,87.9479750854158,interior_gt25km
24,c28m140e19,0.07739735144960402,700,356,38.69477,-0.91829,533.0,655.400652943157,-122.40065294315696,122.40065294315696,interior_gt25km
24,c29m105e07,-0.24959104671502652,724,363,38.3654155,-1.0441941,539.0,461.88553215328176,77.11446784671824,77.11446784671824,interior_gt25km
24,c30m001e01,-0.11830917628349336,717,359,38.875601,-0.171598,164.0,248.5073211076117,-84.50732110761172,84.50732110761172,coast_0_25km
24,c30m029e01,-0.40634442612680344,692,358,38.753898,-0.10727754,320.0,333.64335897428344,-13.643358974283444,13.643358974283444,coast_0_25km
24,c30m029e02,-0.24451204353580347,702,359,38.7560501,-0.110326,313.0,333.2599250257056,-20.259925025705627,20.259925025705627,coast_0_25km
24,c30m054e01,-0.7738675289550632,652,333,38.724715,-0.193013,548.0,378.4697887755252,169.53021122447484,169.53021122447484,coast_0_25km
