lead_h,sensitivity,block_days,reference,model,n_common_cases,n_stations,n_daily_blocks,mae_c_day_weighted,mae_ci_low_c,mae_ci_high_c,winner_probability,mae_rank
48,lapse_rate_5_K_per_km_all_stations,5,avamet,ifs_hres,102694,146,362,1.6340783717710892,1.5849006035669282,1.6874850492544191,0.0,3
48,lapse_rate_5_K_per_km_all_stations,5,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8525968196160778,0.9186936274243372,1.0,1
48,lapse_rate_5_K_per_km_all_stations,5,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9416068033957032,1.008266142512895,0.0,2
48,lapse_rate_5_K_per_km_all_stations,5,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1857087096259085,1.2840402598703413,0.0,3
48,lapse_rate_5_K_per_km_all_stations,7,avamet,graphcast_hres_init,102694,146,362,1.5076586929030185,1.4600675964289593,1.5619562691414424,1.0,1
48,lapse_rate_5_K_per_km_all_stations,7,avamet,pangu_hres_init,102694,146,362,1.6089513572237737,1.558103157705294,1.6654157697618441,0.0,2
48,lapse_rate_5_K_per_km_all_stations,7,avamet,ifs_hres,102694,146,362,1.6340783717710892,1.5808422224256122,1.6952066089298017,0.0,3
48,lapse_rate_5_K_per_km_all_stations,7,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8518469011999653,0.9207073070235562,1.0,1
48,lapse_rate_5_K_per_km_all_stations,7,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9377978116265362,1.0072247724503878,0.0,2
48,lapse_rate_5_K_per_km_all_stations,7,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1817223709739437,1.289133467752958,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,1,avamet,graphcast_hres_init,102694,146,362,1.5065984653582785,1.4700605650518543,1.5437197948181978,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,1,avamet,pangu_hres_init,102694,146,362,1.6124422520104766,1.572452011136126,1.6524381496105864,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,1,avamet,ifs_hres,102694,146,362,1.6367233162121086,1.6016544643280635,1.6721714196574229,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,1,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8562669822127463,0.9135300452955402,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,1,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9455605110501635,1.000961435918587,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,1,era5_station,ifs_hres,102694,146,362,1.233786101359946,1.1979714706459121,1.2703012673117373,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,3,avamet,graphcast_hres_init,102694,146,362,1.5065984653582785,1.461946595318327,1.5518506893617559,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,3,avamet,pangu_hres_init,102694,146,362,1.6124422520104766,1.5655684506448875,1.6606999394747015,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,3,avamet,ifs_hres,102694,146,362,1.6367233162121086,1.5929280651363504,1.6853590604043591,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,3,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8544100321177311,0.9163515502090733,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,3,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.941582998964837,1.0053966629793498,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,3,era5_station,ifs_hres,102694,146,362,1.233786101359946,1.1908913311511378,1.2777702376701383,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,5,avamet,graphcast_hres_init,102694,146,362,1.5065984653582785,1.4591915657853787,1.5539914924950928,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,5,avamet,pangu_hres_init,102694,146,362,1.6124422520104766,1.56170495611711,1.6635035592513452,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,5,avamet,ifs_hres,102694,146,362,1.6367233162121086,1.5879303021905409,1.6885189682934025,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,5,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8534899873313312,0.918186695428764,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,5,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9396822934689755,1.0082766745388145,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,5,era5_station,ifs_hres,102694,146,362,1.233786101359946,1.1869974097252345,1.2837176929648877,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,7,avamet,graphcast_hres_init,102694,146,362,1.5065984653582785,1.4555273603924503,1.5571551352236346,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,7,avamet,pangu_hres_init,102694,146,362,1.6124422520104766,1.5586489733917936,1.667157032548171,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,7,avamet,ifs_hres,102694,146,362,1.6367233162121086,1.5849506410326757,1.6899105811289366,0.0,3
48,lapse_rate_6.5_K_per_km_all_stations,7,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8494884051104368,0.9192229754995984,1.0,1
48,lapse_rate_6.5_K_per_km_all_stations,7,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9377443151775834,1.0102343967366256,0.0,2
48,lapse_rate_6.5_K_per_km_all_stations,7,era5_station,ifs_hres,102694,146,362,1.233786101359946,1.1846327773512606,1.2860519820240295,0.0,3
48,lapse_rate_8_K_per_km_all_stations,1,avamet,graphcast_hres_init,102694,146,362,1.5282248618155652,1.4923045398351287,1.5658635367466036,1.0,1
48,lapse_rate_8_K_per_km_all_stations,1,avamet,pangu_hres_init,102694,146,362,1.63742733340144,1.5970138470608013,1.678005196278944,0.0,2
48,lapse_rate_8_K_per_km_all_stations,1,avamet,ifs_hres,102694,146,362,1.6593663254943478,1.6240184928905987,1.69505506461975,0.0,3
48,lapse_rate_8_K_per_km_all_stations,1,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8556873853260406,0.9135015403990234,1.0,1
48,lapse_rate_8_K_per_km_all_stations,1,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9458746872959768,1.0028827011822814,0.0,2
48,lapse_rate_8_K_per_km_all_stations,1,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.197377041170259,1.2687891102870554,0.0,3
48,lapse_rate_8_K_per_km_all_stations,3,avamet,graphcast_hres_init,102694,146,362,1.5282248618155652,1.4831610120736247,1.574756501989751,1.0,1
48,lapse_rate_8_K_per_km_all_stations,3,avamet,pangu_hres_init,102694,146,362,1.63742733340144,1.5891611720194672,1.6874531955979486,0.0,2
48,lapse_rate_8_K_per_km_all_stations,3,avamet,ifs_hres,102694,146,362,1.6593663254943478,1.6158107782909883,1.7028806379472567,0.0,3
48,lapse_rate_8_K_per_km_all_stations,3,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8562248788990133,0.9175999175904745,1.0,1
48,lapse_rate_8_K_per_km_all_stations,3,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9411787462356433,1.006410541443699,0.0,2
48,lapse_rate_8_K_per_km_all_stations,3,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.190919392716755,1.2792302444699057,0.0,3
48,lapse_rate_8_K_per_km_all_stations,5,avamet,graphcast_hres_init,102694,146,362,1.5282248618155652,1.4765699610990453,1.5781646879552944,1.0,1
48,lapse_rate_8_K_per_km_all_stations,5,avamet,pangu_hres_init,102694,146,362,1.63742733340144,1.5818062012656946,1.6908391532037197,0.0,2
48,lapse_rate_8_K_per_km_all_stations,5,avamet,ifs_hres,102694,146,362,1.6593663254943478,1.6102694539944846,1.706199573126894,0.0,3
48,lapse_rate_8_K_per_km_all_stations,5,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8520143122268848,0.9180491165741357,1.0,1
48,lapse_rate_8_K_per_km_all_stations,5,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9383959898632572,1.0070787532379677,0.0,2
48,lapse_rate_8_K_per_km_all_stations,5,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1844639330881086,1.2824502290075688,0.0,3
48,lapse_rate_8_K_per_km_all_stations,7,avamet,graphcast_hres_init,102694,146,362,1.5282248618155652,1.4743373467111525,1.5840514223157796,1.0,1
48,lapse_rate_8_K_per_km_all_stations,7,avamet,pangu_hres_init,102694,146,362,1.63742733340144,1.582363805978571,1.6964531064002906,0.0,2
48,lapse_rate_8_K_per_km_all_stations,7,avamet,ifs_hres,102694,146,362,1.6593663254943478,1.6076966948418978,1.714353765238657,0.0,3
48,lapse_rate_8_K_per_km_all_stations,7,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8524500418944279,0.920305835742579,1.0,1
48,lapse_rate_8_K_per_km_all_stations,7,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9388944759520891,1.008448510926496,0.0,2
48,lapse_rate_8_K_per_km_all_stations,7,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.182581079784715,1.285152015374046,0.0,3
48,raw_abs_delta_z_lt_100m,1,avamet,graphcast_hres_init,53408,76,362,1.592526670725784,1.556821150960511,1.627344461064029,1.0,1
48,raw_abs_delta_z_lt_100m,1,avamet,ifs_hres,53408,76,362,1.6844498540372177,1.6494933006666612,1.7200113360462281,0.0,2
48,raw_abs_delta_z_lt_100m,1,avamet,pangu_hres_init,53408,76,362,1.6910054610579135,1.651802411695176,1.7301482193177737,0.0,3
48,raw_abs_delta_z_lt_100m,1,era5_station,pangu_hres_init,53408,76,362,0.856331968566064,0.8296521190715384,0.8836498747536132,1.0,1
48,raw_abs_delta_z_lt_100m,1,era5_station,graphcast_hres_init,53408,76,362,0.953067474382442,0.927417286650987,0.9784527358677688,0.0,2
48,raw_abs_delta_z_lt_100m,1,era5_station,ifs_hres,53408,76,362,1.2178421622216162,1.1849524018916915,1.2554647877635814,0.0,3
48,raw_abs_delta_z_lt_100m,3,avamet,graphcast_hres_init,53408,76,362,1.592526670725784,1.5476512075198823,1.6372680868178393,1.0,1
48,raw_abs_delta_z_lt_100m,3,avamet,ifs_hres,53408,76,362,1.6844498540372177,1.636474847426604,1.7309249355584626,0.0,2
48,raw_abs_delta_z_lt_100m,3,avamet,pangu_hres_init,53408,76,362,1.6910054610579135,1.6432940920980879,1.7388545000468323,0.0,3
48,raw_abs_delta_z_lt_100m,3,era5_station,pangu_hres_init,53408,76,362,0.856331968566064,0.8260815930678151,0.8867688089326831,1.0,1
48,raw_abs_delta_z_lt_100m,3,era5_station,graphcast_hres_init,53408,76,362,0.953067474382442,0.923863596596388,0.984067765531596,0.0,2
48,raw_abs_delta_z_lt_100m,3,era5_station,ifs_hres,53408,76,362,1.2178421622216162,1.1753684392596588,1.2636384634400302,0.0,3
48,raw_abs_delta_z_lt_100m,5,avamet,graphcast_hres_init,53408,76,362,1.592526670725784,1.547330013351891,1.6428782343213086,1.0,1
48,raw_abs_delta_z_lt_100m,5,avamet,ifs_hres,53408,76,362,1.6844498540372177,1.6346754914912274,1.7388853130451758,0.0,2
48,raw_abs_delta_z_lt_100m,5,avamet,pangu_hres_init,53408,76,362,1.6910054610579135,1.6427101362740948,1.7434889592951832,0.0,3
48,raw_abs_delta_z_lt_100m,5,era5_station,pangu_hres_init,53408,76,362,0.856331968566064,0.8252358721782513,0.8894410569324778,1.0,1
48,raw_abs_delta_z_lt_100m,5,era5_station,graphcast_hres_init,53408,76,362,0.953067474382442,0.921140500644503,0.9856217015771657,0.0,2
48,raw_abs_delta_z_lt_100m,5,era5_station,ifs_hres,53408,76,362,1.2178421622216162,1.1686112904064787,1.2687545738741695,0.0,3
48,raw_abs_delta_z_lt_100m,7,avamet,graphcast_hres_init,53408,76,362,1.592526670725784,1.5450175023123485,1.6427815162756694,1.0,1
48,raw_abs_delta_z_lt_100m,7,avamet,ifs_hres,53408,76,362,1.6844498540372177,1.6290324735639354,1.7424844192557407,0.0,2
48,raw_abs_delta_z_lt_100m,7,avamet,pangu_hres_init,53408,76,362,1.6910054610579135,1.6396304200766718,1.7473836015311688,0.0,3
48,raw_abs_delta_z_lt_100m,7,era5_station,pangu_hres_init,53408,76,362,0.856331968566064,0.8241049683466416,0.8899076564193007,1.0,1
48,raw_abs_delta_z_lt_100m,7,era5_station,graphcast_hres_init,53408,76,362,0.953067474382442,0.9203857851027138,0.9857794140002737,0.0,2
48,raw_abs_delta_z_lt_100m,7,era5_station,ifs_hres,53408,76,362,1.2178421622216162,1.1648281200678872,1.2743779475269488,0.0,3
48,raw_abs_delta_z_lt_200m,1,avamet,graphcast_hres_init,88480,126,362,1.615962624349663,1.5843568004391995,1.6469189508611137,1.0,1
48,raw_abs_delta_z_lt_200m,1,avamet,pangu_hres_init,88480,126,362,1.6800788733336596,1.6472793997567776,1.7153227415747703,0.0,2
48,raw_abs_delta_z_lt_200m,1,avamet,ifs_hres,88480,126,362,1.7449053415669322,1.7102036565121321,1.7816095924884694,0.0,3
48,raw_abs_delta_z_lt_200m,1,era5_station,pangu_hres_init,88480,126,362,0.8741704058486073,0.8460214057689175,0.9018603314378364,1.0,1
48,raw_abs_delta_z_lt_200m,1,era5_station,graphcast_hres_init,88480,126,362,0.9551992214248405,0.9269508736528749,0.9823909535715968,0.0,2
48,raw_abs_delta_z_lt_200m,1,era5_station,ifs_hres,88480,126,362,1.2138342006551222,1.1794344467290894,1.2492967525588483,0.0,3
48,raw_abs_delta_z_lt_200m,3,avamet,graphcast_hres_init,88480,126,362,1.615962624349663,1.5779125582247047,1.6559600189095907,1.0,1
48,raw_abs_delta_z_lt_200m,3,avamet,pangu_hres_init,88480,126,362,1.6800788733336596,1.638279203073734,1.7238052094330496,0.0,2
48,raw_abs_delta_z_lt_200m,3,avamet,ifs_hres,88480,126,362,1.7449053415669322,1.7004979092504537,1.7936122597904558,0.0,3
48,raw_abs_delta_z_lt_200m,3,era5_station,pangu_hres_init,88480,126,362,0.8741704058486073,0.8426543873129084,0.9033714467901099,1.0,1
48,raw_abs_delta_z_lt_200m,3,era5_station,graphcast_hres_init,88480,126,362,0.9551992214248405,0.9227555965437941,0.9874652694816769,0.0,2
48,raw_abs_delta_z_lt_200m,3,era5_station,ifs_hres,88480,126,362,1.2138342006551222,1.167423855802668,1.2591721721253204,0.0,3
48,raw_abs_delta_z_lt_200m,5,avamet,graphcast_hres_init,88480,126,362,1.615962624349663,1.574471333812342,1.6584119693440924,1.0,1
48,raw_abs_delta_z_lt_200m,5,avamet,pangu_hres_init,88480,126,362,1.6800788733336596,1.6349812083829258,1.7261083948658438,0.0,2
48,raw_abs_delta_z_lt_200m,5,avamet,ifs_hres,88480,126,362,1.7449053415669322,1.6901871553773062,1.8013217890557043,0.0,3
48,raw_abs_delta_z_lt_200m,5,era5_station,pangu_hres_init,88480,126,362,0.8741704058486073,0.8419380858333725,0.9078934730805217,1.0,1
48,raw_abs_delta_z_lt_200m,5,era5_station,graphcast_hres_init,88480,126,362,0.9551992214248405,0.921340026959041,0.9885641607665173,0.0,2
48,raw_abs_delta_z_lt_200m,5,era5_station,ifs_hres,88480,126,362,1.2138342006551222,1.165719624819895,1.2636351046472896,0.0,3
48,raw_abs_delta_z_lt_200m,7,avamet,graphcast_hres_init,88480,126,362,1.615962624349663,1.573521212733594,1.6597182339610506,1.0,1
48,raw_abs_delta_z_lt_200m,7,avamet,pangu_hres_init,88480,126,362,1.6800788733336596,1.6341213880494412,1.7273700923207544,0.0,2
48,raw_abs_delta_z_lt_200m,7,avamet,ifs_hres,88480,126,362,1.7449053415669322,1.688612768475157,1.8035193905890574,0.0,3
48,raw_abs_delta_z_lt_200m,7,era5_station,pangu_hres_init,88480,126,362,0.8741704058486073,0.8424248707947931,0.9064643428391667,1.0,1
48,raw_abs_delta_z_lt_200m,7,era5_station,graphcast_hres_init,88480,126,362,0.9551992214248405,0.9227364663989139,0.9890289692997427,0.0,2
48,raw_abs_delta_z_lt_200m,7,era5_station,ifs_hres,88480,126,362,1.2138342006551222,1.1612676330063663,1.2654196730599312,0.0,3
48,raw_abs_delta_z_lt_50m,1,avamet,graphcast_hres_init,26685,38,362,1.6081982102437655,1.566483405937711,1.6496386248721109,0.994,1
48,raw_abs_delta_z_lt_50m,1,avamet,ifs_hres,26685,38,362,1.644008388213734,1.606470778038021,1.6827766407635478,0.006,2
48,raw_abs_delta_z_lt_50m,1,avamet,pangu_hres_init,26685,38,362,1.6910844060811687,1.6467090430678835,1.7342656409712007,0.0,3
48,raw_abs_delta_z_lt_50m,1,era5_station,pangu_hres_init,26685,38,362,0.8167188267420301,0.7906072214266847,0.8433461762378456,1.0,1
48,raw_abs_delta_z_lt_50m,1,era5_station,graphcast_hres_init,26685,38,362,0.9185684906656857,0.894086438783802,0.9429816171483828,0.0,2
48,raw_abs_delta_z_lt_50m,1,era5_station,ifs_hres,26685,38,362,1.1504161394779984,1.11680932616012,1.183280501748076,0.0,3
48,raw_abs_delta_z_lt_50m,3,avamet,graphcast_hres_init,26685,38,362,1.6081982102437655,1.5558422398962237,1.6629280540100937,0.978,1
48,raw_abs_delta_z_lt_50m,3,avamet,ifs_hres,26685,38,362,1.644008388213734,1.591265069179134,1.6975953394383163,0.022,2
48,raw_abs_delta_z_lt_50m,3,avamet,pangu_hres_init,26685,38,362,1.6910844060811687,1.633912593835685,1.7504679099180214,0.0,3
48,raw_abs_delta_z_lt_50m,3,era5_station,pangu_hres_init,26685,38,362,0.8167188267420301,0.7876758082698795,0.8465369542131005,1.0,1
48,raw_abs_delta_z_lt_50m,3,era5_station,graphcast_hres_init,26685,38,362,0.9185684906656857,0.8909513757124558,0.9472911725694114,0.0,2
48,raw_abs_delta_z_lt_50m,3,era5_station,ifs_hres,26685,38,362,1.1504161394779984,1.1088279250049582,1.1920523811567425,0.0,3
48,raw_abs_delta_z_lt_50m,5,avamet,graphcast_hres_init,26685,38,362,1.6081982102437655,1.551625877700784,1.6646831133359121,0.965,1
48,raw_abs_delta_z_lt_50m,5,avamet,ifs_hres,26685,38,362,1.644008388213734,1.588401391660178,1.7028247277420652,0.035,2
48,raw_abs_delta_z_lt_50m,5,avamet,pangu_hres_init,26685,38,362,1.6910844060811687,1.6295082622300916,1.7522080139644194,0.0,3
48,raw_abs_delta_z_lt_50m,5,era5_station,pangu_hres_init,26685,38,362,0.8167188267420301,0.7845147618745152,0.8501221063590572,1.0,1
48,raw_abs_delta_z_lt_50m,5,era5_station,graphcast_hres_init,26685,38,362,0.9185684906656857,0.8886459321065295,0.950355104591288,0.0,2
48,raw_abs_delta_z_lt_50m,5,era5_station,ifs_hres,26685,38,362,1.1504161394779984,1.1062372680360404,1.1954080179307387,0.0,3
48,raw_abs_delta_z_lt_50m,7,avamet,graphcast_hres_init,26685,38,362,1.6081982102437655,1.5502534679709559,1.6687767076718305,0.953,1
48,raw_abs_delta_z_lt_50m,7,avamet,ifs_hres,26685,38,362,1.644008388213734,1.5842197651793664,1.7131533929591252,0.047,2
48,raw_abs_delta_z_lt_50m,7,avamet,pangu_hres_init,26685,38,362,1.6910844060811687,1.62885860582526,1.7578217150592719,0.0,3
48,raw_abs_delta_z_lt_50m,7,era5_station,pangu_hres_init,26685,38,362,0.8167188267420301,0.785423368572088,0.8492735211107485,1.0,1
48,raw_abs_delta_z_lt_50m,7,era5_station,graphcast_hres_init,26685,38,362,0.9185684906656857,0.8894292193129743,0.9484113107094799,0.0,2
48,raw_abs_delta_z_lt_50m,7,era5_station,ifs_hres,26685,38,362,1.1504161394779984,1.1015943089999478,1.200965606280765,0.0,3
48,raw_all_stations,1,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6320710938329759,1.6915125019943038,1.0,1
48,raw_all_stations,1,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.7089229270153181,1.7744500772244984,0.0,2
48,raw_all_stations,1,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.73272828873055,1.799925086259965,0.0,3
48,raw_all_stations,1,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.856969983958413,0.913265286801856,1.0,1
48,raw_all_stations,1,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9478727205362866,1.0011901718506766,0.0,2
48,raw_all_stations,1,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1991439111450153,1.268508790065226,0.0,3
48,raw_all_stations,3,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6246904125658768,1.69768418842349,1.0,1
48,raw_all_stations,3,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.701572068707925,1.7803763085923128,0.0,2
48,raw_all_stations,3,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.723226470592455,1.8150721357233028,0.0,3
48,raw_all_stations,3,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8543326371786769,0.9140354383674101,1.0,1
48,raw_all_stations,3,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9427678340401257,1.0060154365009435,0.0,2
48,raw_all_stations,3,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1930452424981655,1.2815251781485468,0.0,3
48,raw_all_stations,5,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6224155611407962,1.699339290063969,1.0,1
48,raw_all_stations,5,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.6987935649889734,1.7855589557446097,0.0,2
48,raw_all_stations,5,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.7141644533165148,1.8180031634756844,0.0,3
48,raw_all_stations,5,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8528170766006478,0.9199301902198608,1.0,1
48,raw_all_stations,5,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9411730902318677,1.0079281860137788,0.0,2
48,raw_all_stations,5,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1850201646936072,1.2826983955032947,0.0,3
48,raw_all_stations,7,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6176799365583818,1.7028437899064188,1.0,1
48,raw_all_stations,7,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.6948805875873858,1.7863944326233687,0.0,2
48,raw_all_stations,7,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.7138919074680996,1.822835815936796,0.0,3
48,raw_all_stations,7,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8509161337969962,0.9194238343738196,1.0,1
48,raw_all_stations,7,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9390438570246327,1.0104149733368883,0.0,2
48,raw_all_stations,7,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1845024747178925,1.287509429155333,0.0,3
72,lapse_rate_5_K_per_km_all_stations,1,avamet,graphcast_hres_init,102412,146,361,1.5671520924704292,1.5312542103578723,1.6022579807696424,1.0,1
72,lapse_rate_5_K_per_km_all_stations,1,avamet,pangu_hres_init,102412,146,361,1.6672742071888422,1.6262557628506382,1.7081715780010431,0.0,2
72,lapse_rate_5_K_per_km_all_stations,1,avamet,ifs_hres,102412,146,361,1.7241100226543054,1.6837373753027376,1.7657032037561362,0.0,3
72,lapse_rate_5_K_per_km_all_stations,1,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9211607802656007,0.9892273529799257,1.0,1
72,lapse_rate_5_K_per_km_all_stations,1,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0117832888257965,1.0739159477249458,0.0,2
72,lapse_rate_5_K_per_km_all_stations,1,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.2772152443671505,1.3693257456291337,0.0,3
72,lapse_rate_5_K_per_km_all_stations,3,avamet,graphcast_hres_init,102412,146,361,1.5671520924704292,1.5202102015339838,1.6125726352092824,1.0,1
72,lapse_rate_5_K_per_km_all_stations,3,avamet,pangu_hres_init,102412,146,361,1.6672742071888422,1.6195530977356458,1.7137843318710009,0.0,2
72,lapse_rate_5_K_per_km_all_stations,3,avamet,ifs_hres,102412,146,361,1.7241100226543054,1.673170897224682,1.778156932474936,0.0,3
72,lapse_rate_5_K_per_km_all_stations,3,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9159406882952352,0.9961930846879158,1.0,1
72,lapse_rate_5_K_per_km_all_stations,3,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0057658726573344,1.0790999006951771,0.0,2
72,lapse_rate_5_K_per_km_all_stations,3,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.2623861261677396,1.3809830711406044,0.0,3
72,lapse_rate_5_K_per_km_all_stations,5,avamet,graphcast_hres_init,102412,146,361,1.5671520924704292,1.5198248948051176,1.6160348363038115,1.0,1
72,lapse_rate_5_K_per_km_all_stations,5,avamet,pangu_hres_init,102412,146,361,1.6672742071888422,1.617570082581925,1.7177720433749093,0.0,2
72,lapse_rate_5_K_per_km_all_stations,5,avamet,ifs_hres,102412,146,361,1.7241100226543054,1.665000685329798,1.7824131306169244,0.0,3
72,lapse_rate_5_K_per_km_all_stations,5,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9174782735272996,0.995928167133233,1.0,1
72,lapse_rate_5_K_per_km_all_stations,5,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0063143060311979,1.0783214517474515,0.0,2
72,lapse_rate_5_K_per_km_all_stations,5,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.256355736192968,1.3890940177678173,0.0,3
72,lapse_rate_5_K_per_km_all_stations,7,avamet,graphcast_hres_init,102412,146,361,1.5671520924704292,1.5187126616303184,1.6187998456225554,1.0,1
72,lapse_rate_5_K_per_km_all_stations,7,avamet,pangu_hres_init,102412,146,361,1.6672742071888422,1.621641687695566,1.718891657181319,0.0,2
72,lapse_rate_5_K_per_km_all_stations,7,avamet,ifs_hres,102412,146,361,1.7241100226543054,1.6622968033950951,1.7846397573125203,0.0,3
72,lapse_rate_5_K_per_km_all_stations,7,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.91506838334585,0.9976989623807515,1.0,1
72,lapse_rate_5_K_per_km_all_stations,7,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0036352098752448,1.08241728190518,0.0,2
72,lapse_rate_5_K_per_km_all_stations,7,era5_station,ifs_hres,102412,146,361,1.3223815465038828,1.2554175715820137,1.3964824392333952,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,1,avamet,graphcast_hres_init,102412,146,361,1.5652923162665116,1.5265773889522218,1.602259784688173,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,1,avamet,pangu_hres_init,102412,146,361,1.6716088410397076,1.6294348161141066,1.7120855228656788,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,1,avamet,ifs_hres,102412,146,361,1.7257928513406886,1.685632098566813,1.7693476539157988,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,1,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9212159002160265,0.9897442881048882,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,1,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0111209722988517,1.076350703269907,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,1,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2807512141213815,1.3704214079383121,0.0,3
72,lapse_rate_6.5_K_per_km_all_stations,3,avamet,graphcast_hres_init,102412,146,361,1.5652923162665116,1.5209098087979371,1.6133943557003747,1.0,1
72,lapse_rate_6.5_K_per_km_all_stations,3,avamet,pangu_hres_init,102412,146,361,1.6716088410397076,1.6252504216091874,1.7234041439151664,0.0,2
72,lapse_rate_6.5_K_per_km_all_stations,3,avamet,ifs_hres,102412,146,361,1.7257928513406886,1.6724685044158898,1.7832805556517048,0.0,3
