cell_id,mae_advantage_c,rmse_advantage_c,minimum_days,maximum_days,sites,mean_latitude,mean_longitude,absolute_latitude_deg,altitude_m,station_minus_era5_elevation_m,absolute_elevation_mismatch_m,era5_orography_sd_m,era5_filtered_subgrid_orography_sd_m,era5_subgrid_orography_slope,era5_land_fraction_100km,era5_landsea_heterogeneity_100km,climate_belt,spatial_block
b042s0200,-0.1564821084171838,-0.3780939345724666,365,365,1,-51.608875,-69.312636,51.608875,18.59,-50.615699600667824,50.615699600667824,40.88266646033585,22.69205252642903,0.0059797250949452,0.5786043855138607,0.4276065076555043,midlatitude,3_11
b042s0207,-0.3624133817397379,-0.5417220119115244,365,365,1,-51.822777,-58.447222,51.822777,74.37,31.831930090350674,31.831930090350674,59.29169162192508,41.03522192951817,0.0092477224084419,0.1201156584699474,0.2204755614433022,midlatitude,3_12
b044s0206,-1.2561347151182103,-1.4288732699717013,365,365,1,-50.2666666,-72.05,50.2666666,199.0,-270.15801144924626,270.15801144924626,215.28291110486003,100.61919203728388,0.0277034098295005,0.8775549416835079,0.1753691800121447,midlatitude,3_10
b045s0051,-0.8506063717358546,-1.0834580864802987,365,365,1,-49.35,70.25,49.35,30.0,-50.31241077483136,50.31241077483136,76.374688720703,46.54492187499996,0.0120064944028854,0.0840093958883135,0.1843344553662577,midlatitude,4_25
b045s0213,-0.48704942753719777,-0.6308488650009022,364,364,1,-49.306775,-67.802589,49.306775,57.91,-32.02231157158404,32.02231157158404,41.87539442314672,26.29402344977392,0.0071810245312585,0.5557361825081399,0.4618386208949216,midlatitude,4_11
b047s0028,-1.008466762627217,-1.4396086978388904,365,365,1,-46.8833333,37.8666667,46.8833333,22.0,9.068777582369435,9.068777582369435,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0023227699817404,0.0094797295297228,midlatitude,4_21
b048s0128,-0.5702485808629213,-0.7306976425688644,365,365,1,-46.15,166.6,46.15,44.0,-72.82825716477845,72.82825716477845,14.565264892577504,15.333624267577472,0.0032044261693953,0.246402395306133,0.3691417662580108,midlatitude,4_34
b048s0129,-0.32341128512219275,-0.45416122706735895,364,364,1,-46.4166666,168.3333333,46.4166666,2.0,-24.688282807678124,24.688282807678124,23.565342145564355,17.702538895277993,0.0039946008356453,0.433504954694321,0.4319733475242964,midlatitude,4_34
b048s0130,-1.014021239485445,-1.2580498657902102,363,363,1,-45.9166666,170.1833333,45.9166666,2.0,-210.39506799492935,210.39506799492935,115.7581728860533,87.63797838515802,0.0226221777744651,0.4630913756470916,0.4537015999782684,midlatitude,4_35
b049s0131,-2.3685611001529545,-2.575606687440867,363,363,1,-45.0166666,168.7333333,45.0166666,358.0,-616.0854086697284,616.0854086697284,372.9918721484033,315.47832729673013,0.0723099696244646,0.6732125126330625,0.4040941138932159,midlatitude,4_34
b049s0228,-0.8146804318601738,-0.949229510201902,365,365,1,-45.785347,-67.465508,45.785347,57.91,-139.78957860467622,139.78957860467622,71.25531652645385,31.102791268082424,0.0092912104324578,0.6491115725072639,0.4323333770514133,midlatitude,4_11
b050s0135,-0.6007845358617329,-0.8491130710282873,364,364,1,-44.3,171.2333333,44.3,27.0,-99.91253545038846,99.91253545038846,83.48091043454184,36.47692188353064,0.0120404793803919,0.5435593830060461,0.446450607101561,subtropical,4_35
b051s0136,-0.8876838834889318,-1.0255098243837917,352,352,1,-43.8666666,169.0,43.8666666,5.0,-308.435173412146,308.435173412146,141.02094166371015,149.4439574988543,0.0225504792080583,0.4697760679395434,0.4457399226647001,subtropical,4_34
b051s0138,-0.4933939591150547,-0.7617699311936432,364,364,1,-43.4833333,172.5166666,43.4833333,37.0,-41.930383839590846,41.930383839590846,55.42679907999775,23.67643345697492,0.0070767795037802,0.4669417170410181,0.4500974466551287,subtropical,4_35
b051s0147,-1.6567143978033376,-2.1489543672104405,363,363,1,-43.8166666,-176.4833333,43.8166666,13.1,-3.1854075893334493,3.1854075893334493,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0069112503596068,0.0279288302931345,subtropical,4_0
b051s0237,-0.5110327118771906,-0.6688070007534378,365,365,1,-43.2105,-65.270319,43.2105,42.97,-46.84680813391408,46.84680813391408,48.03665805110074,25.379945250363875,0.0074207412206582,0.5912673317642052,0.4331259761354301,subtropical,4_11
b052s0118,-0.2662341591837662,-0.36963872901630107,363,363,1,-42.9833333,145.5,42.9833333,35.0,-26.56003508110603,26.56003508110603,22.205705286157475,19.96434574586206,0.0043229861560404,0.3289262313400343,0.4137712430915373,subtropical,4_32
b052s0120,-0.4791924596733728,-0.5131661677583442,365,365,3,-42.93425920000001,147.54787043333332,42.93425920000001,7.72,-115.51001421454887,115.51001421454887,90.9050499744959,64.16518806725172,0.0153118128710661,0.3810852677143181,0.4208481605338467,subtropical,4_32
b052s0139,-0.4000300315775281,-0.49796078585262443,365,365,1,-42.7166666,170.9833333,42.7166666,44.0,-130.41041515107844,130.41041515107844,106.32707256440364,90.1189521019175,0.0158021451804684,0.4929085393016629,0.4470868359406986,subtropical,4_35
b052s0141,-0.7185523203302031,-0.9846373750465048,364,364,1,-42.4166666,173.7,42.4166666,101.0,-203.74278967573375,203.74278967573375,220.19570893557773,137.5356505791898,0.0403777697249393,0.4064478163974053,0.435068620772876,subtropical,4_35
b052s0235,-1.7722924635774024,-1.9389748776673883,364,364,1,-42.90795,-71.139472,42.90795,798.88,-177.49283375745176,177.49283375745176,241.8783989200117,186.3364950894023,0.045660229010521,0.9230304691378473,0.1952948649983712,subtropical,4_10
b053s0120,-0.7611843307064682,-1.0002874128682653,363,363,1,-42.15,145.2833333,42.15,22.0,-102.285248176945,102.285248176945,42.676041161619054,41.85650672482448,0.0080060165534134,0.4110108444526502,0.4296092822667864,subtropical,4_32
b053s0121,-0.2000358691897288,-0.2431469495396079,363,363,1,-41.55,147.2166666,41.55,168.0,-115.67564667948524,115.67564667948524,127.59035831249024,77.75547900096691,0.0208869273341828,0.5174784986323004,0.4253322090143429,subtropical,4_32
b053s0142,-1.0285424882915857,-1.161673754312172,365,365,1,-41.7333333,171.5666666,41.7333333,5.0,-136.5196495179564,136.5196495179564,77.44198944501868,83.26655247725446,0.0173223917705536,0.4041175480912219,0.4381955768307043,subtropical,4_35
b053s0144,-0.19446186320455883,-0.24000726959935859,365,365,1,-41.7166666,174.2666666,41.7166666,32.0,-6.253408082125517,6.253408082125517,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.3596819384961321,0.4045858577761725,subtropical,4_35
b053s0237,-0.39118366903495955,-0.6240709819671988,365,365,1,-41.438886,-73.093953,41.438886,89.61,-18.53669344147555,18.53669344147555,48.56074650487196,39.1717036992256,0.0081481985898854,0.6028842058249868,0.3850317910465626,subtropical,4_10
