cell_id,mae_advantage_c,rmse_advantage_c,minimum_days,maximum_days,sites,mean_latitude,mean_longitude,absolute_latitude_deg,altitude_m,station_minus_era5_elevation_m,absolute_elevation_mismatch_m,era5_orography_sd_m,era5_filtered_subgrid_orography_sd_m,era5_subgrid_orography_slope,era5_land_fraction_100km,era5_landsea_heterogeneity_100km,climate_belt,spatial_block
b129s0110,-0.5330907691179684,-0.6934435329754421,365,365,2,26.4833333,111.12499995,26.4833333,257.0,-123.84487178433388,123.84487178433388,145.66731938318543,87.59657578709492,0.0221409556916458,0.994541476715918,0.0084070836677876,subtropical,11_29
b129s0115,-0.3937170403091774,-0.4899641445779334,365,365,1,26.85,116.3333333,26.85,142.0,-206.15032691456497,206.15032691456497,137.4686623329422,89.0167837389041,0.0216740273595771,0.9872216683454712,0.0353337528725685,subtropical,11_29
b129s0117,-0.28376111936003956,-0.2906779389537196,365,365,1,26.6333333,118.15,26.6333333,153.0,-224.439933783756,224.439933783756,170.10630479233916,162.19741092430854,0.0334046692138971,0.9313229978333314,0.2102423144684666,subtropical,11_29
b129s0126,-0.5269914678843447,-0.6553651994801116,365,365,2,26.281753,127.19856965,26.281753,28.535,23.61558033869937,23.61558033869937,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0125284559018295,0.0434721262097107,subtropical,11_30
b129s0127,-0.47889819971232495,-0.5693763006210206,349,349,1,26.6,127.9666666,26.6,7.1,-10.827814882758,10.827814882758,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0189209930561228,0.0520442104017152,subtropical,11_30
b129s0279,-1.0289303190242203,-1.472244014177494,359,359,1,26.558686,-78.695553,26.558686,2.13,1.3127730569331018,1.3127730569331018,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0876292917491822,0.2144777895268867,subtropical,11_10
b130s0002,-0.522736573937813,-0.6766769164296565,365,365,1,27.25,2.5,27.25,280.0,-41.74934387634926,41.74934387634926,28.3648681640625,12.865203857421877,0.003765158355236,0.999999988664612,1.1716615424042073e-06,subtropical,11_18
b130s0030,-0.3563831324559243,-0.5737094480674905,365,365,1,27.046508,31.011983,27.046508,235.3,43.5612613724567,43.5612613724567,42.40296862515397,21.333943621892832,0.0061052906898998,0.9921983531850466,0.0520701652231331,subtropical,11_21
b130s0033,-1.2489569376222505,-1.5509547312414942,365,365,1,27.178317,33.799436,27.178317,15.84,-160.11220116122325,160.11220116122325,90.23386600376809,50.692648270617376,0.0122091621273946,0.6268752876372827,0.4202940853586231,subtropical,11_21
b130s0051,-0.5589489295386484,-0.8341515480167709,365,365,1,27.8333333,51.9333333,27.8333333,4.0,-171.89339059993694,171.89339059993694,106.56933552620556,77.31452447416446,0.0203846672311734,0.4931852383412217,0.4589732220902714,subtropical,11_23
b130s0055,-0.3553429979407105,-0.5815447033604817,365,365,1,27.218169,56.377875,27.218169,6.7,-104.41708847557702,104.41708847557702,109.79382067594725,75.48924474730815,0.0191274552563906,0.7321585726536253,0.3777439622776393,subtropical,11_23
b130s0059,-0.6862239883004758,-0.8293924800161813,365,365,1,27.236169,60.720033,27.236169,620.87,-150.5886083876261,150.5886083876261,118.6272259702441,38.25264447062388,0.009740940546065,0.982376615935906,0.1150066481442813,subtropical,11_24
b130s0108,-0.1775888808530016,-0.2030477599743125,365,365,1,27.45,109.6833333,27.45,273.0,-103.76485653920064,103.76485653920064,107.24376093982173,72.94235660326893,0.0185241304325449,0.996100876429298,0.0068643447282111,subtropical,11_28
b130s0109,-0.15908614945130053,-0.20158608932144664,365,365,1,27.1833333,111.45,27.1833333,310.4,-44.80810941934203,44.80810941934203,101.50814521578886,77.90287478098398,0.0174595763417232,0.9906931135054992,0.0164150827722937,subtropical,11_29
b130s0111,-4.201259613455176,-4.2778507486562285,365,365,1,27.3,112.7,27.3,1268.0,1129.7163401237938,1129.7163401237938,126.21554687500064,76.05458374023438,0.0213510704040528,0.9861441260082214,0.023335927313978,subtropical,11_29
b130s0112,-0.42738399659603304,-0.5139287890770102,365,365,1,27.8,114.3833333,27.8,129.0,-143.25082211883836,143.25082211883836,158.50978247527453,103.988826354096,0.0245099415683216,0.9827842603213344,0.0339240552597171,subtropical,11_29
b130s0113,-0.2123272228633957,-0.3032385665380187,365,365,1,27.1166666,114.9666666,27.1166666,78.0,-27.138940373050616,27.138940373050616,46.4293356407229,41.72756596358245,0.0087824159249027,0.986257798295666,0.0253816558523684,subtropical,11_29
b130s0115,-0.21133345277410828,-0.2534923489865372,365,365,2,27.4583333,117.0583333,27.4583333,150.5,-196.5200481351505,196.5200481351505,145.1713104066626,108.55747183345534,0.0248318063987795,0.9794512903914137,0.0631999679635263,subtropical,11_29
b130s0116,-0.9316485210884702,-1.0059880401822225,365,365,1,27.7666666,118.0333333,27.7666666,221.0,-382.4757144761345,382.4757144761345,267.457022668928,152.21653168910603,0.0358290739126858,0.976455918419662,0.0976533153457849,subtropical,11_29
b130s0118,-0.6019174709698327,-0.756128455021484,365,365,2,27.5583333,120.425,27.5583333,38.0,-179.6430974589835,179.6430974589835,126.89170851792154,97.54497380147748,0.0209447667967997,0.5709420253745123,0.4483308851662196,subtropical,11_30
b130s0140,-0.7665311885064344,-0.9553128212630733,365,365,1,27.092,142.191,27.092,7.9,5.774517393809296,5.774517393809296,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0017605224867319,0.0060445881866671,subtropical,11_32
b130s0337,-0.9102447802849246,-1.0425470551605105,365,365,1,27.814847,-17.887056,27.814847,31.39,-21.86037411753684,21.86037411753684,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0288751198622226,0.0887949842099258,subtropical,11_16
b130s0346,-0.22243798229708067,-0.33046673770631935,365,365,1,27.700372,-8.167103,27.700372,442.87,12.40620210855866,12.40620210855866,10.780265124293628,4.414288061519788,0.0013343152955347,0.997560191559192,0.0425400314482171,subtropical,11_17
b131s0009,-0.46548901121089054,-0.5335511213955727,365,365,1,28.05155,9.642911,28.05155,562.96,-8.30918662668023,8.30918662668023,21.610382794661767,14.170919884754326,0.0042649279048138,0.9999999999999988,3.494632065164618e-08,subtropical,11_18
b131s0032,-0.8134717749419167,-0.9238628662424727,351,351,1,28.209028,33.645517,28.209028,35.05,-182.14181891612463,182.14181891612463,91.25122399590902,44.72923215459678,0.0109457718118554,0.7366697708261886,0.3463953613690739,subtropical,11_21
b131s0035,-0.7899382992370588,-0.8908730108410444,365,365,1,28.365417,36.618889,28.365417,777.54,-41.48132339655877,41.48132339655877,40.98202146911528,22.187503418330078,0.0046682433625841,0.927678630898326,0.2271898450782846,subtropical,11_21
b131s0045,-0.4651858472106937,-0.5625518028855513,365,365,1,28.335192,46.125069,28.335192,357.83,1.5825621875833915,1.5825621875833915,10.045646442457286,6.80019230438663,0.0021420636017161,0.9878471275956796,0.0938808182064274,subtropical,11_22
b131s0075,-0.1318517416106774,-0.22892152731442028,365,365,2,28.5755055,77.1544355,28.5755055,225.85,3.8229189541122537,9.939224767189105,15.718986142057496,8.337812133970353,0.0021281693929777,0.99757007450888,0.0044905041454677,subtropical,11_25
b131s0103,-0.0425954844167746,-0.06367616883634548,365,365,1,28.7833333,105.3833333,28.7833333,364.0,23.453185367057984,23.453185367057984,54.59019671907974,52.92701350219475,0.0098254880430993,0.9940458868143416,0.0074432103023734,subtropical,11_28
b131s0106,-0.5186226968950041,-0.6310617625770364,361,361,1,27.95,108.25,27.95,418.0,-342.7453790922485,342.7453790922485,110.4355712890625,120.70469360351557,0.0213905952870845,0.9984482769146602,0.0037567662062868,subtropical,11_28
b131s0108,-0.5016182012703676,-0.5707768641527385,365,365,1,28.4666666,110.4,28.4666666,143.0,-192.786706077477,192.786706077477,105.92526101486833,80.94418105448747,0.0183656572020506,0.9897810637449592,0.0191771271863321,subtropical,11_29
b131s0110,-0.050458879041593886,-0.053687914634916366,365,365,1,28.1166666,112.7833333,28.1166666,120.0,46.23627744019159,46.23627744019159,24.865326724646717,22.987438914126745,0.00435353120671,0.974269821759308,0.039879320234223,subtropical,11_29
b131s0116,-0.30035045578597125,-0.3486254600521778,365,365,1,27.9166666,118.5333333,27.9166666,275.0,-272.5489034471412,272.5489034471412,187.71377616365285,139.65358700541557,0.0323023746004382,0.96387214138741,0.1419742364261745,subtropical,11_29
b131s0117,-1.308346324106419,-1.3551275525685673,365,365,1,28.45,119.9166666,28.45,60.0,-373.6835997189091,373.6835997189091,191.70299668004895,151.46935075165783,0.0308728097038794,0.858903865135473,0.3002211908556748,subtropical,11_29
b131s0119,-0.8221007275665294,-0.9170085586490471,362,362,1,28.45,121.8833333,28.45,84.0,80.08276815878766,80.08276815878766,5.118574053586239,3.3258261455394296,0.0008552407395976,0.3044975813930574,0.4088453262054636,subtropical,11_30
b131s0127,-0.902417795273116,-1.2140197987905423,365,365,1,28.3941667,129.5527778,28.3941667,294.1,263.50707189666883,263.50707189666883,20.753165931667723,18.78138502652349,0.003355769529977,0.0208953738360969,0.0617349098699993,subtropical,11_30
b131s0335,-1.4597925151724074,-1.49511784823049,365,365,1,28.626478,-17.755611,28.626478,32.61,-191.0664672245392,191.0664672245392,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0330636463590915,0.09742731468679,subtropical,11_16
b131s0336,-2.037969826538295,-2.3651779736245344,365,365,2,28.263564,-16.4570125,28.263564,347.77500000000003,93.62362602674006,342.96796196539026,47.19373737715923,21.296372421049693,0.0061458803423429,0.0532112974492999,0.1328654955526198,subtropical,11_16
b131s0337,-1.749890961723672,-1.9630823278390352,365,365,2,28.190943,-15.818293,28.190943,29.885,-147.88944360610736,147.88944360610736,46.41087890123087,19.550983485144524,0.004514684917049,0.0606597284999454,0.1520037330247286,subtropical,11_16
b131s0339,-1.1920075321303292,-1.3848643321223462,365,365,1,28.452717,-13.863761,28.452717,25.29,-35.30259903282512,35.30259903282512,38.28678670268523,25.30029564992549,0.0063807343082412,0.1355549573732071,0.2727117371554536,subtropical,11_16
b132s0000,-0.18122379819385528,-0.3284471569097051,365,365,1,29.237119,0.276033,29.237119,313.02,17.16250842542422,17.16250842542422,30.356307195554685,13.451359008965406,0.0043892312604206,0.9999998711516528,1.9666679335200057e-05,subtropical,11_18
b132s0033,-3.010585295740627,-3.0160414684827397,363,363,1,29.561281,34.960081,29.561281,12.8,-445.7364588242982,445.7364588242982,271.62980082284105,126.42354093554157,0.0371998736487584,0.9171275621564772,0.2006537877444183,subtropical,11_21
b132s0034,-2.392390306460214,-2.4317120569147495,364,364,1,29.611619,35.018067,29.611619,53.34,-406.76374268231655,406.76374268231655,285.4041945514058,139.11672583576132,0.0403562349791423,0.9227859187856786,0.1937464797040983,subtropical,11_21
b132s0042,-0.9971695301110733,-1.2319479623108975,365,365,1,29.626419,43.490614,29.626419,449.27,-4.052963188331944,4.052963188331944,8.662896954584017,7.72801177116532,0.0017924667308003,0.9998798310123704,0.0047808339916401,subtropical,11_22
b132s0046,-0.9211154900623381,-0.9939321103282966,365,365,1,29.226567,47.968928,29.226567,62.78,21.895981916094364,21.895981916094364,5.483329783320274,3.982648860494368,0.0010298082970896,0.6944418297238252,0.4121583596978169,subtropical,11_22
b132s0049,-0.7440701495131417,-0.999373735807881,365,365,1,28.944811,50.834637,28.944811,20.72,16.851320978249063,16.851320978249063,12.43814073175393,9.321599394828372,0.0021161726470123,0.503891295346207,0.4576638787062734,subtropical,11_23
b132s0051,-1.4013297548354682,-1.4945727095339425,359,359,1,29.539333,52.589474,29.539333,1499.61,-303.9115594265147,303.9115594265147,220.5080558266289,180.31866853254868,0.0445972868382806,0.939404137130287,0.1903559603704728,subtropical,11_23
b132s0052,-1.2755404008875342,-1.2238008004913128,365,365,1,28.891756,53.723339,28.891756,1298.75,-292.7233621464393,292.7233621464393,244.47503208776303,178.17520166524548,0.0432809590894706,0.9551046092741158,0.1545713125457982,subtropical,11_23
b132s0056,-0.30119665780656835,-0.37856008338845953,361,361,1,29.083925,58.450397,29.083925,940.0,-89.0033700981221,89.0033700981221,142.13564719066056,51.099748121295946,0.0184881293287504,0.9986084101003622,0.027649383439577,subtropical,11_23
b132s0059,-0.872278808232208,-1.02936220369148,365,365,1,29.476331,60.906825,29.476331,1377.69,-125.4577641581668,125.4577641581668,151.39194589160007,93.71258695205069,0.0231463279221257,0.9903655142356524,0.0339194399179951,subtropical,11_24
b132s0069,-0.06829698880790658,-0.10785171599851573,359,359,1,29.4,71.7833333,29.4,112.0,-7.929276997289321,7.929276997289321,1.5927526667138647,1.2192374397265595,0.0002591285055321,0.9971238217330692,0.005758924519021,subtropical,11_25
b132s0101,-0.11326296899526005,-0.09767123634653692,365,365,1,28.8,104.6,28.8,342.0,-71.38691410930505,71.38691410930505,96.60484008789216,70.29956420898503,0.0173455178737643,0.9946541732394996,0.0068383106765667,subtropical,11_28
b132s0102,-0.03246518539851847,-0.10489876513822693,365,365,1,29.6166666,105.1166666,29.6166666,349.0,-10.429792799471556,10.429792799471556,20.21965265075513,13.56867746510084,0.0032239764947162,0.9925250982980536,0.0069585729798951,subtropical,11_28
b132s0105,0.09736005776135281,0.12447494105640462,365,365,1,28.8333333,108.7666666,28.8333333,665.0,-163.5376841661813,163.5376841661813,157.5187953475703,154.88019929535045,0.0278276222089901,0.9974515358420166,0.0058478058119191,subtropical,11_28
b132s0107,-0.6480523265029309,-0.7779292029904955,363,363,1,29.4,110.1666666,29.4,322.0,-284.00162754600785,284.00162754600785,130.0151965312206,140.77108628051982,0.02413630521896,0.9907846594061694,0.0192231666114663,subtropical,11_29
b132s0108,-0.3651736287228296,-0.4330029295647497,365,365,1,29.05,111.6833333,29.05,35.0,-22.197978635097,22.197978635097,25.75920064915277,21.668663393686487,0.0042993156754195,0.966034513282437,0.0418262788428212,subtropical,11_29
b132s0109,-0.4642001202345359,-0.5377719299405518,365,365,1,29.3833333,113.0833333,29.3833333,52.0,-0.2570990075167572,0.2570990075167572,20.14271982872995,18.675703303897603,0.0034353172204784,0.9472094812622276,0.0540866131154583,subtropical,11_29
b132s0111,-0.5748664095361099,-0.6001115046873454,365,365,1,29.0333333,114.5833333,29.0333333,147.0,-211.08808314085277,211.08808314085277,151.94382320441892,118.66270239217772,0.0235847021621886,0.9555467354901008,0.0644214417229608,subtropical,11_29
b132s0112,-1.9089821969973417,-2.444870097094357,365,365,2,29.22416665,115.94166665,29.22416665,604.29,531.1848683210618,535.9712152323406,111.33988244673368,75.78948432945444,0.0190991375899231,0.933560796936224,0.0896614317348193,subtropical,11_29
b132s0113,-0.1892070340369859,-0.1897798185488769,365,365,1,29.3,117.2,29.3,60.0,-60.1209048834217,60.1209048834217,59.05309936523467,52.11572143554716,0.0109904396533966,0.9484202622600608,0.085724341113565,subtropical,11_29
b132s0115,-0.3088459716121533,-0.3488423253368301,365,365,1,28.9666666,118.8666666,28.9666666,71.0,-228.17201349602027,228.17201349602027,179.9944284661018,105.07378779379307,0.024722318014264,0.9690974437169924,0.1024844694180501,subtropical,11_29
b132s0117,-0.5197196978555523,-0.6629337103404428,365,365,1,29.6,120.8166666,29.6,108.0,-174.33756831164868,174.33756831164868,162.00504471399384,100.17986765088874,0.0229838907651411,0.7412995203192484,0.3600974894147647,subtropical,11_30
b132s0118,-0.4227200788384953,-0.5025988538462729,365,365,1,29.2,121.95,29.2,127.0,104.28152739467644,104.28152739467644,36.430979003905726,30.799100341796454,0.0067694124579428,0.3681144477443326,0.418055324154835,subtropical,11_30
b132s0336,-1.319871232872723,-1.7954921729107454,365,365,1,28.945464,-13.605225,28.945464,14.32,-22.25653199946347,22.25653199946347,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0955307317023677,0.2257003535927893,subtropical,11_16
b132s0340,-0.9635509220653696,-1.2758620102279867,365,365,1,29.368983,-10.180267,29.368983,59.0,-139.7837450867056,139.7837450867056,52.15288652595497,39.765695049194,0.0087971580882014,0.5745112209342454,0.4603286215293935,subtropical,11_16
b133s0002,-0.5020532281148163,-0.6162778405397299,365,365,1,30.571294,2.859586,30.571294,398.06,-17.088131613812322,17.088131613812322,12.69259548398399,10.43927028044947,0.0020951761642647,0.9999936412346144,5.866684906310954e-05,subtropical,12_18
b133s0030,-0.6498959202849027,-0.7058156710837437,365,365,1,30.121944,31.405556,30.121944,116.43,-10.303876505864466,10.303876505864466,39.96697193161643,21.527898074318703,0.0053118820317516,0.8774049023250143,0.2727428035937543,subtropical,12_21
b133s0038,-0.5048857502404233,-0.5416126607268009,365,365,1,29.785133,40.100006,29.785133,689.15,23.545304619571425,23.545304619571425,25.645967487841062,15.831583336385496,0.0038490553913642,0.9999579792553632,0.0001922580247944,subtropical,11_22
b133s0046,-0.2887082878938412,-0.37208421520305274,365,365,1,30.371111,48.228333,30.371111,3.04,2.101692602703973,2.101692602703973,1.520224579404298,0.8165573268269737,0.0002349263106036,0.8031801052169604,0.3450264130972793,subtropical,12_22
b133s0048,-0.5007164223153379,-0.4892128240386451,365,365,1,30.337567,50.827964,30.337567,729.69,-233.66252444854445,233.66252444854445,189.86774193157956,167.16148348689262,0.0361802062516201,0.8341557079793505,0.3345872039855982,subtropical,12_23
b133s0054,-1.0042930095446756,-1.2214903285376233,360,360,1,30.274444,56.951111,30.274444,1748.33,-186.8832428639173,186.8832428639173,215.9318662365008,100.46030552898496,0.0296179564165952,0.999298426466245,0.009790794148444,subtropical,12_23
b133s0068,0.1328386508746168,0.15282865143459165,363,363,1,30.203222,71.419111,30.203222,121.92,1.675653913571793,1.675653913571793,1.4155515980384,1.0677674798908856,0.0002650745742185,0.9958062139377244,0.0075039470811405,subtropical,12_25
b133s0073,0.08838557101389825,0.013365853894509172,365,365,1,30.3333333,76.4666666,30.3333333,251.0,-8.758207558633387,8.758207558633387,2.577386620964944,1.1299268515196403,0.0062160662472802,0.99735093394736,0.0082666020824199,subtropical,12_25
b133s0074,-1.2024275125554127,-1.3921479778400385,364,364,1,30.3166666,78.0333333,30.3166666,682.0,-234.4538035112215,234.4538035112215,182.5386319930761,150.07859170479534,0.0338360198639788,0.9978763984113204,0.0076674030871559,subtropical,12_25
b133s0098,-1.5931691970509287,-1.643891085845742,365,365,1,29.9833333,103.0,29.9833333,629.0,-384.56069962115726,384.56069962115726,258.539133925378,211.8980664086606,0.0425681318487672,0.9975505404189872,0.0043237341489098,subtropical,11_28
b133s0102,-0.6252121105443029,-0.6977530929334321,365,365,1,29.719217,106.641678,29.719217,416.05,49.3046905983889,49.3046905983889,82.44439361092823,93.31640898867823,0.0182268108728766,0.9922522909953674,0.0079239725293964,subtropical,11_28
b133s0105,-1.4403006055755017,-1.5665124657557283,365,365,1,30.2833333,109.4666666,30.2833333,458.0,-562.1857318779188,562.1857318779188,248.8403605453169,180.20145282970927,0.0403128057876766,0.9958164990722812,0.0101954467940032,subtropical,12_28
b133s0107,-0.16567056928774274,-0.21095679326011005,365,365,1,30.3333333,112.1833333,30.3333333,33.0,-3.780631639404348,3.780631639404348,6.014414076163262,3.4307339767388507,0.0010770644120224,0.9579804044733616,0.0424570695237091,subtropical,12_29
b133s0115,-0.12706300830506156,-0.2392303530212756,365,365,1,30.228333,120.431667,30.228333,7.01,-6.620083293255522,6.620083293255522,29.55551714811136,17.022729265805673,0.0045833285329725,0.804153082433315,0.2985474469639882,subtropical,12_30
b133s0117,-0.4756742502633031,-0.6448440600824664,365,365,1,30.0333333,122.1166666,30.0333333,37.0,16.87905141811185,16.87905141811185,17.43455689102818,14.342075485341669,0.0028101551371576,0.3282681973773519,0.3935263061633869,subtropical,12_30
b133s0125,-0.8004574887635262,-1.0269041241693488,349,349,1,30.385569,130.659017,30.385569,37.79,-35.091997686013194,35.091997686013194,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.0831345572159011,0.203053383610002,subtropical,12_31
b133s0336,-0.7238656705438501,-0.9385513612875068,365,365,1,30.324997,-9.413067,30.324997,76.2,-132.5923708173957,132.5923708173957,105.15095031585965,51.13894927900659,0.0134439842529232,0.6619407978067814,0.4381866149556025,subtropical,12_17
b134s0025,-0.3416978554321945,-0.46347293341020473,362,362,1,31.325356,27.221689,31.325356,28.65,-42.02310711504564,42.02310711504564,25.95333988314343,9.665491625484474,0.0034593562322976,0.5063762162231297,0.463913412818051,subtropical,12_20
b134s0028,-0.8354327645294036,-1.0176132397130464,365,365,1,31.183903,29.948889,31.183903,-1.82,-3.925864033153334,3.925864033153334,3.126717467462964,1.4967941564405822,0.0004410612790561,0.5130077628423482,0.4613670250382847,subtropical,12_20
b134s0030,-0.8183838306190457,-1.055093852554897,360,360,1,31.2666667,32.3,31.2666667,6.0,3.667412557582088,3.667412557582088,0.7102957155908074,0.3818346622534116,0.0001484048297399,0.5022407714748593,0.4519252949540766,subtropical,12_21
b134s0035,-0.23788805162398763,-0.2982972643817041,365,365,1,31.411942,37.279469,31.411942,509.62,-39.47670773182199,39.47670773182199,26.17782419986079,14.164458202118714,0.0028184403022369,0.9907642353161724,0.0691236575337987,subtropical,12_21
b134s0039,-0.19221527110595107,-0.22759177633649105,365,365,1,30.906589,41.138217,30.906589,552.6,8.659852835943184,8.659852835943184,12.631618943327638,8.624220643533578,0.0020615870862431,0.999712748260512,0.0092454134114893,subtropical,12_22
b134s0046,-0.17037755528397822,-0.3876500732346671,362,362,1,31.337444,48.762138,31.337444,20.11,2.039932909350796,2.039932909350796,4.705770128419073,3.3583404476811483,0.0007952988879088,0.9354766345463476,0.203893031891241,subtropical,12_22
b134s0047,-0.7746934259562964,-0.8644073830492779,365,365,1,30.74545,49.676261,30.74545,26.82,-84.49170829822569,84.49170829822569,46.553440296614,28.75423567672542,0.0077185935629498,0.8238536033674213,0.33822819999229,subtropical,12_22
b134s0049,-1.933124419413483,-2.108201393261363,365,365,1,30.683,51.55,30.683,1871.0,-424.9963213737588,424.9963213737588,393.7276984619151,238.23155650634808,0.0686379827141763,0.9504387429050868,0.1866113347700945,subtropical,12_23
b134s0058,-0.050695849521994685,-0.2420008717501383,365,365,1,31.098333,61.543889,31.098333,496.21,15.196559052005682,15.196559052005682,9.983628629541863,1.8310068293286428,0.0015209774545802,0.9881219434074264,0.0318388818934633,subtropical,12_24
b134s0069,0.00990226229793656,-0.10425241942945918,365,365,1,31.4333333,73.1,31.4333333,184.0,4.5502738980852655,4.5502738980852655,1.8422008254980664,1.280211135439462,0.0003206120786106,0.9956473418324006,0.0086049468886146,subtropical,12_25
b134s0098,-0.08762769537447845,-0.13985204446362695,365,365,1,30.75,103.8666666,30.75,541.0,22.021079569730205,22.021079569730205,76.66971486757723,18.137954229028114,0.0100526861815809,0.9962653303783002,0.0053530173988164,subtropical,12_28
b134s0099,-0.25659608358517283,-0.2810051829776857,365,365,1,31.45,104.7333333,31.45,522.0,4.255366012459149,4.255366012459149,51.48819914847951,29.03814417572057,0.0081387333174634,0.9953197518961908,0.0070009708751621,subtropical,12_28
b134s0101,0.21184472079459457,0.17922053701133053,365,365,1,30.75,106.1333333,30.75,347.0,-7.72464093497797,7.72464093497797,41.66425240404068,37.2073106570192,0.0064957596468687,0.9920908690290724,0.0077511806152859,subtropical,12_28
b134s0102,-0.16108464699569494,-0.23173628509454436,365,365,2,30.94166665,107.65,30.94166665,399.5,-115.85847524437352,115.85847524437352,110.98114827117172,114.43111962446228,0.0245788043473657,0.9947827388638404,0.0067988233387588,subtropical,12_28
b134s0104,-1.3130315633312104,-1.4724053123704965,365,365,1,31.0166666,109.5333333,31.0166666,303.0,-487.5663821279994,487.5663821279994,269.40398822756765,253.50577320090477,0.048661787605942,0.9959392072451344,0.0097567972251481,subtropical,12_28
b134s0106,-0.1398296938572182,-0.12554969639511873,365,365,1,30.7333333,111.3666666,30.7333333,257.7,18.30164227751524,18.30164227751524,136.59626699250566,89.492151302055,0.0231780063925183,0.976331509351406,0.0313790004558637,subtropical,12_29
b134s0107,-0.4258077549813564,-0.5310627038126724,365,365,1,31.1666666,112.6333333,31.1666666,108.9,4.036184669213654,4.036184669213654,43.84445776554607,29.54633211630329,0.0072264550824712,0.967159765163214,0.0368450377562963,subtropical,12_29
b134s0108,-0.3103430278122042,-0.3870816318791099,365,365,1,30.783758,114.2081,30.783758,34.44,-2.176701890169454,2.176701890169454,13.220245190526445,8.405430864136452,0.0028001930989006,0.9501883830230938,0.0571889371358024,subtropical,12_29
b134s0109,-0.36212527364992136,-0.4242443470395317,365,365,1,31.1333333,114.95,31.1333333,75.2,-73.16791682101659,73.16791682101659,63.3789481737529,58.99891672165816,0.0113769022880328,0.9583385644003928,0.0557049963534884,subtropical,12_29
b134s0110,-0.8219255946679418,-0.9577163642208216,364,364,1,31.4,116.3333333,31.4,68.0,-225.6817904686312,225.6817904686312,108.45427067941112,89.11663733375173,0.0186509584518309,0.9574673363617971,0.0603635356391747,subtropical,12_29
b134s0111,-0.14127090502044967,-0.21584156764648013,365,365,1,30.6166666,116.9666666,30.6166666,63.2,30.736666587272573,30.736666587272573,52.00218468340371,35.625644456947725,0.0085770892313029,0.9431343068421976,0.0770011009134108,subtropical,12_29
b134s0112,-0.19944261485641868,-0.26399189076151713,365,365,1,31.15,118.5833333,31.15,16.0,-9.75228201673126,9.75228201673126,22.560264364345787,17.85627657762948,0.003694296468963,0.9319435980253378,0.1043413740601208,subtropical,12_29
b134s0113,-0.25563472112309643,-0.32744561612449824,365,365,1,31.4333333,119.4833333,31.4333333,8.0,-19.490046983813293,19.490046983813293,24.583731502183007,20.57793921626735,0.0040101569565046,0.8798537737891746,0.1884641245296755,subtropical,12_29
b134s0115,-0.30792279715965865,-0.3946323490314115,365,365,1,31.4,121.4666666,31.4,4.0,0.9544368917074024,0.9544368917074024,1.313133398105461,0.9711128403662092,0.0002255237971329,0.4775531131843021,0.4072761906559364,subtropical,12_30
b134s0116,-0.8159893888245394,-0.9975703741762979,365,365,1,30.7333333,122.45,30.7333333,81.0,78.92142010700326,78.92142010700326,3.0517578125e-05,3.0517578125e-05,0.0001000016927719,0.2172599747362665,0.3398812915532112,subtropical,12_30
b134s0124,-0.4650638854937448,-0.6793243596625583,349,349,2,30.9916666,130.64166665,30.9916666,34.485,9.041388442627817,16.770682225802116,18.18293837476152,17.927967788784613,0.0034968453692625,0.1654714207724008,0.2869825720391943,subtropical,12_31
b135s0003,-0.062203216012853946,-0.11639525291793855,365,365,1,32.384106,3.794114,32.384106,460.85,-25.75463064054395,25.75463064054395,20.639671934595476,14.851500038862214,0.0034128360065431,0.9998472104470858,0.0043932872501959,subtropical,12_18
b135s0005,-0.4443419459139892,-0.5132219278498983,365,365,2,31.7950975,5.776611,31.7950975,145.54000000000002,-11.826997771310246,11.826997771310246,10.488880371828037,8.098757369822081,0.0019996343394074,0.9996357899950208,0.006449771426193,subtropical,12_18
b135s0009,-0.5019734592584911,-0.5678941941665197,365,365,1,32.306156,10.382108,32.306156,306.01,-36.402640163724925,36.402640163724925,44.96005689745092,24.749767691202592,0.0056472234061078,0.9294421186670592,0.2258753788313798,subtropical,12_19
b135s0032,-0.718205064995312,-0.8175964253934822,365,365,1,32.0,34.8166666,32.0,35.0,-112.3375276366978,112.3375276366978,46.36096795500434,21.909198198632552,0.0046551605311631,0.5905914009657857,0.4447153972976597,subtropical,12_21
b135s0033,-0.34504129394089883,-0.4489698189804579,365,365,2,31.8476295,35.9923915,31.8476295,754.375,35.25110842427506,35.25110842427506,124.93661696265352,67.76724557506373,0.0212457147381828,0.8847343394533762,0.275385890018434,subtropical,12_21
b135s0041,-0.196101107663223,-0.19529504194586553,365,365,1,31.95,44.3166666,31.95,32.0,-10.17530046374813,10.17530046374813,13.6503157925977,6.199748549975606,0.0019244037047267,0.9794064456835396,0.0725110218078188,subtropical,12_22
