lead_h,metric,bootstrap,temporal_block_days,reference,model,n_common_cases,n_stations,n_daily_blocks,score,score_ci_low,score_ci_high,bootstrap_winner_frequency,rank,ranking_applicable
48,bias,temporal_circular_blocks,1,avamet,ifs_hres,102694,146,362,-0.5467459637752591,-0.6175840264147926,-0.4753062950403857,,,False
48,bias,temporal_circular_blocks,1,avamet,graphcast_hres_init,102694,146,362,-0.2411536687632761,-0.298381120137947,-0.1845950819621486,,,False
48,bias,temporal_circular_blocks,1,avamet,pangu_hres_init,102694,146,362,0.08376586783945561,0.01757782621215088,0.150524214406255,,,False
48,bias,temporal_circular_blocks,1,era5_station,ifs_hres,102694,146,362,-0.7627346875403895,-0.8308196766764925,-0.6973631786367902,,,False
48,bias,temporal_circular_blocks,1,era5_station,graphcast_hres_init,102694,146,362,-0.45714239252840716,-0.5172261245929423,-0.39852181356439853,,,False
48,bias,temporal_circular_blocks,1,era5_station,pangu_hres_init,102694,146,362,-0.13222285592567556,-0.1844977150255449,-0.07934635901656442,,,False
48,bias,temporal_circular_blocks,3,avamet,ifs_hres,102694,146,362,-0.5467459637752591,-0.648727637281872,-0.4470536572653736,,,False
48,bias,temporal_circular_blocks,3,avamet,graphcast_hres_init,102694,146,362,-0.2411536687632761,-0.31503232159534755,-0.16578875412442623,,,False
48,bias,temporal_circular_blocks,3,avamet,pangu_hres_init,102694,146,362,0.08376586783945561,0.0027969627159702237,0.16485156504491666,,,False
48,bias,temporal_circular_blocks,3,era5_station,ifs_hres,102694,146,362,-0.7627346875403895,-0.851428880183585,-0.6741631437065541,,,False
48,bias,temporal_circular_blocks,3,era5_station,graphcast_hres_init,102694,146,362,-0.45714239252840716,-0.5339948822892071,-0.3766868114227055,,,False
48,bias,temporal_circular_blocks,3,era5_station,pangu_hres_init,102694,146,362,-0.13222285592567556,-0.19199128640219362,-0.07051542734590467,,,False
48,bias,temporal_circular_blocks,5,avamet,ifs_hres,102694,146,362,-0.5467459637752591,-0.6617263090711171,-0.43282011131982184,,,False
48,bias,temporal_circular_blocks,5,avamet,graphcast_hres_init,102694,146,362,-0.2411536687632761,-0.3216624646980274,-0.15897096307111266,,,False
48,bias,temporal_circular_blocks,5,avamet,pangu_hres_init,102694,146,362,0.08376586783945561,-0.00527353309705728,0.16928822647588448,,,False
48,bias,temporal_circular_blocks,5,era5_station,ifs_hres,102694,146,362,-0.7627346875403895,-0.8597346632080498,-0.6637991185957203,,,False
48,bias,temporal_circular_blocks,5,era5_station,graphcast_hres_init,102694,146,362,-0.45714239252840716,-0.5446733743874624,-0.3740776273364774,,,False
48,bias,temporal_circular_blocks,5,era5_station,pangu_hres_init,102694,146,362,-0.13222285592567556,-0.20061844831860592,-0.06367562117290149,,,False
48,bias,temporal_circular_blocks,7,avamet,ifs_hres,102694,146,362,-0.5467459637752591,-0.6834307178747533,-0.4125186579263976,,,False
48,bias,temporal_circular_blocks,7,avamet,graphcast_hres_init,102694,146,362,-0.2411536687632761,-0.31918367274497905,-0.15704977037413462,,,False
48,bias,temporal_circular_blocks,7,avamet,pangu_hres_init,102694,146,362,0.08376586783945561,-0.006421229479550263,0.17444621009652236,,,False
48,bias,temporal_circular_blocks,7,era5_station,ifs_hres,102694,146,362,-0.7627346875403895,-0.8671575715034161,-0.6557704600068897,,,False
48,bias,temporal_circular_blocks,7,era5_station,graphcast_hres_init,102694,146,362,-0.45714239252840716,-0.5410650885412496,-0.36884823655614535,,,False
48,bias,temporal_circular_blocks,7,era5_station,pangu_hres_init,102694,146,362,-0.13222285592567556,-0.20070636812542383,-0.06210853491321013,,,False
48,mae,temporal_circular_blocks,1,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.63215060854746,1.69223442072159,1.0,1.0,True
48,mae,temporal_circular_blocks,1,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.708107793241267,1.7736421812882073,0.0,2.0,True
48,mae,temporal_circular_blocks,1,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.733226250625443,1.8050506700008069,0.0,3.0,True
48,mae,temporal_circular_blocks,1,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8583179967046115,0.9136126629311676,1.0,1.0,True
48,mae,temporal_circular_blocks,1,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9453619123685947,1.0026600608874345,0.0,2.0,True
48,mae,temporal_circular_blocks,1,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1991547374893134,1.269613323008526,0.0,3.0,True
48,mae,temporal_circular_blocks,3,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6250956489847546,1.6986720681302516,1.0,1.0,True
48,mae,temporal_circular_blocks,3,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.7019640627632695,1.7826261761640185,0.0,2.0,True
48,mae,temporal_circular_blocks,3,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.723129747497156,1.8158433746588067,0.0,3.0,True
48,mae,temporal_circular_blocks,3,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8545493268934886,0.9179080136607228,1.0,1.0,True
48,mae,temporal_circular_blocks,3,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9432458174887467,1.00641009136492,0.0,2.0,True
48,mae,temporal_circular_blocks,3,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.190651027181801,1.2776414256786457,0.0,3.0,True
48,mae,temporal_circular_blocks,5,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6188879052520002,1.7026059157709896,1.0,1.0,True
48,mae,temporal_circular_blocks,5,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.6944642573043907,1.7866174313758223,0.0,2.0,True
48,mae,temporal_circular_blocks,5,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.716433583310925,1.819225557698104,0.0,3.0,True
48,mae,temporal_circular_blocks,5,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8509043233926602,0.9177336526360714,1.0,1.0,True
48,mae,temporal_circular_blocks,5,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9415306639581907,1.0072122501119156,0.0,2.0,True
48,mae,temporal_circular_blocks,5,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1854025996889388,1.283111635760311,0.0,3.0,True
48,mae,temporal_circular_blocks,7,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6191295992818266,1.703971864437685,1.0,1.0,True
48,mae,temporal_circular_blocks,7,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.6974447393731231,1.7861172247254584,0.0,2.0,True
48,mae,temporal_circular_blocks,7,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.7150986419234338,1.8245899682384226,0.0,3.0,True
48,mae,temporal_circular_blocks,7,era5_station,pangu_hres_init,102694,146,362,0.884916587338844,0.8526401838797205,0.918141133058045,1.0,1.0,True
48,mae,temporal_circular_blocks,7,era5_station,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9385636031248614,1.009018877342726,0.0,2.0,True
48,mae,temporal_circular_blocks,7,era5_station,ifs_hres,102694,146,362,1.2337861013599463,1.1835349695302209,1.2880079535765852,0.0,3.0,True
48,medae,temporal_circular_blocks,1,avamet,graphcast_hres_init,102694,146,362,1.3533321446133146,1.3254794862684176,1.3796196889398153,1.0,1.0,True
48,medae,temporal_circular_blocks,1,avamet,pangu_hres_init,102694,146,362,1.4012089658499765,1.371008421090466,1.4298906836808647,0.0,2.0,True
48,medae,temporal_circular_blocks,1,avamet,ifs_hres,102694,146,362,1.4574526885495174,1.423574213489139,1.4917963762238975,0.0,3.0,True
48,medae,temporal_circular_blocks,1,era5_station,pangu_hres_init,102694,146,362,0.7669250915248075,0.737965528751045,0.7959643038841282,1.0,1.0,True
48,medae,temporal_circular_blocks,1,era5_station,graphcast_hres_init,102694,146,362,0.8579911568974455,0.8297275107188921,0.8857090961334103,0.0,2.0,True
48,medae,temporal_circular_blocks,1,era5_station,ifs_hres,102694,146,362,1.060948372468108,1.0235935893201222,1.0980740284572121,0.0,3.0,True
48,medae,temporal_circular_blocks,3,avamet,graphcast_hres_init,102694,146,362,1.3533321446133146,1.3205083064273615,1.3871978292873712,1.0,1.0,True
48,medae,temporal_circular_blocks,3,avamet,pangu_hres_init,102694,146,362,1.4012089658499765,1.364494817189133,1.437556437066562,0.0,2.0,True
48,medae,temporal_circular_blocks,3,avamet,ifs_hres,102694,146,362,1.4574526885495174,1.4105010109716238,1.5021282386821402,0.0,3.0,True
48,medae,temporal_circular_blocks,3,era5_station,pangu_hres_init,102694,146,362,0.7669250915248075,0.7354436822993473,0.7983947564687193,1.0,1.0,True
48,medae,temporal_circular_blocks,3,era5_station,graphcast_hres_init,102694,146,362,0.8579911568974455,0.8251840076289512,0.8915141276608394,0.0,2.0,True
48,medae,temporal_circular_blocks,3,era5_station,ifs_hres,102694,146,362,1.060948372468108,1.0151362238779909,1.106357716172362,0.0,3.0,True
48,medae,temporal_circular_blocks,5,avamet,graphcast_hres_init,102694,146,362,1.3533321446133146,1.3203092935394032,1.3905344505492208,1.0,1.0,True
48,medae,temporal_circular_blocks,5,avamet,pangu_hres_init,102694,146,362,1.4012089658499765,1.3652168131356415,1.4418592741799936,0.0,2.0,True
48,medae,temporal_circular_blocks,5,avamet,ifs_hres,102694,146,362,1.4574526885495174,1.4080050710548313,1.518094400238071,0.0,3.0,True
48,medae,temporal_circular_blocks,5,era5_station,pangu_hres_init,102694,146,362,0.7669250915248075,0.732026676310867,0.8010447459941518,1.0,1.0,True
48,medae,temporal_circular_blocks,5,era5_station,graphcast_hres_init,102694,146,362,0.8579911568974455,0.8242168310432144,0.8907602885064418,0.0,2.0,True
48,medae,temporal_circular_blocks,5,era5_station,ifs_hres,102694,146,362,1.060948372468108,1.012131734434016,1.1132592719672123,0.0,3.0,True
48,medae,temporal_circular_blocks,7,avamet,graphcast_hres_init,102694,146,362,1.3533321446133146,1.3183625455957304,1.392554415495941,1.0,1.0,True
48,medae,temporal_circular_blocks,7,avamet,pangu_hres_init,102694,146,362,1.4012089658499765,1.3626915784001656,1.4429601833487815,0.0,2.0,True
48,medae,temporal_circular_blocks,7,avamet,ifs_hres,102694,146,362,1.4574526885495174,1.40057126202131,1.521723240221957,0.0,3.0,True
48,medae,temporal_circular_blocks,7,era5_station,pangu_hres_init,102694,146,362,0.7669250915248075,0.7337072345455878,0.803244395761948,1.0,1.0,True
48,medae,temporal_circular_blocks,7,era5_station,graphcast_hres_init,102694,146,362,0.8579911568974455,0.8224724663277594,0.8917059731109939,0.0,2.0,True
48,medae,temporal_circular_blocks,7,era5_station,ifs_hres,102694,146,362,1.060948372468108,1.009068766558148,1.1172825898664502,0.0,3.0,True
48,rmse,temporal_circular_blocks,1,avamet,graphcast_hres_init,102694,146,362,2.211677623668644,2.170838050280308,2.252222530112478,1.0,1.0,True
48,rmse,temporal_circular_blocks,1,avamet,ifs_hres,102694,146,362,2.313877925806015,2.272494886646155,2.354575207785135,0.0,2.0,True
48,rmse,temporal_circular_blocks,1,avamet,pangu_hres_init,102694,146,362,2.323241391378741,2.2804516491988744,2.366206213850301,0.0,3.0,True
48,rmse,temporal_circular_blocks,1,era5_station,pangu_hres_init,102694,146,362,1.0922393416172025,1.0590273993702222,1.1264721501840593,1.0,1.0,True
48,rmse,temporal_circular_blocks,1,era5_station,graphcast_hres_init,102694,146,362,1.1906582113394781,1.1602522852045816,1.2209250372855125,0.0,2.0,True
48,rmse,temporal_circular_blocks,1,era5_station,ifs_hres,102694,146,362,1.528365064651338,1.4885076179783132,1.5695082473689292,0.0,3.0,True
48,rmse,temporal_circular_blocks,3,avamet,graphcast_hres_init,102694,146,362,2.211677623668644,2.1584946440295147,2.266226311313397,1.0,1.0,True
