unit,extraction,stratum,block_days,reference,model,n_common_cases,n_units,n_daily_blocks,mae_c_day_weighted,mae_ci_low_c,mae_ci_high_c,winner_probability,mae_rank,lead_h
station,nearest,all_eligible,7,avamet,ifs_hres,102976,146,363,1.8161299030972393,1.7646612405591966,1.8698936933311059,0.0,3,24
station,nearest,all_eligible,7,era5,pangu_hres_init,102976,146,363,0.9757739901542664,0.9412376180291175,1.0100200653076172,0.9405,1,24
station,nearest,all_eligible,7,era5,graphcast_hres_init,102976,146,363,1.0036394596099854,0.9741342321038247,1.0313399195671082,0.0595,2,24
station,nearest,all_eligible,7,era5,ifs_hres,102976,146,363,1.292497158050537,1.254030567407608,1.332036554813385,0.0,3,24
station,nearest,dense_4_plus,1,avamet,graphcast_hres_init,66825,95,363,1.685422320937738,1.6545283264105493,1.7155949460149487,1.0,1,24
station,nearest,dense_4_plus,1,avamet,pangu_hres_init,66825,95,363,1.7494389613856547,1.712137606190561,1.7849081958967885,0.0,2,24
station,nearest,dense_4_plus,1,avamet,ifs_hres,66825,95,363,1.8314881197311776,1.7964502360556645,1.8674400412597192,0.0,3,24
station,nearest,dense_4_plus,1,era5,pangu_hres_init,66825,95,363,0.9730069041252136,0.9459906876087188,1.0010495990514756,0.9875,1,24
station,nearest,dense_4_plus,1,era5,graphcast_hres_init,66825,95,363,1.0054432153701782,0.9796982929110527,1.0310796290636062,0.0125,2,24
station,nearest,dense_4_plus,1,era5,ifs_hres,66825,95,363,1.3042914867401123,1.2749435871839523,1.335454562306404,0.0,3,24
station,nearest,dense_4_plus,3,avamet,graphcast_hres_init,66825,95,363,1.685422320937738,1.6477101313831084,1.7228092103657284,1.0,1,24
station,nearest,dense_4_plus,3,avamet,pangu_hres_init,66825,95,363,1.7494389613856547,1.7028857154635155,1.7955050042009484,0.0,2,24
station,nearest,dense_4_plus,3,avamet,ifs_hres,66825,95,363,1.8314881197311776,1.7838525838267838,1.8820676611347404,0.0,3,24
station,nearest,dense_4_plus,3,era5,pangu_hres_init,66825,95,363,0.9730069041252136,0.9407291069626809,1.0058596163988114,0.967,1,24
station,nearest,dense_4_plus,3,era5,graphcast_hres_init,66825,95,363,1.0054432153701782,0.9747644260525703,1.0366738319396973,0.033,2,24
station,nearest,dense_4_plus,3,era5,ifs_hres,66825,95,363,1.3042914867401123,1.270486280322075,1.339555275440216,0.0,3,24
station,nearest,dense_4_plus,5,avamet,graphcast_hres_init,66825,95,363,1.685422320937738,1.6410839124934422,1.7266624327979492,1.0,1,24
station,nearest,dense_4_plus,5,avamet,pangu_hres_init,66825,95,363,1.7494389613856547,1.7002996488766633,1.8016239419763083,0.0,2,24
station,nearest,dense_4_plus,5,avamet,ifs_hres,66825,95,363,1.8314881197311776,1.7765571179197406,1.8870922905115042,0.0,3,24
station,nearest,dense_4_plus,5,era5,pangu_hres_init,66825,95,363,0.9730069041252136,0.9372389733791351,1.0092413991689682,0.9515,1,24
station,nearest,dense_4_plus,5,era5,graphcast_hres_init,66825,95,363,1.0054432153701782,0.9720042988657951,1.0413881868124009,0.0485,2,24
station,nearest,dense_4_plus,5,era5,ifs_hres,66825,95,363,1.3042914867401123,1.2676209151744842,1.3430859804153443,0.0,3,24
station,nearest,dense_4_plus,7,avamet,graphcast_hres_init,66825,95,363,1.685422320937738,1.6401402461198393,1.7299347765561712,1.0,1,24
station,nearest,dense_4_plus,7,avamet,pangu_hres_init,66825,95,363,1.7494389613856547,1.695156778189105,1.8022897256475767,0.0,2,24
station,nearest,dense_4_plus,7,avamet,ifs_hres,66825,95,363,1.8314881197311776,1.7725646605619354,1.889736700391989,0.0,3,24
station,nearest,dense_4_plus,7,era5,pangu_hres_init,66825,95,363,0.9730069041252136,0.9374354928731918,1.0105198323726654,0.9525,1,24
station,nearest,dense_4_plus,7,era5,graphcast_hres_init,66825,95,363,1.0054432153701782,0.9699820533394814,1.041689458489418,0.0475,2,24
station,nearest,dense_4_plus,7,era5,ifs_hres,66825,95,363,1.3042914867401123,1.267083179950714,1.3430882930755614,0.0,3,24
station,nearest,single_station,1,avamet,graphcast_hres_init,11336,16,363,1.6554173784244708,1.6295588388236486,1.6826233109809707,1.0,1,24
station,nearest,single_station,1,avamet,pangu_hres_init,11336,16,363,1.741515448756571,1.7093746163909396,1.775281370832342,0.0,2,24
station,nearest,single_station,1,avamet,ifs_hres,11336,16,363,1.7804727742761683,1.7492802706106905,1.8130429230413785,0.0,3,24
station,nearest,single_station,1,era5,graphcast_hres_init,11336,16,363,0.9821152091026306,0.9604100614786149,1.0055903226137162,0.982,1,24
station,nearest,single_station,1,era5,pangu_hres_init,11336,16,363,1.010725498199463,0.985681027173996,1.0381901562213898,0.018,2,24
station,nearest,single_station,1,era5,ifs_hres,11336,16,363,1.2826677560806274,1.2555416524410248,1.3110150873661042,0.0,3,24
station,nearest,single_station,3,avamet,graphcast_hres_init,11336,16,363,1.6554173784244708,1.6232692729192126,1.687737186412405,1.0,1,24
station,nearest,single_station,3,avamet,pangu_hres_init,11336,16,363,1.741515448756571,1.703060686626636,1.7823712998128074,0.0,2,24
station,nearest,single_station,3,avamet,ifs_hres,11336,16,363,1.7804727742761683,1.743565897786124,1.8204015163227165,0.0,3,24
station,nearest,single_station,3,era5,graphcast_hres_init,11336,16,363,0.9821152091026306,0.9588781282305717,1.0080733358860017,0.966,1,24
station,nearest,single_station,3,era5,pangu_hres_init,11336,16,363,1.010725498199463,0.9820721462368965,1.0418172776699066,0.034,2,24
station,nearest,single_station,3,era5,ifs_hres,11336,16,363,1.2826677560806274,1.2469365388154983,1.3205584317445755,0.0,3,24
station,nearest,single_station,5,avamet,graphcast_hres_init,11336,16,363,1.6554173784244708,1.620639681709555,1.6906317555926156,1.0,1,24
station,nearest,single_station,5,avamet,pangu_hres_init,11336,16,363,1.741515448756571,1.7007276708622832,1.785129405706192,0.0,2,24
station,nearest,single_station,5,avamet,ifs_hres,11336,16,363,1.7804727742761683,1.7388054193593447,1.8236533680864082,0.0,3,24
station,nearest,single_station,5,era5,graphcast_hres_init,11336,16,363,0.9821152091026306,0.9567124783992768,1.0105167895555496,0.9545,1,24
station,nearest,single_station,5,era5,pangu_hres_init,11336,16,363,1.010725498199463,0.9799288466572762,1.0461184978485107,0.0455,2,24
station,nearest,single_station,5,era5,ifs_hres,11336,16,363,1.2826677560806274,1.2451370716094972,1.3265554487705231,0.0,3,24
station,nearest,single_station,7,avamet,graphcast_hres_init,11336,16,363,1.6554173784244708,1.6207853841035675,1.6908401750392548,1.0,1,24
station,nearest,single_station,7,avamet,pangu_hres_init,11336,16,363,1.741515448756571,1.7018871001569316,1.7821497684273482,0.0,2,24
station,nearest,single_station,7,avamet,ifs_hres,11336,16,363,1.7804727742761683,1.7387271827237412,1.825039539442921,0.0,3,24
station,nearest,single_station,7,era5,graphcast_hres_init,11336,16,363,0.9821152091026306,0.9550432354211807,1.0104339480400084,0.9405,1,24
station,nearest,single_station,7,era5,pangu_hres_init,11336,16,363,1.010725498199463,0.9742935359477997,1.0501466423273087,0.0595,2,24
station,nearest,single_station,7,era5,ifs_hres,11336,16,363,1.2826677560806274,1.2380265563726425,1.3275643736124039,0.0,3,24
station,nearest,sparse_2_3,1,avamet,graphcast_hres_init,24815,35,363,1.6640035201447678,1.630683920762294,1.6987551069303595,1.0,1,24
station,nearest,sparse_2_3,1,avamet,pangu_hres_init,24815,35,363,1.7439646683604793,1.7080362257256694,1.7820234921614724,0.0,2,24
station,nearest,sparse_2_3,1,avamet,ifs_hres,24815,35,363,1.790935634840298,1.7584768481477517,1.8248671859365475,0.0,3,24
station,nearest,sparse_2_3,1,era5,pangu_hres_init,24815,35,363,0.9666478037834167,0.9369934052228928,0.999499560892582,0.9945,1,24
station,nearest,sparse_2_3,1,era5,graphcast_hres_init,24815,35,363,1.0077992677688599,0.9837215572595597,1.0336694896221161,0.0055,2,24
station,nearest,sparse_2_3,1,era5,ifs_hres,24815,35,363,1.2646160125732422,1.2312997907400132,1.2960415989160539,0.0,3,24
station,nearest,sparse_2_3,3,avamet,graphcast_hres_init,24815,35,363,1.6640035201447678,1.6177013638206872,1.710954371983616,1.0,1,24
station,nearest,sparse_2_3,3,avamet,pangu_hres_init,24815,35,363,1.7439646683604793,1.6970082268219748,1.7925580608910523,0.0,2,24
station,nearest,sparse_2_3,3,avamet,ifs_hres,24815,35,363,1.790935634840298,1.7477715054556215,1.83340956474992,0.0,3,24
station,nearest,sparse_2_3,3,era5,pangu_hres_init,24815,35,363,0.9666478037834167,0.9339459270238877,1.0012332797050476,0.99,1,24
station,nearest,sparse_2_3,3,era5,graphcast_hres_init,24815,35,363,1.0077992677688599,0.9783236414194107,1.035909178853035,0.01,2,24
station,nearest,sparse_2_3,3,era5,ifs_hres,24815,35,363,1.2646160125732422,1.2213011533021927,1.3072245210409164,0.0,3,24
station,nearest,sparse_2_3,5,avamet,graphcast_hres_init,24815,35,363,1.6640035201447678,1.611017004412811,1.7195194316845035,1.0,1,24
station,nearest,sparse_2_3,5,avamet,pangu_hres_init,24815,35,363,1.7439646683604793,1.6907594729495956,1.7973589047518157,0.0,2,24
station,nearest,sparse_2_3,5,avamet,ifs_hres,24815,35,363,1.790935634840298,1.7437378146104123,1.84326238819764,0.0,3,24
station,nearest,sparse_2_3,5,era5,pangu_hres_init,24815,35,363,0.9666478037834167,0.9296652004122734,1.0049178719520568,0.9885,1,24
station,nearest,sparse_2_3,5,era5,graphcast_hres_init,24815,35,363,1.0077992677688599,0.9788497269153595,1.039090272784233,0.0115,2,24
station,nearest,sparse_2_3,5,era5,ifs_hres,24815,35,363,1.2646160125732422,1.216760402917862,1.321151778101921,0.0,3,24
station,nearest,sparse_2_3,7,avamet,graphcast_hres_init,24815,35,363,1.6640035201447678,1.6082039933913614,1.7274652122064171,1.0,1,24
station,nearest,sparse_2_3,7,avamet,pangu_hres_init,24815,35,363,1.7439646683604793,1.6853554749206612,1.8056573970293408,0.0,2,24
station,nearest,sparse_2_3,7,avamet,ifs_hres,24815,35,363,1.790935634840298,1.740414540615757,1.8439380320248089,0.0,3,24
station,nearest,sparse_2_3,7,era5,pangu_hres_init,24815,35,363,0.9666478037834167,0.9257241904735565,1.0040297031402587,0.983,1,24
station,nearest,sparse_2_3,7,era5,graphcast_hres_init,24815,35,363,1.0077992677688599,0.9766832187771797,1.0398029923439025,0.017,2,24
station,nearest,sparse_2_3,7,era5,ifs_hres,24815,35,363,1.2646160125732422,1.2129872918128968,1.317157194018364,0.0,3,24
cell_aggregate,nearest,dense_4_plus,1,avamet,graphcast_hres_init,8676,12,362,1.1923198167693312,1.1614887607093503,1.2233423910015975,1.0,1,48
cell_aggregate,nearest,dense_4_plus,1,avamet,pangu_hres_init,8676,12,362,1.3475015689148016,1.3144571524111184,1.3811943514116438,0.0,2,48
cell_aggregate,nearest,dense_4_plus,1,avamet,ifs_hres,8676,12,362,1.4097148686795005,1.3702390741312296,1.4484128134118142,0.0,3,48
cell_aggregate,nearest,dense_4_plus,1,era5,graphcast_hres_init,8676,12,362,0.988490641117096,0.9628652930259705,1.0146213442087173,0.9105,1,48
cell_aggregate,nearest,dense_4_plus,1,era5,pangu_hres_init,8676,12,362,1.008563756942749,0.9772808000445365,1.0402001678943633,0.0895,2,48
cell_aggregate,nearest,dense_4_plus,1,era5,ifs_hres,8676,12,362,1.311997652053833,1.2810730278491973,1.3435877829790115,0.0,3,48
cell_aggregate,nearest,dense_4_plus,3,avamet,graphcast_hres_init,8676,12,362,1.1923198167693312,1.1591274391315793,1.2260028108546162,1.0,1,48
cell_aggregate,nearest,dense_4_plus,3,avamet,pangu_hres_init,8676,12,362,1.3475015689148016,1.3096623182257634,1.3859387037075712,0.0,2,48
cell_aggregate,nearest,dense_4_plus,3,avamet,ifs_hres,8676,12,362,1.4097148686795005,1.3629450859089391,1.4610616424300407,0.0,3,48
cell_aggregate,nearest,dense_4_plus,3,era5,graphcast_hres_init,8676,12,362,0.988490641117096,0.958924388885498,1.0190546244382859,0.878,1,48
cell_aggregate,nearest,dense_4_plus,3,era5,pangu_hres_init,8676,12,362,1.008563756942749,0.9751010268926621,1.0424053937196731,0.122,2,48
cell_aggregate,nearest,dense_4_plus,3,era5,ifs_hres,8676,12,362,1.311997652053833,1.2779762119054794,1.349365195631981,0.0,3,48
cell_aggregate,nearest,dense_4_plus,5,avamet,graphcast_hres_init,8676,12,362,1.1923198167693312,1.15539222664462,1.2294494155951143,1.0,1,48
cell_aggregate,nearest,dense_4_plus,5,avamet,pangu_hres_init,8676,12,362,1.3475015689148016,1.3069528610405106,1.3884669748218843,0.0,2,48
cell_aggregate,nearest,dense_4_plus,5,avamet,ifs_hres,8676,12,362,1.4097148686795005,1.3556070558493318,1.4675248405946018,0.0,3,48
cell_aggregate,nearest,dense_4_plus,5,era5,graphcast_hres_init,8676,12,362,0.988490641117096,0.9574666768312454,1.0184494823217392,0.8835,1,48
cell_aggregate,nearest,dense_4_plus,5,era5,pangu_hres_init,8676,12,362,1.008563756942749,0.9714849218726158,1.0462283462285995,0.1165,2,48
cell_aggregate,nearest,dense_4_plus,5,era5,ifs_hres,8676,12,362,1.311997652053833,1.2713194578886031,1.3528299629688263,0.0,3,48
cell_aggregate,nearest,dense_4_plus,7,avamet,graphcast_hres_init,8676,12,362,1.1923198167693312,1.152533412027134,1.2290211778713973,1.0,1,48
cell_aggregate,nearest,dense_4_plus,7,avamet,pangu_hres_init,8676,12,362,1.3475015689148016,1.3056024634874148,1.3887624344589644,0.0,2,48
cell_aggregate,nearest,dense_4_plus,7,avamet,ifs_hres,8676,12,362,1.4097148686795005,1.3500224183535685,1.471850689922544,0.0,3,48
cell_aggregate,nearest,dense_4_plus,7,era5,graphcast_hres_init,8676,12,362,0.988490641117096,0.9557205379009247,1.0200622171163558,0.884,1,48
cell_aggregate,nearest,dense_4_plus,7,era5,pangu_hres_init,8676,12,362,1.008563756942749,0.9710063934326172,1.0462402403354645,0.116,2,48
cell_aggregate,nearest,dense_4_plus,7,era5,ifs_hres,8676,12,362,1.311997652053833,1.267156359553337,1.3588718056678772,0.0,3,48
cell_aggregate,nearest,multi_station_cells,1,avamet,graphcast_hres_init,19179,27,362,1.2732127472384402,1.2446463668240382,1.303333865186273,1.0,1,48
cell_aggregate,nearest,multi_station_cells,1,avamet,pangu_hres_init,19179,27,362,1.3822322542738124,1.3505284630009766,1.4158125998093787,0.0,2,48
cell_aggregate,nearest,multi_station_cells,1,avamet,ifs_hres,19179,27,362,1.4506401219548148,1.41826116353376,1.4874074154460417,0.0,3,48
cell_aggregate,nearest,multi_station_cells,1,era5,pangu_hres_init,19179,27,362,1.001375436782837,0.9721753880381584,1.0309945106506349,0.9445,1,48
cell_aggregate,nearest,multi_station_cells,1,era5,graphcast_hres_init,19179,27,362,1.0254371166229248,1.0005450338125228,1.050824698805809,0.0555,2,48
cell_aggregate,nearest,multi_station_cells,1,era5,ifs_hres,19179,27,362,1.3158313035964966,1.2858529061079025,1.3477454245090486,0.0,3,48
cell_aggregate,nearest,multi_station_cells,3,avamet,graphcast_hres_init,19179,27,362,1.2732127472384402,1.2401032371972003,1.3085372739304535,1.0,1,48
cell_aggregate,nearest,multi_station_cells,3,avamet,pangu_hres_init,19179,27,362,1.3822322542738124,1.3457115451793995,1.418830925783835,0.0,2,48
cell_aggregate,nearest,multi_station_cells,3,avamet,ifs_hres,19179,27,362,1.4506401219548148,1.4117204451609606,1.4944339834294218,0.0,3,48
cell_aggregate,nearest,multi_station_cells,3,era5,pangu_hres_init,19179,27,362,1.001375436782837,0.969701986014843,1.034001526236534,0.9205,1,48
cell_aggregate,nearest,multi_station_cells,3,era5,graphcast_hres_init,19179,27,362,1.0254371166229248,0.9973240911960601,1.0535647869110107,0.0795,2,48
cell_aggregate,nearest,multi_station_cells,3,era5,ifs_hres,19179,27,362,1.3158313035964966,1.2776028960943222,1.3562253266572952,0.0,3,48
cell_aggregate,nearest,multi_station_cells,5,avamet,graphcast_hres_init,19179,27,362,1.2732127472384402,1.2352095719029308,1.311727614465757,1.0,1,48
cell_aggregate,nearest,multi_station_cells,5,avamet,pangu_hres_init,19179,27,362,1.3822322542738124,1.3445111207627602,1.423973935782486,0.0,2,48
cell_aggregate,nearest,multi_station_cells,5,avamet,ifs_hres,19179,27,362,1.4506401219548148,1.407630127748173,1.4964524361271199,0.0,3,48
cell_aggregate,nearest,multi_station_cells,5,era5,pangu_hres_init,19179,27,362,1.001375436782837,0.9675591260194778,1.036754596233368,0.935,1,48
cell_aggregate,nearest,multi_station_cells,5,era5,graphcast_hres_init,19179,27,362,1.0254371166229248,0.9962091192603111,1.055962187051773,0.065,2,48
cell_aggregate,nearest,multi_station_cells,5,era5,ifs_hres,19179,27,362,1.3158313035964966,1.2746374189853669,1.3578834325075149,0.0,3,48
cell_aggregate,nearest,multi_station_cells,7,avamet,graphcast_hres_init,19179,27,362,1.2732127472384402,1.23543894708139,1.314444588490247,1.0,1,48
cell_aggregate,nearest,multi_station_cells,7,avamet,pangu_hres_init,19179,27,362,1.3822322542738124,1.3423373109966823,1.4254308147948045,0.0,2,48
cell_aggregate,nearest,multi_station_cells,7,avamet,ifs_hres,19179,27,362,1.4506401219548148,1.4051275093533622,1.4967802461929018,0.0,3,48
cell_aggregate,nearest,multi_station_cells,7,era5,pangu_hres_init,19179,27,362,1.001375436782837,0.9679710775613785,1.0378143429756164,0.925,1,48
cell_aggregate,nearest,multi_station_cells,7,era5,graphcast_hres_init,19179,27,362,1.0254371166229248,0.998311448097229,1.055177888274193,0.075,2,48
cell_aggregate,nearest,multi_station_cells,7,era5,ifs_hres,19179,27,362,1.3158313035964966,1.2704058021306992,1.3653577804565429,0.0,3,48
cell_aggregate,nearest,sparse_2_3,1,avamet,graphcast_hres_init,10503,15,362,1.3401892758873348,1.3082203689313878,1.3741205795796754,1.0,1,48
cell_aggregate,nearest,sparse_2_3,1,avamet,pangu_hres_init,10503,15,362,1.411097386010322,1.3736821520401123,1.4492862935631061,0.0,2,48
cell_aggregate,nearest,sparse_2_3,1,avamet,ifs_hres,10503,15,362,1.4838258419601158,1.4512613694813379,1.519406516895133,0.0,3,48
cell_aggregate,nearest,sparse_2_3,1,era5,pangu_hres_init,10503,15,362,0.9948691129684448,0.9613406255841255,1.0275127738714218,1.0,1,48
cell_aggregate,nearest,sparse_2_3,1,era5,graphcast_hres_init,10503,15,362,1.0555561780929565,1.026226955652237,1.0843113273382186,0.0,2,48
cell_aggregate,nearest,sparse_2_3,1,era5,ifs_hres,10503,15,362,1.318810224533081,1.2848713994026184,1.3536457180976866,0.0,3,48
cell_aggregate,nearest,sparse_2_3,3,avamet,graphcast_hres_init,10503,15,362,1.3401892758873348,1.2993877998980838,1.380897971004293,1.0,1,48
cell_aggregate,nearest,sparse_2_3,3,avamet,pangu_hres_init,10503,15,362,1.411097386010322,1.3674878518399547,1.4535197424777564,0.0,2,48
cell_aggregate,nearest,sparse_2_3,3,avamet,ifs_hres,10503,15,362,1.4838258419601158,1.4442864882424764,1.5221378971238526,0.0,3,48
cell_aggregate,nearest,sparse_2_3,3,era5,pangu_hres_init,10503,15,362,0.9948691129684448,0.9568799749016762,1.0307895600795747,0.9995,1,48
cell_aggregate,nearest,sparse_2_3,3,era5,graphcast_hres_init,10503,15,362,1.0555561780929565,1.0203826874494553,1.0901535540819167,0.0005,2,48
cell_aggregate,nearest,sparse_2_3,3,era5,ifs_hres,10503,15,362,1.318810224533081,1.276625970005989,1.3615002542734145,0.0,3,48
cell_aggregate,nearest,sparse_2_3,5,avamet,graphcast_hres_init,10503,15,362,1.3401892758873348,1.2961322870898246,1.3860489379435568,1.0,1,48
cell_aggregate,nearest,sparse_2_3,5,avamet,pangu_hres_init,10503,15,362,1.411097386010322,1.3656161744647333,1.4609204376961655,0.0,2,48
cell_aggregate,nearest,sparse_2_3,5,avamet,ifs_hres,10503,15,362,1.4838258419601158,1.4400826157151991,1.5273905103578906,0.0,3,48
cell_aggregate,nearest,sparse_2_3,5,era5,pangu_hres_init,10503,15,362,0.9948691129684448,0.9573766052722931,1.0357441782951353,0.9995,1,48
cell_aggregate,nearest,sparse_2_3,5,era5,graphcast_hres_init,10503,15,362,1.0555561780929565,1.0221408307552338,1.0910766571760178,0.0005,2,48
cell_aggregate,nearest,sparse_2_3,5,era5,ifs_hres,10503,15,362,1.318810224533081,1.27130269408226,1.372479620575905,0.0,3,48
cell_aggregate,nearest,sparse_2_3,7,avamet,graphcast_hres_init,10503,15,362,1.3401892758873348,1.2897394507626263,1.3894177598492872,1.0,1,48
cell_aggregate,nearest,sparse_2_3,7,avamet,pangu_hres_init,10503,15,362,1.411097386010322,1.3624995475201678,1.4600714850605996,0.0,2,48
cell_aggregate,nearest,sparse_2_3,7,avamet,ifs_hres,10503,15,362,1.4838258419601158,1.4374716435465311,1.5273180493041918,0.0,3,48
cell_aggregate,nearest,sparse_2_3,7,era5,pangu_hres_init,10503,15,362,0.9948691129684448,0.9552041977643967,1.0380649745464325,0.9985,1,48
cell_aggregate,nearest,sparse_2_3,7,era5,graphcast_hres_init,10503,15,362,1.0555561780929565,1.0196232110261918,1.0916637271642684,0.0015,2,48
cell_aggregate,nearest,sparse_2_3,7,era5,ifs_hres,10503,15,362,1.318810224533081,1.2661704391241073,1.371784397959709,0.0,3,48
station,bilinear,all_eligible,1,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6310876651151416,1.6905297232078438,1.0,1,48
station,bilinear,all_eligible,1,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.7070722648346273,1.7760580079639816,0.0,2,48
station,bilinear,all_eligible,1,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.731420431249501,1.802158377692244,0.0,3,48
station,bilinear,all_eligible,1,era5,pangu_hres_init,102694,146,362,0.884916587338844,0.8571916436639455,0.9139604694641219,1.0,1,48
station,bilinear,all_eligible,1,era5,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9449422192869744,1.0010018748484206,0.0,2,48
station,bilinear,all_eligible,1,era5,ifs_hres,102694,146,362,1.2337861013599463,1.197361912704688,1.2704551006628548,0.0,3,48
station,bilinear,all_eligible,3,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6241987815582795,1.6985648101973372,1.0,1,48
station,bilinear,all_eligible,3,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.7020773489453596,1.7827771829533758,0.0,2,48
station,bilinear,all_eligible,3,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.721540267500927,1.8151508135934187,0.0,3,48
station,bilinear,all_eligible,3,era5,pangu_hres_init,102694,146,362,0.884916587338844,0.8524648127691802,0.917867627618342,1.0,1,48
station,bilinear,all_eligible,3,era5,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9420760098941169,1.0046449257586851,0.0,2,48
station,bilinear,all_eligible,3,era5,ifs_hres,102694,146,362,1.2337861013599463,1.1896708170236325,1.279594762135543,0.0,3,48
station,bilinear,all_eligible,5,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.6240049603349844,1.7013965722504145,1.0,1,48
station,bilinear,all_eligible,5,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.7001184578779132,1.7835542670988311,0.0,2,48
station,bilinear,all_eligible,5,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.7166844975923257,1.8178922969253766,0.0,3,48
station,bilinear,all_eligible,5,era5,pangu_hres_init,102694,146,362,0.884916587338844,0.8510699541647616,0.9195230107337217,1.0,1,48
station,bilinear,all_eligible,5,era5,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9397350846252438,1.0082312969983047,0.0,2,48
station,bilinear,all_eligible,5,era5,ifs_hres,102694,146,362,1.2337861013599463,1.1850416847046028,1.2844202719240954,0.0,3,48
station,bilinear,all_eligible,7,avamet,graphcast_hres_init,102694,146,362,1.6611355877243532,1.619579310293425,1.7032646523254744,1.0,1,48
station,bilinear,all_eligible,7,avamet,pangu_hres_init,102694,146,362,1.7408572143717278,1.6981514449197534,1.7879425908034812,0.0,2,48
station,bilinear,all_eligible,7,avamet,ifs_hres,102694,146,362,1.7672090517320183,1.7137325436174091,1.8245874020874588,0.0,3,48
station,bilinear,all_eligible,7,era5,pangu_hres_init,102694,146,362,0.884916587338844,0.8529531829197368,0.9197937401155954,1.0,1,48
station,bilinear,all_eligible,7,era5,graphcast_hres_init,102694,146,362,0.9735982413351127,0.9401860624112451,1.0082700343252002,0.0,2,48
station,bilinear,all_eligible,7,era5,ifs_hres,102694,146,362,1.2337861013599463,1.1841109781697738,1.2885350609525918,0.0,3,48
station,bilinear,dense_4_plus,1,avamet,graphcast_hres_init,66643,95,362,1.6910237543404893,1.6581102108197865,1.721354567501716,1.0,1,48
station,bilinear,dense_4_plus,1,avamet,pangu_hres_init,66643,95,362,1.7553066679899532,1.7171725439925425,1.7895113849554216,0.0,2,48
station,bilinear,dense_4_plus,1,avamet,ifs_hres,66643,95,362,1.8304667470131972,1.7901828176011476,1.8686739339742597,0.0,3,48
station,bilinear,dense_4_plus,1,era5,pangu_hres_init,66643,95,362,0.8583042995520967,0.8277605275457371,0.8897006565058709,1.0,1,48
station,bilinear,dense_4_plus,1,era5,graphcast_hres_init,66643,95,362,0.9674564319728028,0.9363747256503465,0.9975483852467812,0.0,2,48
station,bilinear,dense_4_plus,1,era5,ifs_hres,66643,95,362,1.2557596881820312,1.2159969043954035,1.2956193452369573,0.0,3,48
station,bilinear,dense_4_plus,3,avamet,graphcast_hres_init,66643,95,362,1.6910237543404893,1.6533686069032454,1.7311046089071762,1.0,1,48
station,bilinear,dense_4_plus,3,avamet,pangu_hres_init,66643,95,362,1.7553066679899532,1.7096412499204707,1.7997072082032413,0.0,2,48
station,bilinear,dense_4_plus,3,avamet,ifs_hres,66643,95,362,1.8304667470131972,1.776727840654807,1.8844261061603587,0.0,3,48
station,bilinear,dense_4_plus,3,era5,pangu_hres_init,66643,95,362,0.8583042995520967,0.8264277711254265,0.8910904277467602,1.0,1,48
station,bilinear,dense_4_plus,3,era5,graphcast_hres_init,66643,95,362,0.9674564319728028,0.9303156395141932,1.0040286302541892,0.0,2,48
station,bilinear,dense_4_plus,3,era5,ifs_hres,66643,95,362,1.2557596881820312,1.2056896247199766,1.306210343906029,0.0,3,48
station,bilinear,dense_4_plus,5,avamet,graphcast_hres_init,66643,95,362,1.6910237543404893,1.6503779124924838,1.7338692905255952,1.0,1,48
station,bilinear,dense_4_plus,5,avamet,pangu_hres_init,66643,95,362,1.7553066679899532,1.7080558775441192,1.8039827694530512,0.0,2,48
station,bilinear,dense_4_plus,5,avamet,ifs_hres,66643,95,362,1.8304667470131972,1.7694367605159864,1.8914019988650144,0.0,3,48
station,bilinear,dense_4_plus,5,era5,pangu_hres_init,66643,95,362,0.8583042995520967,0.8241444093486718,0.8951505977260351,1.0,1,48
station,bilinear,dense_4_plus,5,era5,graphcast_hres_init,66643,95,362,0.9674564319728028,0.9293789341314549,1.0087514486294127,0.0,2,48
station,bilinear,dense_4_plus,5,era5,ifs_hres,66643,95,362,1.2557596881820312,1.20210259436054,1.3104598296116297,0.0,3,48
station,bilinear,dense_4_plus,7,avamet,graphcast_hres_init,66643,95,362,1.6910237543404893,1.6487223813740437,1.733081215873478,1.0,1,48
station,bilinear,dense_4_plus,7,avamet,pangu_hres_init,66643,95,362,1.7553066679899532,1.7063724342958135,1.804815437269438,0.0,2,48
station,bilinear,dense_4_plus,7,avamet,ifs_hres,66643,95,362,1.8304667470131972,1.7683715752145774,1.8953530548854463,0.0,3,48
station,bilinear,dense_4_plus,7,era5,pangu_hres_init,66643,95,362,0.8583042995520967,0.8223456549779595,0.8955308420075583,1.0,1,48
