lead_h,stratum_type,stratum,block_days,reference,model,n_common_cases,n_stations,n_daily_blocks,mae_c_day_weighted,mae_ci_low_c,mae_ci_high_c,winner_probability,mae_rank
48,altitude_stratum,altitude_high,7,avamet,graphcast_hres_init,34517,49,362,1.6993891547251418,1.639323033761322,1.7618838430068655,0.978,1
48,altitude_stratum,altitude_high,7,avamet,ifs_hres,34517,49,362,1.7341227150141474,1.682541991683787,1.7892845365618655,0.022,2
48,altitude_stratum,altitude_high,7,avamet,pangu_hres_init,34517,49,362,1.9031581572420773,1.8509099268726659,1.96097454830437,0.0,3
48,altitude_stratum,altitude_high,7,era5_station,pangu_hres_init,34517,49,362,0.916028873311385,0.8785302219554086,0.9573396186531905,1.0,1
48,altitude_stratum,altitude_high,7,era5_station,graphcast_hres_init,34517,49,362,1.1044191426750918,1.0584157650925399,1.1504887920520934,0.0,2
48,altitude_stratum,altitude_high,7,era5_station,ifs_hres,34517,49,362,1.4339911402112648,1.3623786030981369,1.509710096032457,0.0,3
48,altitude_stratum,altitude_low,1,avamet,graphcast_hres_init,34405,49,362,1.6806963122154701,1.642886153605154,1.7193939265535638,1.0,1
48,altitude_stratum,altitude_low,1,avamet,pangu_hres_init,34405,49,362,1.7396749641677731,1.6955890602959065,1.7860986369012015,0.0,2
48,altitude_stratum,altitude_low,1,avamet,ifs_hres,34405,49,362,1.7892831686391342,1.7471382425634754,1.8337340472037713,0.0,3
48,altitude_stratum,altitude_low,1,era5_station,graphcast_hres_init,34405,49,362,0.7792545684369339,0.7561903471084647,0.8029333602888982,0.9855,1
48,altitude_stratum,altitude_low,1,era5_station,pangu_hres_init,34405,49,362,0.8072653200645146,0.7810210175341723,0.8333282560423676,0.0145,2
48,altitude_stratum,altitude_low,1,era5_station,ifs_hres,34405,49,362,0.97390899571197,0.9451302487249026,1.0025818555420156,0.0,3
48,altitude_stratum,altitude_low,3,avamet,graphcast_hres_init,34405,49,362,1.6806963122154701,1.6345878640508573,1.728127734938541,1.0,1
48,altitude_stratum,altitude_low,3,avamet,pangu_hres_init,34405,49,362,1.7396749641677731,1.6840215078600094,1.7996590315572365,0.0,2
48,altitude_stratum,altitude_low,3,avamet,ifs_hres,34405,49,362,1.7892831686391342,1.7303984041919538,1.8512736751936667,0.0,3
48,altitude_stratum,altitude_low,3,era5_station,graphcast_hres_init,34405,49,362,0.7792545684369339,0.7519641725003728,0.8086180390119279,0.972,1
48,altitude_stratum,altitude_low,3,era5_station,pangu_hres_init,34405,49,362,0.8072653200645146,0.7790974015041846,0.8372558851703698,0.028,2
48,altitude_stratum,altitude_low,3,era5_station,ifs_hres,34405,49,362,0.97390899571197,0.9417169230114262,1.0091938108288527,0.0,3
48,altitude_stratum,altitude_low,5,avamet,graphcast_hres_init,34405,49,362,1.6806963122154701,1.628430206898593,1.7325933207076296,1.0,1
48,altitude_stratum,altitude_low,5,avamet,pangu_hres_init,34405,49,362,1.7396749641677731,1.6760526590745404,1.8059516008589724,0.0,2
48,altitude_stratum,altitude_low,5,avamet,ifs_hres,34405,49,362,1.7892831686391342,1.7201981619817877,1.8636851549384255,0.0,3
48,altitude_stratum,altitude_low,5,era5_station,graphcast_hres_init,34405,49,362,0.7792545684369339,0.7500912828950829,0.8087043850723512,0.9545,1
48,altitude_stratum,altitude_low,5,era5_station,pangu_hres_init,34405,49,362,0.8072653200645146,0.7764037925122511,0.8393102687638762,0.0455,2
48,altitude_stratum,altitude_low,5,era5_station,ifs_hres,34405,49,362,0.97390899571197,0.9392209788442233,1.01213675405861,0.0,3
48,altitude_stratum,altitude_low,7,avamet,graphcast_hres_init,34405,49,362,1.6806963122154701,1.627315016780099,1.733500403331567,1.0,1
48,altitude_stratum,altitude_low,7,avamet,pangu_hres_init,34405,49,362,1.7396749641677731,1.6737101299496207,1.8070997566067302,0.0,2
48,altitude_stratum,altitude_low,7,avamet,ifs_hres,34405,49,362,1.7892831686391342,1.7158646978665941,1.865879303282054,0.0,3
48,altitude_stratum,altitude_low,7,era5_station,graphcast_hres_init,34405,49,362,0.7792545684369339,0.7489629782950716,0.8078243179677134,0.957,1
48,altitude_stratum,altitude_low,7,era5_station,pangu_hres_init,34405,49,362,0.8072653200645146,0.7755389327240753,0.8393895228495621,0.043,2
48,altitude_stratum,altitude_low,7,era5_station,ifs_hres,34405,49,362,0.97390899571197,0.9381133410203308,1.0119537363948785,0.0,3
48,altitude_stratum,altitude_mid,1,avamet,pangu_hres_init,33772,48,362,1.5752645154711862,1.5372695409341979,1.6161196727856981,0.9575,1
48,altitude_stratum,altitude_mid,1,avamet,graphcast_hres_init,33772,48,362,1.6010080525548778,1.5667682621359214,1.641441623086952,0.0425,2
48,altitude_stratum,altitude_mid,1,avamet,ifs_hres,33772,48,362,1.777084492633578,1.7328634386999744,1.8266205031017293,0.0,3
48,altitude_stratum,altitude_mid,1,era5_station,pangu_hres_init,33772,48,362,0.9323788249807641,0.8978840519107251,0.9680278153571923,1.0,1
48,altitude_stratum,altitude_mid,1,era5_station,graphcast_hres_init,33772,48,362,1.0378373628700575,1.0051212561007608,1.0697689454574149,0.0,2
48,altitude_stratum,altitude_mid,1,era5_station,ifs_hres,33772,48,362,1.2935583520919005,1.2528314772094964,1.3365036593270074,0.0,3
48,altitude_stratum,altitude_mid,3,avamet,pangu_hres_init,33772,48,362,1.5752645154711862,1.5278422989388756,1.625072475832605,0.919,1
48,altitude_stratum,altitude_mid,3,avamet,graphcast_hres_init,33772,48,362,1.6010080525548778,1.5554426484364765,1.6486299148124672,0.081,2
48,altitude_stratum,altitude_mid,3,avamet,ifs_hres,33772,48,362,1.777084492633578,1.7168458730216039,1.8391607845147682,0.0,3
48,altitude_stratum,altitude_mid,3,era5_station,pangu_hres_init,33772,48,362,0.9323788249807641,0.8966958856876668,0.9699539163498518,1.0,1
48,altitude_stratum,altitude_mid,3,era5_station,graphcast_hres_init,33772,48,362,1.0378373628700575,0.9973352881619562,1.0804162283085956,0.0,2
48,altitude_stratum,altitude_mid,3,era5_station,ifs_hres,33772,48,362,1.2935583520919005,1.2422440007414597,1.3434468187609703,0.0,3
48,altitude_stratum,altitude_mid,5,avamet,pangu_hres_init,33772,48,362,1.5752645154711862,1.525694051668515,1.6245217796548272,0.9125,1
48,altitude_stratum,altitude_mid,5,avamet,graphcast_hres_init,33772,48,362,1.6010080525548778,1.5500883901874298,1.6522127894166811,0.0875,2
48,altitude_stratum,altitude_mid,5,avamet,ifs_hres,33772,48,362,1.777084492633578,1.7087045521176387,1.8511598358881383,0.0,3
48,altitude_stratum,altitude_mid,5,era5_station,pangu_hres_init,33772,48,362,0.9323788249807641,0.8934052422153408,0.9729862207373356,1.0,1
48,altitude_stratum,altitude_mid,5,era5_station,graphcast_hres_init,33772,48,362,1.0378373628700575,0.9955366146139464,1.08286085032986,0.0,2
48,altitude_stratum,altitude_mid,5,era5_station,ifs_hres,33772,48,362,1.2935583520919005,1.2363020059937122,1.3501035072052825,0.0,3
48,altitude_stratum,altitude_mid,7,avamet,pangu_hres_init,33772,48,362,1.5752645154711862,1.5235144817979571,1.6264387827850921,0.907,1
48,altitude_stratum,altitude_mid,7,avamet,graphcast_hres_init,33772,48,362,1.6010080525548778,1.5497885342045599,1.6514503366672013,0.093,2
48,altitude_stratum,altitude_mid,7,avamet,ifs_hres,33772,48,362,1.777084492633578,1.7054703507476656,1.8539737341691649,0.0,3
48,altitude_stratum,altitude_mid,7,era5_station,pangu_hres_init,33772,48,362,0.9323788249807641,0.8910486419090419,0.9740536000780239,1.0,1
48,altitude_stratum,altitude_mid,7,era5_station,graphcast_hres_init,33772,48,362,1.0378373628700575,0.9890344827177822,1.0840925825024041,0.0,2
48,altitude_stratum,altitude_mid,7,era5_station,ifs_hres,33772,48,362,1.2935583520919005,1.2341003466798108,1.3520195225776985,0.0,3
48,coast_stratum,coast_0_25km,1,avamet,graphcast_hres_init,54868,78,362,1.6767212179432354,1.6446363283743979,1.7104733239189918,1.0,1
48,coast_stratum,coast_0_25km,1,avamet,pangu_hres_init,54868,78,362,1.7639795440558403,1.7276962171777686,1.8018355781539106,0.0,2
48,coast_stratum,coast_0_25km,1,avamet,ifs_hres,54868,78,362,1.7979357459156429,1.7563543054379087,1.8398132802200917,0.0,3
48,coast_stratum,coast_0_25km,1,era5_station,pangu_hres_init,54868,78,362,0.8396495969679942,0.8136878892089388,0.866788244882993,1.0,1
48,coast_stratum,coast_0_25km,1,era5_station,graphcast_hres_init,54868,78,362,0.8849909045166321,0.8581316086867292,0.9135853792681847,0.0,2
48,coast_stratum,coast_0_25km,1,era5_station,ifs_hres,54868,78,362,1.186730409063294,1.1533663782154415,1.221161539045512,0.0,3
48,coast_stratum,coast_0_25km,3,avamet,graphcast_hres_init,54868,78,362,1.6767212179432354,1.6367676134278728,1.7154542551404344,1.0,1
48,coast_stratum,coast_0_25km,3,avamet,pangu_hres_init,54868,78,362,1.7639795440558403,1.7158446020782394,1.809350432287753,0.0,2
48,coast_stratum,coast_0_25km,3,avamet,ifs_hres,54868,78,362,1.7979357459156429,1.7443930880333332,1.8516234553088244,0.0,3
48,coast_stratum,coast_0_25km,3,era5_station,pangu_hres_init,54868,78,362,0.8396495969679942,0.8105886967170896,0.8697302162007188,0.998,1
48,coast_stratum,coast_0_25km,3,era5_station,graphcast_hres_init,54868,78,362,0.8849909045166321,0.8530732218285614,0.9193016689787309,0.002,2
48,coast_stratum,coast_0_25km,3,era5_station,ifs_hres,54868,78,362,1.186730409063294,1.1470081748352037,1.2284884019266236,0.0,3
48,coast_stratum,coast_0_25km,5,avamet,graphcast_hres_init,54868,78,362,1.6767212179432354,1.6342055994689026,1.7211191858764412,1.0,1
48,coast_stratum,coast_0_25km,5,avamet,pangu_hres_init,54868,78,362,1.7639795440558403,1.7146402458306014,1.8207978209396602,0.0,2
48,coast_stratum,coast_0_25km,5,avamet,ifs_hres,54868,78,362,1.7979357459156429,1.7366987599090058,1.8671568816748416,0.0,3
48,coast_stratum,coast_0_25km,5,era5_station,pangu_hres_init,54868,78,362,0.8396495969679942,0.8092002842292455,0.8718552554962803,0.9945,1
48,coast_stratum,coast_0_25km,5,era5_station,graphcast_hres_init,54868,78,362,0.8849909045166321,0.8548597400812707,0.919075407070104,0.0055,2
48,coast_stratum,coast_0_25km,5,era5_station,ifs_hres,54868,78,362,1.186730409063294,1.1423660867097098,1.2320329677490935,0.0,3
48,coast_stratum,coast_0_25km,7,avamet,graphcast_hres_init,54868,78,362,1.6767212179432354,1.6334781804162473,1.7220038019825572,1.0,1
48,coast_stratum,coast_0_25km,7,avamet,pangu_hres_init,54868,78,362,1.7639795440558403,1.7107873929039603,1.8190255944826026,0.0,2
48,coast_stratum,coast_0_25km,7,avamet,ifs_hres,54868,78,362,1.7979357459156429,1.7308055240858033,1.870529205122079,0.0,3
48,coast_stratum,coast_0_25km,7,era5_station,pangu_hres_init,54868,78,362,0.8396495969679942,0.8083164720839829,0.871126196774409,0.9945,1
48,coast_stratum,coast_0_25km,7,era5_station,graphcast_hres_init,54868,78,362,0.8849909045166321,0.8520529904594937,0.9201638782467377,0.0055,2
48,coast_stratum,coast_0_25km,7,era5_station,ifs_hres,54868,78,362,1.186730409063294,1.141425440751306,1.2345369992858115,0.0,3
48,coast_stratum,interior_gt25km,1,avamet,graphcast_hres_init,47826,68,362,1.6430800670649195,1.6103638071002104,1.6774257153157426,1.0,1
48,coast_stratum,interior_gt25km,1,avamet,pangu_hres_init,47826,68,362,1.7141504665301013,1.676571317817502,1.7526039375403475,0.0,2
48,coast_stratum,interior_gt25km,1,avamet,ifs_hres,47826,68,362,1.7322291914227717,1.697831597492882,1.7686766983794149,0.0,3
48,coast_stratum,interior_gt25km,1,era5_station,pangu_hres_init,47826,68,362,0.936738544799191,0.9009160741108968,0.9730390928507147,1.0,1
48,coast_stratum,interior_gt25km,1,era5_station,graphcast_hres_init,47826,68,362,1.0747987868112479,1.04108629643553,1.1095026248617197,0.0,2
48,coast_stratum,interior_gt25km,1,era5_station,ifs_hres,47826,68,362,1.287141096569971,1.2424060665694323,1.3319358372749563,0.0,3
48,coast_stratum,interior_gt25km,3,avamet,graphcast_hres_init,47826,68,362,1.6430800670649195,1.6033102061439573,1.6843647448708758,1.0,1
48,coast_stratum,interior_gt25km,3,avamet,pangu_hres_init,47826,68,362,1.7141504665301013,1.6728598624877666,1.7573120202882488,0.0,2
48,coast_stratum,interior_gt25km,3,avamet,ifs_hres,47826,68,362,1.7322291914227717,1.6950681587983605,1.773543509720903,0.0,3
48,coast_stratum,interior_gt25km,3,era5_station,pangu_hres_init,47826,68,362,0.936738544799191,0.8961261537051955,0.9775248267598227,1.0,1
48,coast_stratum,interior_gt25km,3,era5_station,graphcast_hres_init,47826,68,362,1.0747987868112479,1.033567968245002,1.1164377502630565,0.0,2
48,coast_stratum,interior_gt25km,3,era5_station,ifs_hres,47826,68,362,1.287141096569971,1.2344551632469103,1.3417645885120053,0.0,3
48,coast_stratum,interior_gt25km,5,avamet,graphcast_hres_init,47826,68,362,1.6430800670649195,1.5965227873199745,1.6890920630287374,1.0,1
48,coast_stratum,interior_gt25km,5,avamet,pangu_hres_init,47826,68,362,1.7141504665301013,1.6719859616716675,1.7580960451108494,0.0,2
48,coast_stratum,interior_gt25km,5,avamet,ifs_hres,47826,68,362,1.7322291914227717,1.6864642977489754,1.7789982154496191,0.0,3
48,coast_stratum,interior_gt25km,5,era5_station,pangu_hres_init,47826,68,362,0.936738544799191,0.8940644629064424,0.9807635049147937,1.0,1
48,coast_stratum,interior_gt25km,5,era5_station,graphcast_hres_init,47826,68,362,1.0747987868112479,1.0334168678752853,1.1205609911442211,0.0,2
48,coast_stratum,interior_gt25km,5,era5_station,ifs_hres,47826,68,362,1.287141096569971,1.227912649788797,1.3545944472935285,0.0,3
48,coast_stratum,interior_gt25km,7,avamet,graphcast_hres_init,47826,68,362,1.6430800670649195,1.5952247497228706,1.6939786303685862,1.0,1
48,coast_stratum,interior_gt25km,7,avamet,pangu_hres_init,47826,68,362,1.7141504665301013,1.6686962239044851,1.7634945679545766,0.0,2
48,coast_stratum,interior_gt25km,7,avamet,ifs_hres,47826,68,362,1.7322291914227717,1.6844833785542506,1.7804055119543603,0.0,3
48,coast_stratum,interior_gt25km,7,era5_station,pangu_hres_init,47826,68,362,0.936738544799191,0.895566425892292,0.979370324280475,1.0,1
48,coast_stratum,interior_gt25km,7,era5_station,graphcast_hres_init,47826,68,362,1.0747987868112479,1.0284045634626062,1.122019735704678,0.0,2
48,coast_stratum,interior_gt25km,7,era5_station,ifs_hres,47826,68,362,1.287141096569971,1.2175372139101643,1.3583606608819716,0.0,3
72,all_eligible,all,1,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6880752039677553,1.7511273098272118,1.0,1
72,all_eligible,all,1,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7576455668350077,1.8303438077378027,0.0,2
72,all_eligible,all,1,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.8096246142943493,1.8939052286655786,0.0,3
72,all_eligible,all,1,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9202185259435915,0.9910270721662585,1.0,1
72,all_eligible,all,1,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.009932958016392,1.0731657263002028,0.0,2
72,all_eligible,all,1,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2789883714210608,1.3692464692956159,0.0,3
72,all_eligible,all,3,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6810555522611348,1.7541354751588787,1.0,1
72,all_eligible,all,3,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7535399744230749,1.8332207550824704,0.0,2
72,all_eligible,all,3,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.7983900316905703,1.9051504881449859,0.0,3
72,all_eligible,all,3,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9166687118186614,0.9918548739030066,1.0,1
72,all_eligible,all,3,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0057586669906784,1.0779554148528296,0.0,2
72,all_eligible,all,3,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2658019820681785,1.3835457501361497,0.0,3
72,all_eligible,all,5,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6775440847751166,1.7619244478727318,1.0,1
72,all_eligible,all,5,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7495091254371526,1.8385753382381589,0.0,2
72,all_eligible,all,5,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.7897333372246051,1.9133839094126786,0.0,3
72,all_eligible,all,5,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9168834610457798,0.9928641499717201,1.0,1
72,all_eligible,all,5,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0050795740497684,1.0787080534227054,0.0,2
72,all_eligible,all,5,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.256716912772199,1.3908840617813565,0.0,3
72,all_eligible,all,7,avamet,graphcast_hres_init,102412,146,361,1.7177966078491185,1.6740571113067808,1.7640241772098937,1.0,1
72,all_eligible,all,7,avamet,pangu_hres_init,102412,146,361,1.7925649531584276,1.7493052550930153,1.84086103647697,0.0,2
72,all_eligible,all,7,avamet,ifs_hres,102412,146,361,1.8505160662124778,1.78768946162436,1.9170077174747429,0.0,3
72,all_eligible,all,7,era5_station,pangu_hres_init,102412,146,361,0.9546868166518788,0.9155428925793141,0.9970620535605194,1.0,1
72,all_eligible,all,7,era5_station,graphcast_hres_init,102412,146,361,1.0423339562088638,1.0033651258299223,1.0831579007244894,0.0,2
72,all_eligible,all,7,era5_station,ifs_hres,102412,146,361,1.322381546503883,1.2560805057945947,1.3940739932194453,0.0,3
72,altitude_stratum,altitude_high,1,avamet,graphcast_hres_init,34421,49,361,1.7725690750184433,1.7294981720805294,1.8152980028585746,0.999,1
72,altitude_stratum,altitude_high,1,avamet,ifs_hres,34421,49,361,1.828862244857309,1.7887677586171777,1.8725494889184287,0.001,2
72,altitude_stratum,altitude_high,1,avamet,pangu_hres_init,34421,49,361,1.9824468661563013,1.9367437049352674,2.0279146812539786,0.0,3
72,altitude_stratum,altitude_high,1,era5_station,pangu_hres_init,34421,49,361,0.97318014558739,0.9362899299408051,1.0113648029612332,1.0,1
72,altitude_stratum,altitude_high,1,era5_station,graphcast_hres_init,34421,49,361,1.1636299447683744,1.1253482484158492,1.203806785136821,0.0,2
72,altitude_stratum,altitude_high,1,era5_station,ifs_hres,34421,49,361,1.520132192486184,1.4676475715159518,1.5758806074871072,0.0,3
72,altitude_stratum,altitude_high,3,avamet,graphcast_hres_init,34421,49,361,1.7725690750184433,1.716725327458851,1.827708085825507,0.999,1
72,altitude_stratum,altitude_high,3,avamet,ifs_hres,34421,49,361,1.828862244857309,1.7767631935639336,1.8821476794776901,0.001,2
72,altitude_stratum,altitude_high,3,avamet,pangu_hres_init,34421,49,361,1.9824468661563013,1.92953539180495,2.033148586944928,0.0,3
72,altitude_stratum,altitude_high,3,era5_station,pangu_hres_init,34421,49,361,0.97318014558739,0.9282773038356726,1.015283702036873,1.0,1
72,altitude_stratum,altitude_high,3,era5_station,graphcast_hres_init,34421,49,361,1.1636299447683744,1.117312515702337,1.2117318205894896,0.0,2
72,altitude_stratum,altitude_high,3,era5_station,ifs_hres,34421,49,361,1.520132192486184,1.4469772049425453,1.5904154787096696,0.0,3
72,altitude_stratum,altitude_high,5,avamet,graphcast_hres_init,34421,49,361,1.7725690750184433,1.7144080317032753,1.832977403851127,0.998,1
72,altitude_stratum,altitude_high,5,avamet,ifs_hres,34421,49,361,1.828862244857309,1.775201470410213,1.887769112487877,0.002,2
72,altitude_stratum,altitude_high,5,avamet,pangu_hres_init,34421,49,361,1.9824468661563013,1.929959090291594,2.0396527019442505,0.0,3
72,altitude_stratum,altitude_high,5,era5_station,pangu_hres_init,34421,49,361,0.97318014558739,0.9284366639448041,1.0193477077960622,1.0,1
72,altitude_stratum,altitude_high,5,era5_station,graphcast_hres_init,34421,49,361,1.1636299447683744,1.116186785930061,1.2146764724986174,0.0,2
72,altitude_stratum,altitude_high,5,era5_station,ifs_hres,34421,49,361,1.520132192486184,1.4396877413559444,1.6071060590249144,0.0,3
72,altitude_stratum,altitude_high,7,avamet,graphcast_hres_init,34421,49,361,1.7725690750184433,1.7129071895743513,1.8359826057743172,0.9985,1
72,altitude_stratum,altitude_high,7,avamet,ifs_hres,34421,49,361,1.828862244857309,1.7718440857725983,1.885304870710224,0.0015,2
72,altitude_stratum,altitude_high,7,avamet,pangu_hres_init,34421,49,361,1.9824468661563013,1.9274996011969523,2.041184884978071,0.0,3
72,altitude_stratum,altitude_high,7,era5_station,pangu_hres_init,34421,49,361,0.97318014558739,0.9279349356451179,1.0229567330655795,1.0,1
72,altitude_stratum,altitude_high,7,era5_station,graphcast_hres_init,34421,49,361,1.1636299447683744,1.1152861484457728,1.2148932956640488,0.0,2
72,altitude_stratum,altitude_high,7,era5_station,ifs_hres,34421,49,361,1.520132192486184,1.433835799649098,1.6170408444642304,0.0,3
72,altitude_stratum,altitude_low,1,avamet,graphcast_hres_init,34315,49,361,1.722418744036798,1.6827967518745055,1.7602872244593768,1.0,1
72,altitude_stratum,altitude_low,1,avamet,pangu_hres_init,34315,49,361,1.7783943864460396,1.731347510392707,1.8259729093125632,0.0,2
72,altitude_stratum,altitude_low,1,avamet,ifs_hres,34315,49,361,1.8532925527782,1.8039194607230828,1.9048884089000837,0.0,3
72,altitude_stratum,altitude_low,1,era5_station,graphcast_hres_init,34315,49,361,0.8582164258135696,0.830487724469897,0.8858798039528588,0.9585,1
72,altitude_stratum,altitude_low,1,era5_station,pangu_hres_init,34315,49,361,0.8853104722439794,0.8544176751017485,0.917751620502491,0.0415,2
72,altitude_stratum,altitude_low,1,era5_station,ifs_hres,34315,49,361,1.05768531293722,1.0209732116870318,1.0972244216686153,0.0,3
72,altitude_stratum,altitude_low,3,avamet,graphcast_hres_init,34315,49,361,1.722418744036798,1.6754954611322843,1.769222902172903,0.9995,1
72,altitude_stratum,altitude_low,3,avamet,pangu_hres_init,34315,49,361,1.7783943864460396,1.7180411067011485,1.8382223731205647,0.0005,2
72,altitude_stratum,altitude_low,3,avamet,ifs_hres,34315,49,361,1.8532925527782,1.7894564827067925,1.9252767071377577,0.0,3
72,altitude_stratum,altitude_low,3,era5_station,graphcast_hres_init,34315,49,361,0.8582164258135696,0.8255121105401786,0.8920890594417138,0.9195,1
72,altitude_stratum,altitude_low,3,era5_station,pangu_hres_init,34315,49,361,0.8853104722439794,0.8519578748485757,0.9201949361401938,0.0805,2
72,altitude_stratum,altitude_low,3,era5_station,ifs_hres,34315,49,361,1.05768531293722,1.0112502702853148,1.1050784878758577,0.0,3
72,altitude_stratum,altitude_low,5,avamet,graphcast_hres_init,34315,49,361,1.722418744036798,1.6685260841897007,1.774648008307801,0.999,1
72,altitude_stratum,altitude_low,5,avamet,pangu_hres_init,34315,49,361,1.7783943864460396,1.7086501903551454,1.8464641327989029,0.001,2
72,altitude_stratum,altitude_low,5,avamet,ifs_hres,34315,49,361,1.8532925527782,1.7751881970664694,1.9298557059544854,0.0,3
72,altitude_stratum,altitude_low,5,era5_station,graphcast_hres_init,34315,49,361,0.8582164258135696,0.8214371699584114,0.8936171520835957,0.924,1
72,altitude_stratum,altitude_low,5,era5_station,pangu_hres_init,34315,49,361,0.8853104722439794,0.8489300363307642,0.9247147635396018,0.076,2
72,altitude_stratum,altitude_low,5,era5_station,ifs_hres,34315,49,361,1.05768531293722,1.006978436013363,1.11000147673285,0.0,3
72,altitude_stratum,altitude_low,7,avamet,graphcast_hres_init,34315,49,361,1.722418744036798,1.6699094423091403,1.7762020396869804,1.0,1
72,altitude_stratum,altitude_low,7,avamet,pangu_hres_init,34315,49,361,1.7783943864460396,1.7090228948232664,1.8510209573375234,0.0,2
72,altitude_stratum,altitude_low,7,avamet,ifs_hres,34315,49,361,1.8532925527782,1.769900931026634,1.9405257490858865,0.0,3
72,altitude_stratum,altitude_low,7,era5_station,graphcast_hres_init,34315,49,361,0.8582164258135696,0.8220526221910519,0.8958557165326954,0.9175,1
72,altitude_stratum,altitude_low,7,era5_station,pangu_hres_init,34315,49,361,0.8853104722439794,0.8478818430952066,0.9233868890060025,0.0825,2
72,altitude_stratum,altitude_low,7,era5_station,ifs_hres,34315,49,361,1.05768531293722,1.0064975124470557,1.1135275405979228,0.0,3
72,altitude_stratum,altitude_mid,1,avamet,pangu_hres_init,33676,48,361,1.6120869919157526,1.570224336443971,1.6562412177259158,0.992,1
72,altitude_stratum,altitude_mid,1,avamet,graphcast_hres_init,33676,48,361,1.6563538006857097,1.618349019916271,1.696695780454667,0.008,2
72,altitude_stratum,altitude_mid,1,avamet,ifs_hres,33676,48,361,1.869010304504978,1.8176076571467805,1.9254457512245633,0.0,3
72,altitude_stratum,altitude_mid,1,era5_station,pangu_hres_init,33676,48,361,1.0070488658632633,0.9684967588405231,1.047733112506017,1.0,1
72,altitude_stratum,altitude_mid,1,era5_station,graphcast_hres_init,33676,48,361,1.1061643199712412,1.0683601735034722,1.1462149199696179,0.0,2
72,altitude_stratum,altitude_mid,1,era5_station,ifs_hres,33676,48,361,1.3897082318463392,1.338655262126983,1.4450395303803734,0.0,3
72,altitude_stratum,altitude_mid,3,avamet,pangu_hres_init,33676,48,361,1.6120869919157526,1.564848297084217,1.6606937372654136,0.9765,1
72,altitude_stratum,altitude_mid,3,avamet,graphcast_hres_init,33676,48,361,1.6563538006857097,1.6104071747242292,1.7039702509078338,0.0235,2
72,altitude_stratum,altitude_mid,3,avamet,ifs_hres,33676,48,361,1.869010304504978,1.7996399014350974,1.9407253507786661,0.0,3
72,altitude_stratum,altitude_mid,3,era5_station,pangu_hres_init,33676,48,361,1.0070488658632633,0.9642884385938489,1.0544311799915584,1.0,1
72,altitude_stratum,altitude_mid,3,era5_station,graphcast_hres_init,33676,48,361,1.1061643199712412,1.0635963453544548,1.1486661057503007,0.0,2
72,altitude_stratum,altitude_mid,3,era5_station,ifs_hres,33676,48,361,1.3897082318463392,1.3257890692834673,1.4560408242467744,0.0,3
72,altitude_stratum,altitude_mid,5,avamet,pangu_hres_init,33676,48,361,1.6120869919157526,1.5613402737619742,1.662065502519334,0.984,1
72,altitude_stratum,altitude_mid,5,avamet,graphcast_hres_init,33676,48,361,1.6563538006857097,1.6062226829936448,1.7100926239060092,0.016,2
72,altitude_stratum,altitude_mid,5,avamet,ifs_hres,33676,48,361,1.869010304504978,1.7912435913247833,1.9528429303891102,0.0,3
72,altitude_stratum,altitude_mid,5,era5_station,pangu_hres_init,33676,48,361,1.0070488658632633,0.9607413939582228,1.052954425581604,1.0,1
72,altitude_stratum,altitude_mid,5,era5_station,graphcast_hres_init,33676,48,361,1.1061643199712412,1.0603399245559793,1.1511501656978236,0.0,2
72,altitude_stratum,altitude_mid,5,era5_station,ifs_hres,33676,48,361,1.3897082318463392,1.3220284950836567,1.464397901362338,0.0,3
72,altitude_stratum,altitude_mid,7,avamet,pangu_hres_init,33676,48,361,1.6120869919157526,1.560263563120063,1.665637618174142,0.974,1
72,altitude_stratum,altitude_mid,7,avamet,graphcast_hres_init,33676,48,361,1.6563538006857097,1.5988788735452897,1.7120922415799005,0.026,2
72,altitude_stratum,altitude_mid,7,avamet,ifs_hres,33676,48,361,1.869010304504978,1.7812969137372188,1.9523505918133064,0.0,3
72,altitude_stratum,altitude_mid,7,era5_station,pangu_hres_init,33676,48,361,1.0070488658632633,0.9597463450882155,1.0540758421956302,1.0,1
72,altitude_stratum,altitude_mid,7,era5_station,graphcast_hres_init,33676,48,361,1.1061643199712412,1.0575758386346832,1.1563885765691007,0.0,2
