lead_h,stratum_type,stratum,block_days,model_a,model_b,era5_delta_mae_a_minus_b_c,avamet_delta_mae_a_minus_b_c,avamet_minus_era5_delta_mae_c,switch_ci_low_c,switch_ci_high_c,p_switch_gt_zero,p_pairwise_order_reverses
72,all_eligible,all,1,ifs_hres,pangu_hres_init,0.3676947298520038,0.05795111305405243,-0.31027505357918417,-0.33844572423343394,-0.2831872018091365,0.0,0.0015
72,all_eligible,all,3,graphcast_hres_init,pangu_hres_init,0.08764713955698478,-0.07476834530930665,-0.16252255252788525,-0.18887390965226994,-0.13733812783150204,0.0,1.0
72,all_eligible,all,3,ifs_hres,graphcast_hres_init,0.280047590295019,0.13271945836335908,-0.14724598655835672,-0.17358159348922084,-0.12051492795393624,0.0,0.0
72,all_eligible,all,3,ifs_hres,pangu_hres_init,0.3676947298520038,0.05795111305405243,-0.30976853908624197,-0.3431555722609235,-0.27829019164972496,0.0,0.003
72,all_eligible,all,5,graphcast_hres_init,pangu_hres_init,0.08764713955698478,-0.07476834530930665,-0.16232895766607477,-0.18772214195656323,-0.13678468044557404,0.0,1.0
72,all_eligible,all,5,ifs_hres,graphcast_hres_init,0.280047590295019,0.13271945836335908,-0.14759212262328422,-0.1750904296005891,-0.12000312872319437,0.0,0.0
72,all_eligible,all,5,ifs_hres,pangu_hres_init,0.3676947298520038,0.05795111305405243,-0.309921080289359,-0.3449604725585881,-0.2768242928871186,0.0,0.01
72,all_eligible,all,7,graphcast_hres_init,pangu_hres_init,0.08764713955698478,-0.07476834530930665,-0.16228606274973814,-0.1882274224810099,-0.1369001578456026,0.0,1.0
72,all_eligible,all,7,ifs_hres,graphcast_hres_init,0.280047590295019,0.13271945836335908,-0.1470970188580569,-0.17453813230037343,-0.11826617945394138,0.0,0.0
72,all_eligible,all,7,ifs_hres,pangu_hres_init,0.3676947298520038,0.05795111305405243,-0.3093830816077951,-0.3451982846512328,-0.272236764189067,0.0,0.011
72,altitude_stratum,altitude_high,1,graphcast_hres_init,pangu_hres_init,0.19044979918098381,-0.2098777911378571,-0.4011114990864068,-0.44465625900069733,-0.3549977210240833,0.0,1.0
72,altitude_stratum,altitude_high,1,ifs_hres,graphcast_hres_init,0.3565022477178106,0.05629316983886534,-0.2997591820689688,-0.34080483716992277,-0.2602644047613644,0.0,0.001
72,altitude_stratum,altitude_high,1,ifs_hres,pangu_hres_init,0.5469520468987944,-0.15358462129899175,-0.7008706811553757,-0.7523036121940333,-0.6495681468711353,0.0,1.0
72,altitude_stratum,altitude_high,3,graphcast_hres_init,pangu_hres_init,0.19044979918098381,-0.2098777911378571,-0.40116500727822774,-0.4588091277683454,-0.34385859926882556,0.0,1.0
72,altitude_stratum,altitude_high,3,ifs_hres,graphcast_hres_init,0.3565022477178106,0.05629316983886534,-0.29981223942817276,-0.3486254623847406,-0.2514553078598133,0.0,0.001
72,altitude_stratum,altitude_high,3,ifs_hres,pangu_hres_init,0.5469520468987944,-0.15358462129899175,-0.7009772467064006,-0.7668292142896327,-0.6347521518304017,0.0,1.0
72,altitude_stratum,altitude_high,5,graphcast_hres_init,pangu_hres_init,0.19044979918098381,-0.2098777911378571,-0.40119387477800855,-0.46262489486316793,-0.34264517915186116,0.0,1.0
72,altitude_stratum,altitude_high,5,ifs_hres,graphcast_hres_init,0.3565022477178106,0.05629316983886534,-0.2998442961621746,-0.35525300822523725,-0.24538775332533497,0.0,0.002
72,altitude_stratum,altitude_high,5,ifs_hres,pangu_hres_init,0.5469520468987944,-0.15358462129899175,-0.7010381709401832,-0.7754298928982679,-0.6321626875856197,0.0,1.0
72,altitude_stratum,altitude_high,7,graphcast_hres_init,pangu_hres_init,0.19044979918098381,-0.2098777911378571,-0.40053578229384407,-0.46081680065459096,-0.3421921081776874,0.0,1.0
72,altitude_stratum,altitude_high,7,ifs_hres,graphcast_hres_init,0.3565022477178106,0.05629316983886534,-0.30126511223665614,-0.35437144014382843,-0.24343779450680447,0.0,0.0015
72,altitude_stratum,altitude_high,7,ifs_hres,pangu_hres_init,0.5469520468987944,-0.15358462129899175,-0.7018008945305003,-0.7765499829694976,-0.6275992159287036,0.0,1.0
72,altitude_stratum,altitude_low,1,graphcast_hres_init,pangu_hres_init,-0.027094046430407914,-0.05597564240924191,-0.02899030466538535,-0.051762572339655574,-0.006050889083033942,0.007,0.0415
72,altitude_stratum,altitude_low,1,ifs_hres,graphcast_hres_init,0.1994688871236494,0.13087380874140297,-0.0689008611793432,-0.09568977763647356,-0.041422507455646365,0.0,0.0
72,altitude_stratum,altitude_low,1,ifs_hres,pangu_hres_init,0.1723748406932415,0.07489816633216106,-0.09789116584472857,-0.124799042811024,-0.06904424153038481,0.0,0.0
72,altitude_stratum,altitude_low,3,graphcast_hres_init,pangu_hres_init,-0.027094046430407914,-0.05597564240924191,-0.02865806907284454,-0.05541192384429638,-0.0007101964958128034,0.021,0.08
72,altitude_stratum,altitude_low,3,ifs_hres,graphcast_hres_init,0.1994688871236494,0.13087380874140297,-0.06815682065290656,-0.09814221845963596,-0.03616349288253026,0.0,0.0
72,altitude_stratum,altitude_low,3,ifs_hres,pangu_hres_init,0.1723748406932415,0.07489816633216106,-0.09681488972575113,-0.1271655299490204,-0.06512884111744527,0.0,0.0005
72,altitude_stratum,altitude_low,5,graphcast_hres_init,pangu_hres_init,-0.027094046430407914,-0.05597564240924191,-0.028361802211234775,-0.05684389247833517,0.0003632765059028812,0.0255,0.075
72,altitude_stratum,altitude_low,5,ifs_hres,graphcast_hres_init,0.1994688871236494,0.13087380874140297,-0.06889605714167502,-0.10090930940305926,-0.03451079817379832,0.0,0.0
72,altitude_stratum,altitude_low,5,ifs_hres,pangu_hres_init,0.1723748406932415,0.07489816633216106,-0.09725785935290979,-0.13098490574398935,-0.0640284397637727,0.0,0.002
72,altitude_stratum,altitude_low,7,graphcast_hres_init,pangu_hres_init,-0.027094046430407914,-0.05597564240924191,-0.028808742303683715,-0.05877943557543504,-0.000726494195775165,0.021,0.0825
72,altitude_stratum,altitude_low,7,ifs_hres,graphcast_hres_init,0.1994688871236494,0.13087380874140297,-0.06805174961558398,-0.10212867609367067,-0.03143078781799676,0.0,0.0
72,altitude_stratum,altitude_low,7,ifs_hres,pangu_hres_init,0.1723748406932415,0.07489816633216106,-0.0968604919192677,-0.1331480240625249,-0.06129140327997649,0.0,0.001
72,altitude_stratum,altitude_mid,1,graphcast_hres_init,pangu_hres_init,0.09911545410797729,0.044266808769957144,-0.054930327268396716,-0.08404186136439414,-0.024826901955740905,0.0,0.008
72,altitude_stratum,altitude_mid,1,ifs_hres,graphcast_hres_init,0.2835439118750973,0.21265650381926826,-0.07117790140978472,-0.10062167993429427,-0.0410975356010006,0.0,0.0
72,altitude_stratum,altitude_mid,1,ifs_hres,pangu_hres_init,0.3826593659830746,0.2569233125892254,-0.12610822867818144,-0.16033897934427707,-0.09019426898115812,0.0,0.0
72,altitude_stratum,altitude_mid,3,graphcast_hres_init,pangu_hres_init,0.09911545410797729,0.044266808769957144,-0.05414373709076785,-0.08736500546567463,-0.0191495159036485,0.0015,0.0235
72,altitude_stratum,altitude_mid,3,ifs_hres,graphcast_hres_init,0.2835439118750973,0.21265650381926826,-0.07114747372697172,-0.10366548883937446,-0.03577848856575325,0.0,0.0
72,altitude_stratum,altitude_mid,3,ifs_hres,pangu_hres_init,0.3826593659830746,0.2569233125892254,-0.12529121081773956,-0.16307384974336905,-0.0875093502661561,0.0,0.0
72,altitude_stratum,altitude_mid,5,graphcast_hres_init,pangu_hres_init,0.09911545410797729,0.044266808769957144,-0.055303077836169806,-0.08802210194917338,-0.021186221812325483,0.0,0.016
72,altitude_stratum,altitude_mid,5,ifs_hres,graphcast_hres_init,0.2835439118750973,0.21265650381926826,-0.07119609504008875,-0.10688784007823372,-0.03584955799186515,0.0,0.0
72,altitude_stratum,altitude_mid,5,ifs_hres,pangu_hres_init,0.3826593659830746,0.2569233125892254,-0.12649917287625853,-0.16579399177185497,-0.08978400532889998,0.0,0.0
72,altitude_stratum,altitude_mid,7,graphcast_hres_init,pangu_hres_init,0.09911545410797729,0.044266808769957144,-0.05443625617756084,-0.08740552672306504,-0.020770008423474522,0.0005,0.026
72,altitude_stratum,altitude_mid,7,ifs_hres,graphcast_hres_init,0.2835439118750973,0.21265650381926826,-0.07123701611904681,-0.10794637009538055,-0.035286171950430864,0.0,0.0
72,altitude_stratum,altitude_mid,7,ifs_hres,pangu_hres_init,0.3826593659830746,0.2569233125892254,-0.12567327229660766,-0.16400613154150098,-0.08620337918120162,0.0,0.0
72,coast_stratum,coast_0_25km,1,graphcast_hres_init,pangu_hres_init,0.03486342099395945,-0.09194032084193493,-0.12703894211559927,-0.1520933026845031,-0.1028376331958041,0.0,0.9775
72,coast_stratum,coast_0_25km,1,ifs_hres,graphcast_hres_init,0.3233527900152099,0.14330711778757133,-0.18079961850890808,-0.2079878491715277,-0.15347175917728964,0.0,0.0
72,coast_stratum,coast_0_25km,1,ifs_hres,pangu_hres_init,0.35821621100916934,0.051366796945636395,-0.3078385606245074,-0.34055759927448187,-0.27519496265859655,0.0,0.006
72,coast_stratum,coast_0_25km,3,graphcast_hres_init,pangu_hres_init,0.03486342099395945,-0.09194032084193493,-0.12666992848065198,-0.15476791850988797,-0.09866253145160882,0.0,0.955
72,coast_stratum,coast_0_25km,3,ifs_hres,graphcast_hres_init,0.3233527900152099,0.14330711778757133,-0.18015675491100427,-0.21404918518087174,-0.14756347242080226,0.0,0.0
72,coast_stratum,coast_0_25km,3,ifs_hres,pangu_hres_init,0.35821621100916934,0.051366796945636395,-0.30682668339165625,-0.34722615798316825,-0.2676714128505402,0.0,0.0105
72,coast_stratum,coast_0_25km,5,graphcast_hres_init,pangu_hres_init,0.03486342099395945,-0.09194032084193493,-0.12651279811152225,-0.15505898226307013,-0.09849794906014583,0.0,0.956
72,coast_stratum,coast_0_25km,5,ifs_hres,graphcast_hres_init,0.3233527900152099,0.14330711778757133,-0.18014229256856043,-0.21486652643850754,-0.14486820214257076,0.0,0.0
72,coast_stratum,coast_0_25km,5,ifs_hres,pangu_hres_init,0.35821621100916934,0.051366796945636395,-0.30665509068008273,-0.34885098617218907,-0.2651975827284753,0.0,0.0195
72,coast_stratum,coast_0_25km,7,graphcast_hres_init,pangu_hres_init,0.03486342099395945,-0.09194032084193493,-0.1266467819561016,-0.15609281838515163,-0.09821338372573173,0.0,0.9395
72,coast_stratum,coast_0_25km,7,ifs_hres,graphcast_hres_init,0.3233527900152099,0.14330711778757133,-0.18076135910915606,-0.21751579995030634,-0.14646476800368177,0.0,0.0
72,coast_stratum,coast_0_25km,7,ifs_hres,pangu_hres_init,0.35821621100916934,0.051366796945636395,-0.3074081410652576,-0.35065905763484967,-0.2664692797555598,0.0,0.0285
72,coast_stratum,interior_gt25km,1,graphcast_hres_init,pangu_hres_init,0.14791580730126008,-0.0552939202285192,-0.20341297041147036,-0.23461202141289064,-0.17163437742057383,0.0,1.0
72,coast_stratum,interior_gt25km,1,ifs_hres,graphcast_hres_init,0.23018233007499944,0.12117230647482491,-0.10909147499818395,-0.14142227547598774,-0.07812777967962142,0.0,0.0
72,coast_stratum,interior_gt25km,1,ifs_hres,pangu_hres_init,0.3780981373762595,0.06587838624630571,-0.3125044454096543,-0.3526510057581575,-0.27351213013645986,0.0,0.001
72,coast_stratum,interior_gt25km,3,graphcast_hres_init,pangu_hres_init,0.14791580730126008,-0.0552939202285192,-0.20284454235735425,-0.23730727775095217,-0.1689839219752397,0.0,0.9985
72,coast_stratum,interior_gt25km,3,ifs_hres,graphcast_hres_init,0.23018233007499944,0.12117230647482491,-0.10928093302294493,-0.14435583192361384,-0.07520730565093443,0.0,0.0
72,coast_stratum,interior_gt25km,3,ifs_hres,pangu_hres_init,0.3780981373762595,0.06587838624630571,-0.3121254753802992,-0.3570031216289117,-0.26818052695306294,0.0,0.008
72,coast_stratum,interior_gt25km,5,graphcast_hres_init,pangu_hres_init,0.14791580730126008,-0.0552939202285192,-0.20389049184418007,-0.24122423700332354,-0.16851790245023604,0.0,1.0
72,coast_stratum,interior_gt25km,5,ifs_hres,graphcast_hres_init,0.23018233007499944,0.12117230647482491,-0.10818213002978054,-0.14743385345776022,-0.070797620346991,0.0,0.0
72,coast_stratum,interior_gt25km,5,ifs_hres,pangu_hres_init,0.3780981373762595,0.06587838624630571,-0.3120726218739607,-0.3623389906714256,-0.2634856375475254,0.0,0.0095
72,coast_stratum,interior_gt25km,7,graphcast_hres_init,pangu_hres_init,0.14791580730126008,-0.0552939202285192,-0.20288098907243596,-0.23728138085028663,-0.1685682663233299,0.0,0.9995
72,coast_stratum,interior_gt25km,7,ifs_hres,graphcast_hres_init,0.23018233007499944,0.12117230647482491,-0.10991251675177986,-0.1492375645809107,-0.06830913603644156,0.0,0.0
72,coast_stratum,interior_gt25km,7,ifs_hres,pangu_hres_init,0.3780981373762595,0.06587838624630571,-0.31279350582421583,-0.36656595188416086,-0.25794192510560293,0.0,0.009
