lead_h,stratum_type,stratum,block_days,model_a,model_b,era5_delta_mae_a_minus_b_c,avamet_delta_mae_a_minus_b_c,avamet_minus_era5_delta_mae_c,switch_ci_low_c,switch_ci_high_c,p_switch_gt_zero,p_pairwise_order_reverses
48,coast_stratum,coast_0_25km,1,ifs_hres,graphcast_hres_init,0.3017395045466613,0.12121452797240795,-0.1805527947655826,-0.20470326605157801,-0.15524337102353622,0.0,0.0
48,coast_stratum,coast_0_25km,1,ifs_hres,pangu_hres_init,0.34708081209529906,0.03395620185980164,-0.3131650353476872,-0.34502032791482984,-0.2824521056627181,0.0,0.0175
48,coast_stratum,coast_0_25km,3,graphcast_hres_init,pangu_hres_init,0.045341307548637744,-0.08725832611260631,-0.13262453148372105,-0.16068384165221986,-0.10560141235784512,0.0,0.998
48,coast_stratum,coast_0_25km,3,ifs_hres,graphcast_hres_init,0.3017395045466613,0.12121452797240795,-0.1810370940414305,-0.21017102627323192,-0.1517219370875823,0.0,0.0
48,coast_stratum,coast_0_25km,3,ifs_hres,pangu_hres_init,0.34708081209529906,0.03395620185980164,-0.31366162552515153,-0.34970704670247543,-0.276726053143701,0.0,0.028
48,coast_stratum,coast_0_25km,5,graphcast_hres_init,pangu_hres_init,0.045341307548637744,-0.08725832611260631,-0.13337839589236705,-0.16270192983767587,-0.10586438506527168,0.0,0.9945
48,coast_stratum,coast_0_25km,5,ifs_hres,graphcast_hres_init,0.3017395045466613,0.12121452797240795,-0.18042195383521942,-0.2112344067597708,-0.14978215503305217,0.0,0.0
48,coast_stratum,coast_0_25km,5,ifs_hres,pangu_hres_init,0.34708081209529906,0.03395620185980164,-0.31380034972758647,-0.3525342328425025,-0.27431023414411193,0.0,0.048
48,coast_stratum,coast_0_25km,7,graphcast_hres_init,pangu_hres_init,0.045341307548637744,-0.08725832611260631,-0.1330266807665833,-0.16199331249982593,-0.10500598817216579,0.0,0.9945
48,coast_stratum,coast_0_25km,7,ifs_hres,graphcast_hres_init,0.3017395045466613,0.12121452797240795,-0.1802199470129802,-0.2100207914019168,-0.15120010803772818,0.0,0.0
48,coast_stratum,coast_0_25km,7,ifs_hres,pangu_hres_init,0.34708081209529906,0.03395620185980164,-0.31324662777956347,-0.3511574635467807,-0.2732446589459499,0.0,0.0535
48,coast_stratum,interior_gt25km,1,graphcast_hres_init,pangu_hres_init,0.13806024201205647,-0.07107039946518001,-0.2090110188964262,-0.23984272581669638,-0.17741811918999645,0.0,1.0
48,coast_stratum,interior_gt25km,1,ifs_hres,graphcast_hres_init,0.21234230975872315,0.08914912435785216,-0.12298501127105692,-0.15072423020548462,-0.0971338345975015,0.0,0.0
48,coast_stratum,interior_gt25km,1,ifs_hres,pangu_hres_init,0.3504025517707796,0.01807872489267215,-0.33199603016748314,-0.3729608864694563,-0.29158952769022295,0.0,0.157
48,coast_stratum,interior_gt25km,3,graphcast_hres_init,pangu_hres_init,0.13806024201205647,-0.07107039946518001,-0.20898702193484514,-0.24474164903917678,-0.1760329184326107,0.0,1.0
48,coast_stratum,interior_gt25km,3,ifs_hres,graphcast_hres_init,0.21234230975872315,0.08914912435785216,-0.12332833442229199,-0.1569390109669626,-0.09088639988937858,0.0,0.0
48,coast_stratum,interior_gt25km,3,ifs_hres,pangu_hres_init,0.3504025517707796,0.01807872489267215,-0.33231535635713716,-0.3776953038023721,-0.2885097042439832,0.0,0.179
48,coast_stratum,interior_gt25km,5,graphcast_hres_init,pangu_hres_init,0.13806024201205647,-0.07107039946518001,-0.20969900652810625,-0.2459747639915721,-0.17463321997866202,0.0,1.0
48,coast_stratum,interior_gt25km,5,ifs_hres,graphcast_hres_init,0.21234230975872315,0.08914912435785216,-0.12299150529250852,-0.15726158278582567,-0.08875463051066834,0.0,0.0
48,coast_stratum,interior_gt25km,5,ifs_hres,pangu_hres_init,0.3504025517707796,0.01807872489267215,-0.3326905118206148,-0.3829396904087307,-0.28584556437421166,0.0,0.1975
48,coast_stratum,interior_gt25km,7,graphcast_hres_init,pangu_hres_init,0.13806024201205647,-0.07107039946518001,-0.20889296192471357,-0.24649330294007543,-0.173533259865454,0.0,1.0
48,coast_stratum,interior_gt25km,7,ifs_hres,graphcast_hres_init,0.21234230975872315,0.08914912435785216,-0.12288728101801634,-0.1590827352355412,-0.08478299957083156,0.0,0.0
48,coast_stratum,interior_gt25km,7,ifs_hres,pangu_hres_init,0.3504025517707796,0.01807872489267215,-0.33178024294272995,-0.3827127940179951,-0.2813443537310355,0.0,0.2195
72,all_eligible,all,1,graphcast_hres_init,pangu_hres_init,0.08764713955698478,-0.07476834530930665,-0.16240531169707378,-0.18617264182492402,-0.14128063260844703,0.0,1.0
72,all_eligible,all,1,ifs_hres,graphcast_hres_init,0.280047590295019,0.13271945836335908,-0.14786974188211036,-0.1711290232474252,-0.1256338448764332,0.0,0.0
