network,model,reference,sigma_km,block_days,metric,change,ci_low,ci_high,p_smoothing_improves
inmet_hourly,graphcast_era5,station,12.5,5,centred_rmse,0.00442815590628769,0.004124942451332897,0.0047240066123679205,0.0
inmet_hourly,graphcast_era5,station,25.0,5,centred_rmse,0.06342999023126014,0.06041948728524488,0.06631911954465612,0.0
inmet_hourly,graphcast_era5,station,50.0,5,centred_rmse,0.18308474153826348,0.17553564252840928,0.19048043027510905,0.0
inmet_hourly,graphcast_era5,station,100.0,5,centred_rmse,0.3557700215595446,0.3435369811765837,0.36767204256818603,0.0
inmet_hourly,graphcast_era5,station,12.5,7,centred_rmse,0.0044220131005984235,0.004104716996248242,0.004745365632804049,0.0
inmet_hourly,graphcast_era5,station,25.0,7,centred_rmse,0.06337543877049773,0.060141977411154686,0.0666914924020127,0.0
inmet_hourly,graphcast_era5,station,50.0,7,centred_rmse,0.1829591344592845,0.17499549394724975,0.19139704930486384,0.0
inmet_hourly,graphcast_era5,station,100.0,7,centred_rmse,0.35561902850275295,0.3430715204413046,0.36916776776646315,0.0
inmet_hourly,graphcast_era5,station,12.5,1,mae,0.0035873529558475034,0.003454474152462678,0.0037217835621881135,0.0
inmet_hourly,graphcast_era5,station,25.0,1,mae,0.046487234224364474,0.045306749512803016,0.047694004452574115,0.0
inmet_hourly,graphcast_era5,station,50.0,1,mae,0.13556865685930575,0.13284699958404148,0.1384395561125568,0.0
inmet_hourly,graphcast_era5,station,100.0,1,mae,0.2723178909259843,0.26801496365840194,0.27712867723991935,0.0
inmet_hourly,graphcast_era5,station,12.5,3,mae,0.003583210885967382,0.0034067430261228715,0.0037606199751565425,0.0
inmet_hourly,graphcast_era5,station,25.0,3,mae,0.04644738345650579,0.044758204779240494,0.048181870285497426,0.0
inmet_hourly,graphcast_era5,station,50.0,3,mae,0.13548236357376664,0.1315627046415863,0.1395208429258377,0.0
inmet_hourly,graphcast_era5,station,100.0,3,mae,0.2721838047299667,0.2660655979880706,0.2781774270056685,0.0
inmet_hourly,graphcast_era5,station,12.5,5,mae,0.003587767479067757,0.003380096542857802,0.0037873158179102806,0.0
inmet_hourly,graphcast_era5,station,25.0,5,mae,0.046468895274181535,0.04447237925328832,0.04855064465016105,0.0
inmet_hourly,graphcast_era5,station,50.0,5,mae,0.13552917923899863,0.1307920141793934,0.14031737508387832,0.0
