network,model,model_family,cohort,reference,sigma_km,metric,score,n_days
midas_open_uk,graphcast_era5,graphcast,era5_initialised,station,12.5,rmse,1.3852104547633803,365
midas_open_uk,graphcast_era5,graphcast,era5_initialised,station,25.0,rmse,1.4459341214975556,365
midas_open_uk,graphcast_era5,graphcast,era5_initialised,station,50.0,rmse,1.6112463644561332,365
midas_open_uk,graphcast_era5,graphcast,era5_initialised,station,100.0,rmse,1.9058029398151983,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,0.0,centred_rmse,0.7652635031792928,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,12.5,centred_rmse,0.7458943468218989,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,25.0,centred_rmse,0.7661964743590136,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,50.0,centred_rmse,0.9934008829838972,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,100.0,centred_rmse,1.3939844145523943,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,0.0,mae,0.6284371926367712,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,12.5,mae,0.6142068382411581,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,25.0,mae,0.6104447260768154,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,50.0,mae,0.7464166267029211,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,100.0,mae,1.0325666651344136,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,0.0,rmse,0.8114702297290773,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,12.5,rmse,0.791765278174394,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,25.0,rmse,0.7966772053816312,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,50.0,rmse,0.998977509836794,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,era5,100.0,rmse,1.3963645583457585,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,0.0,centred_rmse,1.4355823547514728,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,12.5,centred_rmse,1.448929476439169,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,25.0,centred_rmse,1.5070286367374022,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,50.0,centred_rmse,1.6662656831355371,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,100.0,centred_rmse,1.9425702352929441,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,0.0,mae,1.1029441249302832,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,12.5,mae,1.114886884759059,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,25.0,mae,1.153726801329835,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,50.0,mae,1.2477119218818198,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,100.0,mae,1.4526745785220414,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,0.0,rmse,1.4567955396785568,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,12.5,rmse,1.4692256440333336,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,25.0,rmse,1.5197265816172203,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,50.0,rmse,1.6683411691010783,365
midas_open_uk,graphcast_hres_init,graphcast,hres_initialised,station,100.0,rmse,1.9453367231325698,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,0.0,centred_rmse,0.8121006519036432,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,12.5,centred_rmse,0.7953049947350228,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,25.0,centred_rmse,0.7907884708575406,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,50.0,centred_rmse,0.9727174474891096,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,100.0,centred_rmse,1.348024604531451,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,0.0,mae,0.6928832452623827,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,12.5,mae,0.6809632260746412,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,25.0,mae,0.6567470861232686,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,50.0,mae,0.7462789873051758,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,100.0,mae,0.9967896369989354,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,0.0,rmse,0.8927796623127535,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,12.5,rmse,0.8752988396972008,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,25.0,rmse,0.850409192207208,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,50.0,rmse,0.9925084377119465,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,era5,100.0,rmse,1.3480522793782483,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,0.0,centred_rmse,1.4621604776031856,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,12.5,centred_rmse,1.4657088225935764,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,25.0,centred_rmse,1.507153158319783,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,50.0,centred_rmse,1.6448272625402893,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,100.0,centred_rmse,1.9027462297891131,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,0.0,mae,1.1458649879467113,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,12.5,mae,1.1491348111978374,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,25.0,mae,1.172097051722417,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,50.0,mae,1.2447990162344107,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,100.0,mae,1.4205670813229538,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,0.0,rmse,1.503155536779536,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,12.5,rmse,1.5053875000758628,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,25.0,rmse,1.5349121129991488,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,50.0,rmse,1.6541105117678863,365
midas_open_uk,ifs_ens_mean,ifs_ensemble,operational_ensemble_mean,station,100.0,rmse,1.9027946719873843,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,0.0,centred_rmse,0.9079694407611234,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,12.5,centred_rmse,0.8526339570987513,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,25.0,centred_rmse,0.799235645866512,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,50.0,centred_rmse,0.9690076209049403,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,100.0,centred_rmse,1.342325994341707,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,0.0,mae,0.7437536271530605,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,12.5,mae,0.7068712448959799,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,25.0,mae,0.6513580508880866,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,50.0,mae,0.7367414439186702,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,100.0,mae,0.9893552995424056,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,0.0,rmse,0.9706798678425616,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,12.5,rmse,0.9188383908777907,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,25.0,rmse,0.8501948749751442,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,50.0,rmse,0.9847237002113373,365
midas_open_uk,ifs_hres,ifs,hres_initialised,era5,100.0,rmse,1.342382469318311,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,0.0,centred_rmse,1.4372418539459235,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,12.5,centred_rmse,1.4481416424601803,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,25.0,centred_rmse,1.4966392900771122,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,50.0,centred_rmse,1.637749776506341,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,100.0,centred_rmse,1.8976655837492695,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,0.0,mae,1.1116596906067215,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,12.5,mae,1.1252512926543146,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,25.0,mae,1.1572935907775619,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,50.0,mae,1.2342188012701114,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,100.0,mae,1.4142563269698314,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,0.0,rmse,1.4726568883903728,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,12.5,rmse,1.4831288711643233,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,25.0,rmse,1.5203930412292903,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,50.0,rmse,1.644882155611751,365
midas_open_uk,ifs_hres,ifs,hres_initialised,station,100.0,rmse,1.8979796902248722,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,0.0,centred_rmse,0.7509520977044124,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,12.5,centred_rmse,0.7542264392613585,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,25.0,centred_rmse,0.8137504285490138,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,50.0,centred_rmse,1.0155677941783072,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,100.0,centred_rmse,1.3859205629808178,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,0.0,mae,0.5630685344138051,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,12.5,mae,0.5655215130529567,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,25.0,mae,0.6099413985829311,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,50.0,mae,0.75819733159495,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,100.0,mae,1.040794429297669,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,0.0,rmse,0.7511578899560087,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,12.5,rmse,0.7543697393070045,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,25.0,rmse,0.8138529505666132,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,50.0,rmse,1.0194427852449546,365
midas_open_uk,pangu_era5,pangu,era5_initialised,era5,100.0,rmse,1.4038136394318783,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,0.0,centred_rmse,1.4786325039366968,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,12.5,centred_rmse,1.4841089041076772,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,25.0,centred_rmse,1.52806044761606,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,50.0,centred_rmse,1.659018776638945,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,100.0,centred_rmse,1.9181209651740874,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,0.0,mae,1.1158725089442918,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,12.5,mae,1.1192431116300612,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,25.0,mae,1.1467111001731385,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,50.0,mae,1.2400502447096087,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,100.0,mae,1.449368760033361,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,0.0,rmse,1.4786397638967808,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,12.5,rmse,1.4841279169383004,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,25.0,rmse,1.5284642825051802,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,50.0,rmse,1.6627290773794192,365
midas_open_uk,pangu_era5,pangu,era5_initialised,station,100.0,rmse,1.9337852184102475,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,0.0,centred_rmse,0.8054003289585604,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,12.5,centred_rmse,0.7991510069306503,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,25.0,centred_rmse,0.8469203153283524,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,50.0,centred_rmse,1.0555736288826507,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,100.0,centred_rmse,1.436178424349023,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,0.0,mae,0.6223309739648681,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,12.5,mae,0.6150521289215591,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,25.0,mae,0.6416258646916904,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,50.0,mae,0.7867485383470846,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,100.0,mae,1.071467083220121,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,0.0,rmse,0.8180406802182684,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,12.5,rmse,0.8108888870996673,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,25.0,rmse,0.8523622979182428,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,50.0,rmse,1.0555832320898586,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,era5,100.0,rmse,1.4438471055982527,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,0.0,centred_rmse,1.4899984133421056,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,12.5,centred_rmse,1.5010312324574977,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,25.0,centred_rmse,1.5561055218418574,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,50.0,centred_rmse,1.6993833384136996,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,100.0,centred_rmse,1.9693222259170504,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,0.0,mae,1.1333527438344857,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,12.5,mae,1.1407164812438049,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,25.0,mae,1.1740720199619195,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,50.0,mae,1.2697743049637218,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,100.0,mae,1.4819606630610547,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,0.0,rmse,1.4949063169013812,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,12.5,rmse,1.505449686897742,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,25.0,rmse,1.5578615953081878,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,50.0,rmse,1.6994756465038219,365
midas_open_uk,pangu_hres_init,pangu,hres_initialised,station,100.0,rmse,1.9767176275230165,365
