network,ladder,model,draw,support_km,metric,stations_kept,optimal_sigma_km,n_centres
inmet_hourly,prospective_common,ifs_hres,31,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,32,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,32,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,32,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,32,200.0,rmse,3,100.0,37
inmet_hourly,prospective_common,ifs_hres,33,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,33,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,33,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,33,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,34,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,34,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,34,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,34,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,35,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,35,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,35,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,35,200.0,rmse,3,100.0,37
inmet_hourly,prospective_common,ifs_hres,36,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,36,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,36,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,36,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,37,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,37,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,37,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,37,200.0,rmse,3,100.0,37
inmet_hourly,prospective_common,ifs_hres,38,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,38,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,38,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,38,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,39,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,39,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,39,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,39,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,40,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,40,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,40,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,40,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,41,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,41,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,41,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,41,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,42,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,42,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,42,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,42,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,43,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,43,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,43,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,43,200.0,rmse,3,100.0,37
inmet_hourly,prospective_common,ifs_hres,44,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,44,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,44,100.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,44,200.0,rmse,3,100.0,37
inmet_hourly,prospective_common,ifs_hres,45,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,45,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,45,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,45,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,46,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,46,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,46,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,46,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,47,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,47,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,47,100.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,47,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,48,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,48,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,48,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,48,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,49,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,49,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,49,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,49,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,50,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,50,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,50,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,50,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,51,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,51,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,51,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,51,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,52,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,52,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,52,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,52,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,53,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,53,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,53,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,53,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,54,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,54,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,54,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,54,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,55,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,55,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,55,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,55,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,56,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,56,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,56,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,56,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,57,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,57,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,57,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,57,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,58,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,58,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,58,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,58,200.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,59,0.0,rmse,1,0.0,37
inmet_hourly,prospective_common,ifs_hres,59,50.0,rmse,3,25.0,37
inmet_hourly,prospective_common,ifs_hres,59,100.0,rmse,3,50.0,37
inmet_hourly,prospective_common,ifs_hres,59,200.0,rmse,3,100.0,37
inmet_hourly,prospective_common,pangu_hres_init,0,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,0,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,0,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,0,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,1,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,1,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,1,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,1,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,2,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,2,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,2,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,2,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,3,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,3,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,3,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,3,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,4,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,4,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,4,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,4,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,5,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,5,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,5,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,5,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,6,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,6,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,6,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,6,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,7,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,7,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,7,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,7,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,8,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,8,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,8,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,8,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,9,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,9,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,9,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,9,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,10,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,10,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,10,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,10,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,11,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,11,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,11,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,11,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,12,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,12,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,12,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,12,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,13,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,13,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,13,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,13,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,14,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,14,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,14,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,14,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,15,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,15,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,15,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,15,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,16,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,16,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,16,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,16,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,17,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,17,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,17,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,17,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,18,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,18,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,18,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,18,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,19,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,19,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,19,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,19,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,20,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,20,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,20,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,20,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,21,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,21,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,21,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,21,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,22,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,22,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,22,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,22,200.0,mae,3,100.0,37
inmet_hourly,prospective_common,pangu_hres_init,23,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,23,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,23,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,23,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,24,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,24,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,24,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,24,200.0,mae,3,100.0,37
inmet_hourly,prospective_common,pangu_hres_init,25,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,25,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,25,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,25,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,26,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,26,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,26,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,26,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,27,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,27,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,27,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,27,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,28,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,28,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,28,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,28,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,29,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,29,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,29,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,29,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,30,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,30,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,30,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,30,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,31,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,31,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,31,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,31,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,32,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,32,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,32,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,32,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,33,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,33,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,33,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,33,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,34,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,34,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,34,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,34,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,35,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,35,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,35,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,35,200.0,mae,3,100.0,37
inmet_hourly,prospective_common,pangu_hres_init,36,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,36,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,36,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,36,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,37,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,37,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,37,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,37,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,38,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,38,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,38,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,38,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,39,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,39,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,39,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,39,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,40,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,40,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,40,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,40,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,41,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,41,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,41,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,41,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,42,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,42,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,42,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,42,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,43,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,43,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,43,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,43,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,44,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,44,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,44,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,44,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,45,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,45,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,45,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,45,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,46,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,46,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,46,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,46,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,47,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,47,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,47,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,47,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,48,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,48,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,48,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,48,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,49,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,49,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,49,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,49,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,50,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,50,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,50,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,50,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,51,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,51,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,51,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,51,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,52,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,52,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,52,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,52,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,53,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,53,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,53,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,53,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,54,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,54,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,54,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,54,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,55,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,55,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,55,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,55,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,56,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,56,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,56,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,56,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,57,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,57,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,57,100.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,57,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,58,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,58,50.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,58,100.0,mae,3,25.0,37
inmet_hourly,prospective_common,pangu_hres_init,58,200.0,mae,3,50.0,37
inmet_hourly,prospective_common,pangu_hres_init,59,0.0,mae,1,0.0,37
inmet_hourly,prospective_common,pangu_hres_init,59,50.0,mae,3,25.0,37
