network,ladder,model,weighting,support_km,metric,sigma_km,score,n_centres,n_days
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,25.0,rmse,25.0,1.241293519715803,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,25.0,rmse,50.0,1.4686095083318913,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,25.0,rmse,100.0,1.6988145512826036,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,50.0,rmse,0.0,1.0501084774779814,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,50.0,rmse,12.5,1.0566615114748017,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,50.0,rmse,25.0,1.1509275625216753,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,50.0,rmse,50.0,1.3689170261815582,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,50.0,rmse,100.0,1.6007492068647353,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,100.0,rmse,0.0,0.9799636767933364,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,100.0,rmse,12.5,0.9762808003709732,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,100.0,rmse,25.0,1.0475907676397618,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,100.0,rmse,50.0,1.250013003117294,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,gaussian,100.0,rmse,100.0,1.4826905196512292,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,mae,0.0,0.9087114692607301,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,mae,12.5,0.9264875575459689,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,mae,25.0,1.0119548370906004,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,mae,50.0,1.1636019530456048,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,mae,100.0,1.3446686964303827,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,mae,0.0,0.8569345063560785,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,mae,12.5,0.8621974710875794,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,mae,25.0,0.9228859124022747,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,mae,50.0,1.0662834111122048,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,mae,100.0,1.2467882648883497,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,mae,0.0,0.826204903867438,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,mae,12.5,0.8248136583898759,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,mae,25.0,0.8643527282686632,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,mae,50.0,0.9892283346530717,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,mae,100.0,1.160650374472705,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,mae,0.0,0.761419010996667,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,mae,12.5,0.7566609519329225,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,mae,25.0,0.7811375098306163,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,mae,50.0,0.8804569400021881,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,mae,100.0,1.0623675120132647,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,0.0,1.1902606458885556,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,12.5,1.2165569143523545,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,25.0,1.3382606533158203,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,50.0,1.5546461592244059,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,100.0,1.7729763692422513,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,0.0,1.1085305364587754,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,12.5,1.1217652639510258,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,25.0,1.227374592324399,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,50.0,1.448838110580286,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,100.0,1.6783694381093506,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,0.0,1.0638874496495625,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,12.5,1.061276708121044,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,25.0,1.131281766331415,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,50.0,1.3318906807800515,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,100.0,1.5609769688980424,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,0.0,0.9901329515443306,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,12.5,0.9823487397246766,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,25.0,1.0399527702621882,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,50.0,1.2228306034441172,15,365
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,100.0,1.4435525923808297,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,0.0,0.9724459011916476,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,12.5,0.9744007120711452,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,25.0,1.0274235582189148,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,50.0,1.1547163866165995,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,100.0,1.3052184485649343,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,0.0,0.9159227547969746,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,12.5,0.9100336339721328,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,25.0,0.9522797738399549,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,50.0,1.0810127913653242,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,100.0,1.2368012103547992,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,0.0,0.9106893551892009,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,12.5,0.8896415011117609,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,25.0,0.8922848377223662,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,50.0,1.0026585955722829,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,100.0,1.1495601067097982,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,0.0,0.8734828014995295,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,12.5,0.8450787897092981,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,25.0,0.8209059079557983,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,50.0,0.9005035325441406,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,100.0,1.0414398679002124,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,0.0,1.2829482460193669,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,12.5,1.2867860135543867,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,25.0,1.362303296755615,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,50.0,1.5431986719437354,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,100.0,1.7298774745715497,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,0.0,1.2054623443582897,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,12.5,1.199535232429601,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,25.0,1.2636746502115415,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,50.0,1.4520076275079952,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,100.0,1.6511233010349777,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,0.0,1.1872117974746823,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,12.5,1.1596761028245894,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,25.0,1.1769147374770847,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,50.0,1.3483883003049304,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,100.0,1.5484976613842694,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,0.0,1.145289913394347,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,12.5,1.1062439618093498,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,25.0,1.087326270574924,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,50.0,1.2323633566662344,15,365
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,100.0,1.4269599394934096,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,0.0,0.9724459011916476,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,12.5,0.9744007120711452,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,25.0,1.0274235582189148,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,50.0,1.1547163866165995,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,100.0,1.3052184485649343,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,0.0,0.9428335814411601,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,12.5,0.9252137660482432,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,25.0,0.9399020602771898,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,50.0,1.0560025598330338,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,100.0,1.203692537800912,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,0.0,0.9295531693140751,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,12.5,0.9037725584939453,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,25.0,0.8876797188641568,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,50.0,0.9796573796985578,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,100.0,1.1168610052529684,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,0.0,0.889949735956352,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,12.5,0.8591388122152886,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,25.0,0.8201259336865719,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,50.0,0.8743656141852175,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,100.0,1.010472996827028,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,0.0,1.2829482460193669,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,12.5,1.2867860135543867,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,25.0,1.362303296755615,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,50.0,1.5431986719437354,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,100.0,1.7298774745715497,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,0.0,1.2295650968090988,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,12.5,1.2093867694737053,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,25.0,1.245295235368444,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,50.0,1.4262312304465279,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,100.0,1.626672670135412,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,0.0,1.2138613244657201,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,12.5,1.1765061528514678,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,25.0,1.1621421212297975,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,50.0,1.3113677782202118,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,100.0,1.507488512937027,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,0.0,1.168133919616026,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,12.5,1.1258292818913962,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,25.0,1.0907529839533898,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,50.0,1.2110099880419358,15,365
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,100.0,1.3884039579580247,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,0.0,1.0264603526904414,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,12.5,1.0364439068785238,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,25.0,1.0901447145045027,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,50.0,1.2016962998151668,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,100.0,1.3690455966465447,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,0.0,0.9575383558961775,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,12.5,0.964811342370351,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,25.0,1.0160661814375198,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,50.0,1.1284121457946714,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,100.0,1.3038042998477113,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,0.0,0.9091459627485345,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,12.5,0.9056351479955177,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,25.0,0.9379286957597375,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,50.0,1.0405992796923098,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,100.0,1.2152657689446704,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,0.0,0.8388057209823725,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,12.5,0.8309918316087156,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,25.0,0.8472439698761108,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,50.0,0.9336405216763303,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,100.0,1.1177670942600306,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,0.0,1.3515208926674938,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,12.5,1.3663332577901464,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,25.0,1.4450223090089742,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,50.0,1.603102659941186,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,100.0,1.8033047228957546,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,0.0,1.2609084592980873,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,12.5,1.2726153034451777,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,25.0,1.350095167734412,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,50.0,1.5155282917692978,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,100.0,1.7280482493479037,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,0.0,1.1890507424809034,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,12.5,1.189864939833744,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,25.0,1.249595325613859,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,50.0,1.4082713324688565,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,100.0,1.625310231002573,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,0.0,1.0974655477387385,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,12.5,1.093394836721761,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,25.0,1.1411060528995831,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,50.0,1.2899307433530447,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,100.0,1.5099280506960158,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,0.0,1.0264603526904414,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,12.5,1.0364439068785238,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,25.0,1.0901447145045027,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,50.0,1.2016962998151668,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,100.0,1.3690455966465447,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,0.0,0.956802223230177,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,12.5,0.956258936577898,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,25.0,0.9942308566679859,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,50.0,1.0986008338686934,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,100.0,1.27194876992687,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,0.0,0.9071772474281815,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,12.5,0.8996569446100873,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,25.0,0.9185909309573349,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,50.0,1.0092900972283587,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,100.0,1.1780877156515839,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,0.0,0.8318280662973369,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,12.5,0.8228770560168348,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,25.0,0.8321116631567202,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,50.0,0.9044843287509311,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,100.0,1.0928404863174463,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,0.0,1.3515208926674938,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,12.5,1.3663332577901464,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,25.0,1.4450223090089742,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,50.0,1.603102659941186,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,100.0,1.8033047228957546,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,0.0,1.256955630757106,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,12.5,1.2615295032825673,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,25.0,1.3283256137832042,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,50.0,1.490479011956938,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,100.0,1.7051696588891803,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,0.0,1.181483431052734,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,12.5,1.1762957946463213,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,25.0,1.2204660778430638,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,50.0,1.3663103131015537,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,100.0,1.5822888617673327,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,0.0,1.0915290385199976,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,12.5,1.0856172124933856,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,25.0,1.125698163738402,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,50.0,1.2617980199893795,15,365
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,100.0,1.4724502213790638,15,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,0.0,1.0231046604146983,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,12.5,1.0428915477068557,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,25.0,1.1073016647361074,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,50.0,1.2252913197403827,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,100.0,1.4313248099051052,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,0.0,0.8542499733976232,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,12.5,0.8652409112516329,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,25.0,0.9143138505965226,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,50.0,1.0285287185170142,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,100.0,1.261745774140276,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,0.0,0.7993244570743693,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,12.5,0.8003695607158953,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,25.0,0.8195199772947901,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,50.0,0.9014333912219766,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,100.0,1.138656535686901,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,0.0,0.7931511018754414,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,12.5,0.7904364067356283,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,25.0,0.7931707181470725,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,50.0,0.8366432138375275,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,100.0,1.0291526818887264,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,0.0,1.344981065507687,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,12.5,1.3689503573950632,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,25.0,1.4560226408797179,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,50.0,1.6266198355280852,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,100.0,1.9073498605130874,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,0.0,1.117109677335703,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,12.5,1.1308943789441361,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,25.0,1.200902272025334,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,50.0,1.3757527593811278,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,100.0,1.6882497741746911,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,0.0,1.0490645791468178,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,12.5,1.0496125346754728,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,25.0,1.0837899410172163,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,50.0,1.223722808309496,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,100.0,1.534361179573136,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,0.0,1.0475265551936348,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,12.5,1.04346671559539,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,25.0,1.0549421144143374,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,50.0,1.148419450236104,71,365
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,100.0,1.404931884927522,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,0.0,1.0231046604146983,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,12.5,1.0428915477068557,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,25.0,1.1073016647361074,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,50.0,1.2252913197403827,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,100.0,1.4313248099051052,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,0.0,0.852233229653191,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,12.5,0.8575673906611067,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,25.0,0.8872417595686485,71,365
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,50.0,0.9882892285090019,71,365
