network,ladder,model,weighting,support_km,metric,block_days,optimal_sigma_km_point,optimal_sigma_km_bootstrap_mean,optimal_sigma_ci_low_km,optimal_sigma_ci_high_km,p_optimal_sigma_gt_zero
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,mae,7,12.5,9.16875,0.0,12.5,0.7335
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,mae,7,12.5,12.33125,12.5,12.5,0.9835
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,1,12.5,11.05625,0.0,12.5,0.8845
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,1,12.5,12.48125,12.5,12.5,0.9985
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,3,12.5,10.40625,0.0,12.5,0.8325
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,3,12.5,12.44375,12.5,12.5,0.9955
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,5,12.5,10.15625,0.0,12.5,0.8125
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,5,12.5,12.39375,12.5,12.5,0.9915
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,0.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,25.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,50.0,rmse,7,12.5,9.91875,0.0,12.5,0.7935
midas_open_uk,exact_preregistered,graphcast_hres_init,uniform,100.0,rmse,7,12.5,12.34375,12.5,12.5,0.9875
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,1,0.0,1.05625,0.0,12.5,0.0845
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,1,12.5,16.51875,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,1,25.0,25.0,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,3,0.0,1.2625,0.0,12.5,0.101
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,3,12.5,12.49375,12.5,12.5,0.9995
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,3,12.5,16.90625,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,3,25.0,24.98125,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,5,0.0,1.1625,0.0,12.5,0.093
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,5,12.5,12.48125,12.5,12.5,0.9985
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,5,12.5,17.275,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,5,25.0,24.975,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,mae,7,0.0,1.29375,0.0,12.5,0.1035
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,mae,7,12.5,12.48125,12.5,12.5,0.9985
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,mae,7,12.5,17.60625,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,mae,7,25.0,24.94375,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,1,0.0,0.36875,0.0,12.5,0.0295
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,1,12.5,12.44375,12.5,12.5,0.9955
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,1,12.5,12.7,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,1,25.0,24.8125,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,3,0.0,0.5625,0.0,12.5,0.045
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,3,12.5,12.39375,12.5,12.5,0.9915
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,3,12.5,13.225,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,3,25.0,24.51875,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,5,0.0,0.4875,0.0,12.5,0.039
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,5,12.5,12.45,12.5,12.5,0.996
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,5,12.5,13.44375,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,5,25.0,24.25,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,0.0,rmse,7,0.0,0.73125,0.0,12.5,0.0585
midas_open_uk,exact_preregistered,ifs_hres,gaussian,25.0,rmse,7,12.5,12.425,12.5,12.5,0.994
midas_open_uk,exact_preregistered,ifs_hres,gaussian,50.0,rmse,7,12.5,13.4875,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,gaussian,100.0,rmse,7,25.0,24.1,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,1,0.0,1.1,0.0,12.5,0.088
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,1,12.5,12.5625,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,1,25.0,24.95,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,1,25.0,25.0,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,3,0.0,1.1625,0.0,12.5,0.093
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,3,12.5,12.84375,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,3,25.0,24.80625,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,3,25.0,25.0,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,5,0.0,1.225,0.0,12.5,0.098
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,5,12.5,12.9125,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,5,25.0,24.68125,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,5,25.0,25.0,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,mae,7,0.0,1.2,0.0,12.5,0.096
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,mae,7,12.5,13.15625,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,mae,7,25.0,24.65625,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,mae,7,25.0,25.0,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,1,0.0,0.425,0.0,12.5,0.034
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,1,25.0,24.53125,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,1,25.0,25.0,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,3,0.0,0.46875,0.0,12.5,0.0375
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,3,12.5,12.50625,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,3,25.0,24.04375,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,3,25.0,24.9875,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,5,0.0,0.7,0.0,12.5,0.056
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,5,12.5,12.53125,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,5,25.0,23.84375,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,5,25.0,24.96875,25.0,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,0.0,rmse,7,0.0,0.675,0.0,12.5,0.054
midas_open_uk,exact_preregistered,ifs_hres,uniform,25.0,rmse,7,12.5,12.525,12.5,12.5,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,50.0,rmse,7,25.0,23.575,12.5,25.0,1.0
midas_open_uk,exact_preregistered,ifs_hres,uniform,100.0,rmse,7,25.0,24.90625,25.0,25.0,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,3,12.5,12.46875,12.5,12.5,0.9975
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,3,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,5,12.5,12.45,12.5,12.5,0.996
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,5,12.5,12.50625,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,mae,7,12.5,12.43125,12.5,12.5,0.9945
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,mae,7,12.5,12.50625,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,1,0.0,3.5375,0.0,12.5,0.283
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,1,12.5,12.48125,12.5,12.5,0.9985
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,3,0.0,4.125,0.0,12.5,0.33
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,3,12.5,12.4,12.5,12.5,0.992
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,5,0.0,3.86875,0.0,12.5,0.3095
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,5,12.5,12.375,12.5,12.5,0.99
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,0.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,25.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,50.0,rmse,7,0.0,3.9125,0.0,12.5,0.313
midas_open_uk,exact_preregistered,pangu_hres_init,gaussian,100.0,rmse,7,12.5,12.4,12.5,12.5,0.992
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,1,12.5,8.5875,0.0,12.5,0.687
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,1,12.5,12.63125,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,3,12.5,8.30625,0.0,12.5,0.6645
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,3,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,3,12.5,12.8125,12.5,12.812499999998295,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,5,12.5,8.525,0.0,12.5,0.682
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,5,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,5,12.5,12.8875,12.5,25.0,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,mae,7,12.5,8.5375,0.0,12.5,0.683
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,mae,7,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,mae,7,12.5,13.06875,12.5,25.0,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,1,0.0,0.01875,0.0,0.0,0.0015
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,1,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,3,0.0,0.01875,0.0,0.0,0.0015
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,3,12.5,12.49375,12.5,12.5,0.9995
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,3,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,5,0.0,0.06875,0.0,0.0,0.0055
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,5,12.5,12.49375,12.5,12.5,0.9995
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,5,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,0.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,25.0,rmse,7,0.0,0.06875,0.0,0.0,0.0055
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,50.0,rmse,7,12.5,12.5,12.5,12.5,1.0
midas_open_uk,exact_preregistered,pangu_hres_init,uniform,100.0,rmse,7,12.5,12.5,12.5,12.5,1.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,1,0.0,1.75625,0.0,12.5,0.1405
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,1,12.5,15.03125,12.5,25.0,0.9945
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,3,0.0,2.34375,0.0,12.5,0.1875
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,3,12.5,15.925,12.5,25.0,0.989
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,5,0.0,2.59375,0.0,12.5,0.2075
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,5,12.5,15.8375,12.5,25.0,0.9815
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,mae,7,0.0,2.98125,0.0,12.5,0.2385
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,mae,7,12.5,16.06875,0.0,25.0,0.9635
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,1,0.0,4.25625,0.0,12.5,0.3405
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,1,12.5,12.7,12.5,12.5,0.997
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,3,0.0,4.66875,0.0,12.5,0.3735
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,3,12.5,13.0625,12.5,25.0,0.9905
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,5,0.0,4.84375,0.0,12.5,0.3875
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,5,12.5,13.28125,12.5,25.0,0.99
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,0.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,50.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,100.0,rmse,7,0.0,5.01875,0.0,12.5,0.4015
midas_open_uk,prospective_common,graphcast_hres_init,gaussian,200.0,rmse,7,12.5,13.2625,12.5,25.0,0.981
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,mae,1,12.5,15.85,12.5,25.0,1.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,mae,1,25.0,22.91875,12.5,25.0,1.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,mae,3,12.5,16.48125,12.5,25.0,0.999
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,mae,3,25.0,22.08125,12.5,25.0,0.988
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,mae,5,12.5,16.74375,12.5,25.0,0.9985
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,mae,5,25.0,21.8375,12.5,25.0,0.9785
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,mae,7,12.5,16.9375,12.5,25.0,0.997
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,mae,7,25.0,21.16875,0.0,25.0,0.961
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,rmse,1,12.5,12.59375,12.5,12.5,1.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,rmse,1,12.5,16.28125,12.5,25.0,0.999
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,rmse,3,12.5,12.85,12.5,25.0,1.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,rmse,3,12.5,16.74375,12.5,25.0,0.998
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,rmse,5,12.5,12.9875,12.5,25.0,1.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,rmse,5,12.5,16.9875,12.5,25.0,0.994
midas_open_uk,prospective_common,graphcast_hres_init,uniform,0.0,rmse,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,graphcast_hres_init,uniform,50.0,rmse,7,0.0,0.0125,0.0,0.0,0.001
midas_open_uk,prospective_common,graphcast_hres_init,uniform,100.0,rmse,7,12.5,13.08125,12.5,25.0,0.9965
midas_open_uk,prospective_common,graphcast_hres_init,uniform,200.0,rmse,7,12.5,16.94375,12.5,25.0,0.99
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,mae,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,mae,1,25.0,25.0,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,200.0,mae,1,50.0,45.45,25.0,50.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,mae,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,mae,3,25.0,24.9875,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,200.0,mae,3,50.0,44.125,25.0,50.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,mae,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,mae,5,0.0,0.00625,0.0,0.0,0.0005
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,mae,5,25.0,24.94375,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,200.0,mae,5,50.0,43.1375,25.0,50.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,mae,7,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,mae,7,25.0,24.9625,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,200.0,mae,7,50.0,43.45,25.0,50.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,rmse,1,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,rmse,1,0.0,0.15625,0.0,0.0,0.0125
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,rmse,1,25.0,24.93125,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,200.0,rmse,1,25.0,25.1,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,rmse,3,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,rmse,3,0.0,0.475,0.0,12.5,0.038
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,rmse,3,25.0,24.60625,12.5,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,200.0,rmse,3,25.0,25.4625,25.0,25.0,1.0
midas_open_uk,prospective_common,ifs_hres,gaussian,0.0,rmse,5,0.0,0.0,0.0,0.0,0.0
midas_open_uk,prospective_common,ifs_hres,gaussian,50.0,rmse,5,0.0,0.6625,0.0,12.5,0.053
midas_open_uk,prospective_common,ifs_hres,gaussian,100.0,rmse,5,25.0,24.50625,12.5,25.0,1.0
